ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1216	18,15,16,16	30,25,41,39	13,18,6,13	18,21,15,21	298	149	0.172348750854611	0.606043839593294	0.231,0.231,0.163,0.17	0.265,0.3,0.167,0.236	-0.043
1217	18,14,19,17	5,19,20,11	13,16,7,13	15,4,2,13	298	149	0.58665868365009	0.886529157181928	0.643,0.269,0.322,0.436	0.302,0.667,0.636,0.333	-0.067
1223	0,14,7,4	0,1,0,1	5,5,4,4	0,0,0,1	298	149	0.999202115572178	0.999202115572178	NA,0.875,1.0,0.667	1.0,1.0,1.0,0.667	-0.069
1224	21,23,14,13	0,2,0,0	16,15,11,12	0,0,0,0	298	149	0.281091009546733	0.711653622637504	1.0,0.852,1.0,1.0	1.0,1.0,1.0,1.0	-0.037
1225	21,27,14,13	4,6,4,2	18,16,11,16	1,2,2,2	288	149	0.134046453942974	0.56068675372824	0.731,0.7,0.644,0.771	0.903,0.805,0.74,0.805	-0.102
1226	20,23,9,13	0,0,0,2	14,14,9,15	0,0,0,0	243	149	0.393952010683139	0.757097324805955	1.0,1.0,1.0,0.799	1.0,1.0,1.0,1.0	-0.05
1227	17,23,19,14	4,8,6,2	12,15,15,13	5,13,9,4	298	149	0.0414291570138051	0.412652286946857	0.68,0.59,0.613,0.778	0.545,0.366,0.455,0.619	0.169
1228	17,23,19,14	1,1,3,0	12,15,15,13	6,1,1,4	298	149	0.14231672778646	0.572783458198704	0.895,0.92,0.76,1.0	0.5,0.882,0.882,0.619	0.173
1229	0,1,0,0	1,1,1,0	2,1,0,1	0,0,3,5	260	149	0.449296462577614	0.798918948290282	0.0,0.364,0.0,NA	1.0,1.0,0.0,0.103	-0.404
1230	23,31,20,21	10,8,12,8	22,31,22,26	15,10,8,9	298	149	0.882834283322067	0.999202115572178	0.535,0.66,0.455,0.568	0.423,0.608,0.579,0.591	0.004
1231	1,0,2,0	0,0,0,0	1,1,0,0	0,0,1,0	298	149	0.405432195892749	0.766308362066226	1.0,NA,1.0,NA	1.0,1.0,0.0,NA	0.333
1232	56,65,53,48	41,49,34,45	81,54,66,78	65,49,42,56	298	149	0.999202115572178	0.999202115572178	0.406,0.399,0.438,0.348	0.384,0.355,0.44,0.411	0.0
1233	5,5,7,3	26,23,31,36	0,9,3,5	41,34,44,36	288	149	0.206465277535946	0.638128394773047	0.09,0.101,0.105,0.041	0.0,0.12,0.034,0.067	0.029
1237	99,125,117,81	6,6,6,2	144,88,101,107	6,9,7,8	221	149	0.125695411346944	0.552461260348711	0.918,0.934,0.929,0.965	0.942,0.868,0.907,0.9	0.032
1238	74,97,50,60	12,10,6,9	82,77,90,93	8,14,7,7	240	149	0.30690307406502	0.719268465754305	0.793,0.858,0.838,0.805	0.864,0.773,0.889,0.892	-0.031
