UniqueCount	AmbigCount
0	0
2454	508
0	504
0	1
7	74
11	74
5	1
0	0
0	0
0	1
0	1
0	0
0	0
0	25
0	19
0	35
0	25
0	20
0	19
0	19
0	25
0	26
3	35
0	0
0	1
0	0
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
200	176
0	183
0	24
49	97
0	242
97	242
0	0
33	1854
74	2002
0	1811
0	140
0	145
0	145
2	156
1	163
0	147
2	89
0	96
1	89
0	0
0	0
0	1384
0	1295
0	1270
0	1377
0	1309
0	1136
0	1268
0	1199
0	1194
0	1563
0	1463
0	1482
0	1238
0	1330
0	1323
0	870
0	870
0	872
0	861
0	24
0	25
0	25
0	25
11	0
2	0
73	0
0	1471
0	1895
0	1960
0	1893
0	1911
0	2022
0	1823
0	1889
0	1889
0	1914
0	1888
0	1888
0	0
0	241
0	241
0	241
0	238
0	240
0	241
0	240
0	240
0	238
0	241
0	240
0	240
0	238
0	238
0	237
3	243
0	241
0	241
0	249
0	250
0	249
0	246
0	246
0	246
0	249
0	248
0	241
0	241
0	241
1	2
0	1436
2	1438
4	1493
0	1576
0	1506
1	1
0	0
0	0
0	0
0	0
0	2
0	2
0	1
0	1
0	2
0	1
0	1
0	2
0	1
0	0
0	127
0	116
0	150
0	145
0	168
0	154
0	152
0	157
0	163
0	153
0	146
0	155
1	154
0	157
0	160
0	63
0	0
0	0
2	0
0	0
0	0
0	0
0	0
331	0
0	36
0	36
0	35
1	35
0	37
0	35
0	0
641	4
8	76
0	86
0	88
0	94
0	34
1536	8
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	114
4	114
2	0
6	114
8	10
0	10
100	0
0	0
0	2
0	2
2	4
0	4
0	14
0	14
0	14
0	0
10	612
298	771
28	768
0	196
0	205
0	711
0	735
0	700
0	724
2	606
0	653
0	646
0	740
0	651
0	670
0	705
0	716
0	710
0	710
0	663
0	693
0	699
0	699
0	734
0	734
0	737
0	673
0	703
0	697
0	715
126	1818
21	1818
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	164
0	168
0	72
0	166
0	154
0	0
0	97
0	90
0	73
0	73
0	84
0	68
0	53
0	62
0	46
0	57
0	294
1	260
0	259
2	241
0	86
0	61
0	102
0	95
0	102
0	72
0	97
8	0
0	0
0	0
0	0
0	0
0	0
0	0
0	177
3	164
0	96
0	166
0	188
0	178
0	165
0	169
0	179
0	171
0	1657
0	1597
0	1583
0	1641
1	1604
0	1614
0	1600
0	1658
0	1605
0	0
0	0
0	1719
0	1879
0	1862
0	1841
0	1725
0	1721
0	1853
0	1828
0	1751
0	1755
0	790
0	800
0	800
0	790
0	800
0	805
0	790
0	806
0	802
0	729
0	801
0	798
0	807
0	800
0	811
0	690
0	740
0	808
0	895
0	715
0	763
0	0
0	0
0	0
0	0
424	2
0	59
0	60
0	49
0	45
0	40
0	64
2	54
0	49
