Sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
SRR13761520_1,0.00011796372898446678,0.00011560445440477744,0.00011088590524539876,0.00010616735608602009,0.00012740082730322412,0.00014863429852042813,0.00019110124095483616,0.00024064600712831222,0.00030198714620023495,0.0004388250718222164,0.0005096033092128965,0.0006865489026895966,0.001033362265903929,0.001519372829319932,0.002392304423804986,0.003954144195559326,0.006747525297911499,0.01189310315621394,0.01917146523455554,0.02950272861901514,0.04721616216332267,0.07270576472228625,0.10736114902334291,0.15637271914180914,0.22121030314083148,0.3004205878793212,0.3926705832197539,0.49673582565527086,0.6135387915465305,0.7493409956280283,0.8975128763308373,1.0512479264925538,1.207932069878882,1.3679309940496736,1.5375203693869024,1.7212771885751659,1.9243352330998675,2.115184031674677,2.2713043084364593,2.4088901241002025,2.5549245020338125,2.68685513653004,2.7951953845039545,2.9242217519925844,3.070992223595058,3.2217545877863656,3.3515571566117135,3.4634056458856257,3.5768796753449434,3.6631229576054873,3.6946003990477023,3.7166077123270447,3.7556371916988454,3.7497224903275637,3.6914012227176434,3.591891739495507,3.4395675355324444,3.2384558925359865,3.015962144023804,2.7606626824810414,2.4772383086738023,2.1679138185307334,1.833949064677389,1.5354819561500508,1.2640120266380974,1.006334416319008,0.7915389807603517,0.6279987854454464,0.4961318513628703,0.39153813142150307,0.31130156224084843,0.2460487459158008,0.20260978235456073,0.1730221198506768,0.14300978792244876,0.11962465828856807,0.10679020457505807,0.09250951554419853,0.07452240614864704,0.06080558374233324,0.04922862337979767,0.03907902413797415,0.03052665378660031,0.022974615857014748,0.014901178245317842,0.008396658229114345,0.005506546868994909,0.0024843161324128705,0.0005733037228645085,0.00022177181049079752,0.00007549678655005874,0.000044826217014097374,0.000028311294956272027,0.000025952020376582693,0.000018874196637514684,0.000023592745796893355,0.000021233471217204018,0.000011796372898446678,0.000009437098318757342,0.000011796372898446678,0.000018874196637514684
SRR13761520_2,0.0005238016903788388,0.0005002070196410533,0.0005025664867148318,0.0005002070196410533,0.00048369075012460344,0.00055447476233796,0.0006370561099202094,0.0006512129123628807,0.00075031052946158,0.0010027735063558852,0.0012269228783648477,0.0014652290528164816,0.001922965665129521,0.00262608685311553,0.003652455030209201,0.005325317185518196,0.008154318206978681,0.012958193169191815,0.02020883548691331,0.030649477288383412,0.04781460025012239,0.07428546135084398,0.1088728891853638,0.15429970875682228,0.2136214299257627,0.28514395533321196,0.37058261754180716,0.47480027819060583,0.5833098094466077,0.6982087775384019,0.8352678603871243,0.991396156126125,1.1617426004517153,1.318286162395701,1.462263202704742,1.6386451638050576,1.8227307849012604,1.9880916752999567,2.138413322570388,2.2798397789726748,2.4212332028359285,2.5497604527458675,2.674130321671809,2.799300049935761,2.9426235178653655,3.1111437346758515,3.237047257199749,3.331805814349769,3.449229412210506,3.5363527339097796,3.5706310715576346,3.6057234253459427,3.654755510606135,3.6665174539689214,3.614302447626202,3.516592197166884,3.3861608573284054,3.217883665626519,2.994850321543454,2.7262556682657246,2.453060054194127,2.1860839953290103,1.9198488091250596,1.642288180966972,1.3695526629747612,1.1318434336927934,0.9368476368474387,0.7917805227503119,0.6785143058735724,0.5821560300475301,0.5018279735207392,0.4342599149289428,0.3868535024825841,0.3486442926898142,0.31664048130108186,0.2835230014535261,0.2483716609883732,0.22187248628276626,0.18877860110594827,0.15151081867561603,0.12094156326774108,0.1004448727978268,0.08157149567467215,0.059946979943491706,0.04079046677148363,0.025694596433448447,0.014723074540378174,0.007507824228763358,0.0035793115509220657,0.0020574552883348986,0.0015147778613658314,0.0011325441954137057,0.0009650220331754284,0.0008895190868145147,0.000882440685593179,0.0008871596197407362,0.0008659244160767291,0.0009272705599949715,0.0011820930039630553,0.0016657837540876587,0.00936000588167952
SRR13761521_1,0.000046220203077244055,0.00006701929446200388,0.00010399545692379913,0.00012017252800083454,0.00010168444676993692,0.00009706242646221252,0.00013866060923173218,0.00018488081230897622,0.0002334120255400825,0.0002726991981557399,0.00035358455354091704,0.0005708195080039641,0.000808853553851771,0.001217902351085381,0.0020221338846294276,0.0032862564387920526,0.005828367608040476,0.010341770438533357,0.016664694219500346,0.026368625855567738,0.041967944394137605,0.06576903796876443,0.09789439011760291,0.14350910853453508,0.20471390144942164,0.27768404705762073,0.36535915027484495,0.46685871623247294,0.5795851695175634,0.7076058880009141,0.846788785527419,0.9963250085432267,1.1494363642670593,1.3112902714029526,1.4846992293081567,1.6576621622536658,1.850120776857156,2.0430554595523422,2.2086994233405695,2.359095342133614,2.5099580849777383,2.6511030301248724,2.7705545229577018,2.908378546513736,3.0688181154354655,3.2247489035470105,3.36633987365384,3.486664928324829,3.5993035632240726,3.6836739219212737,3.7215837324852292,3.756135645295623,3.7966984955162126,3.8046160163033442,3.753408653314066,3.6474395937188686,3.4984302810181416,3.3069469126995807,3.0833150821306434,2.816083733998941,2.525943342212003,2.2163095797772376,1.881319413934296,1.5735806798256973,1.2918176998465096,1.0316118225825488,0.8143422029671937,0.644177903318012,0.5094829875103074,0.4016258326194045,0.3191019710351391,0.25256798870544633,0.20633623057743292,0.17519305774398589,0.14526547625147035,0.12268459603808277,0.11016354302445736,0.09512348894312213,0.07506623181775207,0.06011399612226362,0.048669873840337996,0.03871866411780735,0.029426092289127428,0.020977039166607217,0.01363958192809472,0.007568558253898715,0.0047745469778793116,0.00229714409293903,0.0005107332440035468,0.0001502156600010432,0.0000785743452313149,0.00003928717261565745,0.000032354142154070845,0.000020799091384759828,0.000018488081230897625,0.000013866060923173218,0.000018488081230897625,0.000016177071077035423,0.000009244040615448813,0.000016177071077035423,0.00002542111169248423
SRR13761521_2,0.00038365202336228195,0.00033280657448294336,0.0003004503797415461,0.0003374288880174287,0.0004090747478019512,0.00045760903991404715,0.0004945875481899298,0.000554677624138239,0.0006332569542244895,0.0007141474410779827,0.0008805507283194544,0.001130155659181662,0.0014745180175008185,0.0020661741499149403,0.0030045037974154613,0.004368086290088632,0.006642264549055412,0.010897104157549152,0.017463100533285557,0.027569789076437718,0.043604594727567315,0.06797805399490843,0.0999875752212193,0.1424365915651653,0.1982464051805411,0.2655819575941561,0.34756562159855503,0.4464022407496875,0.5488257752035806,0.6572513837820028,0.787191550706687,0.942369549529661,1.1073468530457442,1.2587068208892331,1.4051948702673749,1.5801540598611792,1.763340967546367,1.9259632023166298,2.083736630189217,2.2390209422234846,2.3802118202911062,2.513456941392947,2.653346638200611,2.7845163405254683,2.930500557728351,3.1059289121459055,3.2387603361864103,3.3432939567687963,3.4700216157870125,3.5599464144436572,3.5992638133679895,3.6410171715249953,3.695761541870672,3.7153809516677954,3.663054051300654,3.5635795528817624,3.4337872999901817,3.26290036862026,3.0422611655219045,2.7820318470006824,2.501799466658975,2.223464546023174,1.961148252941132,1.6830028471602447,1.4026248639422012,1.1600689612200838,0.9624997249723446,0.816362971422824,0.6981657920324996,0.5962391562835637,0.515066708304467,0.44761097573895536,0.39820537752560903,0.35830556709593164,0.32324994125039497,0.28913495620912605,0.2544676047004861,0.22507893524822842,0.19148627163635631,0.1547735463887066,0.1232285676726115,0.10048909623971095,0.08034505385642392,0.05873111576917054,0.039146373323556215,0.02424634564514277,0.013192082827421119,0.006309457974572468,0.0031061946951741384,0.0017911464946130634,0.001301181259957619,0.0010723767400005954,0.0009198403933625796,0.0008389499065090864,0.0008343275929746011,0.0007788598305607773,0.0006864135598710707,0.0007164585978452254,0.0008389499065090864,0.0012780696922851924,0.007351789676598908
SRR13761522_1,0.00007114044416062042,0.00008773988113143185,0.00009485392554749389,0.00011145336251830534,0.00015413762901467758,0.00016362302156942696,0.00023950616200742208,0.0002466202064234841,0.00025847694711692086,0.0003509595245257274,0.0004979831091243429,0.0006355213011682091,0.0008181151078471348,0.0012662999060590434,0.0019800756958039353,0.003322258742300974,0.005835887769309562,0.010009460493399293,0.016198679135373272,0.025852437407969463,0.04183532386272218,0.0651077344957998,0.09744343771494048,0.14466172185248294,0.20629068862882843,0.2794064657889754,0.36658196606339966,0.46961704268936494,0.584219555535847,0.7142856295947093,0.857424945942155,1.011180787906504,1.1657500022824225,1.3250666556319934,1.5008475791084703,1.6762253734013706,1.872003875731398,2.0720745181924496,2.239622120931404,2.3858038769407854,2.537235797729221,2.67731607497776,2.794199824733659,2.926523422220552,3.086966465935999,3.2496219774648414,3.3863420544008607,3.498065750606976,3.606768349284404,3.693090164228901,3.7255894904696114,3.7559972876519994,3.800398410200781,3.8030970043826073,3.7432441773621385,3.6366568212244195,3.4871030081618244,3.2891144093665408,3.064569082766097,2.8011075618616554,2.5083551487481475,2.193338147960504,1.8584539924669383,1.554383134687476,1.2706845287674764,1.0069313320419762,0.7924357788532895,0.6267330849662338,0.49363168528985163,0.38778181842326453,0.3070872126118728,0.24192256576074447,0.1976352679226196,0.16719427186629013,0.13624343596014285,0.11361128932451083,0.10016100268187618,0.08486817853548147,0.06578119736718702,0.05147248269834757,0.04101958010301373,0.0324993262407101,0.024616965027713354,0.01639550103088432,0.009893264434603612,0.005171910290477104,0.00294995708452706,0.0013753819204386614,0.0003296173912775413,0.0001256814513504294,0.00005216965905112164,0.000023713481386873473,0.000023713481386873473,0.000023713481386873473,0.00001897078510949878,0.00000948539255474939,0.000014228088832124084,0.00001659943697081143,0.00000948539255474939,0.00001897078510949878,0.00005454100718980899
SRR13761522_2,0.00038892751813967435,0.00034386884225763885,0.000355726388542385,0.0003533548792854358,0.00033201129597289274,0.0004126426107091667,0.0004790448699037452,0.000507502980987136,0.0006331929716054454,0.0007138242863417193,0.0007683689992515517,0.0009628327583213888,0.0014466206467390324,0.0020442409794902395,0.0027153780992068724,0.004159627236688956,0.006891605900694473,0.011304984627876997,0.01759897019582026,0.027720571704479592,0.04365237089266454,0.06716351366605924,0.09964370444923594,0.14325575968453236,0.20011032261063327,0.26802797622040236,0.34979287238149803,0.44843105690578755,0.5521490142584623,0.664231284760397,0.7982429013613411,0.9543569842370523,1.1193120536226702,1.2706949755307675,1.4199530251446384,1.5971308532405724,1.7789141523135024,1.9418795254325396,2.0946426657281814,2.2498508320677377,2.39856343455251,2.53158376028405,2.6641368986919702,2.799443359347209,2.9515567061064467,3.124482418104671,3.257182590086522,3.3557946880089853,3.4724705719416304,3.562471719752111,3.6022846171577747,3.638561594261327,3.6887830457957413,3.706839717278152,3.659068034806167,3.56098004042949,3.432475068323182,3.2688717592140253,3.0419467814350667,2.769042982182377,2.4957265403189774,2.223308900463962,1.9574911708710365,1.6760712818766417,1.3937099037072382,1.1485409052145694,0.9500550664449464,0.8039036939576791,0.6844436581573753,0.5837612326535955,0.5026390155011331,0.4357837980384772,0.3857781538464457,0.34695891881944374,0.3132692583152229,0.27745235400751866,0.24142912839445976,0.21317496710716663,0.18076829311095532,0.14507707879386936,0.11415496959250832,0.09053948041180783,0.07033185003334341,0.050259395682525104,0.032359243811072295,0.01868512143550301,0.009972196425471527,0.004788077189780503,0.002466369627227203,0.0016624279891214128,0.001290101035780383,0.0010742936933980027,0.0009343746472379981,0.0008039416381057902,0.0006948522122861255,0.000720938814112567,0.0007138242863417193,0.0007565114529668055,0.000943860684265795,0.0014655927207946264,0.007930326955238237
SRR13761523_1,0.00017055497114636274,0.0001602183062284014,0.00015246580753993034,0.00016280247245789172,0.00015763413999891104,0.00016280247245789172,0.00018347580229381447,0.0002506641242605635,0.00030751578130935105,0.0003747041032761,0.00047548658622622344,0.0006124473963892117,0.0009096265127806014,0.0012972514472041532,0.002144857970476986,0.0035118819058773784,0.005809205683894295,0.01003948580156999,0.016828090486441124,0.026544555509324823,0.0422071870262658,0.06529412812053254,0.09738172019211416,0.1427338375196697,0.20472798536514308,0.2796920635164285,0.36710923872762785,0.47019679795445674,0.58598811836546,0.7149561023806347,0.8581447531566947,1.015269812408396,1.1709063919119111,1.3279823520052523,1.500098159554227,1.6798889408047883,1.8782702139103034,2.0798739423039927,2.248550224601516,2.389064263330053,2.534265979598886,2.67911108092805,2.8035748632052226,2.9363906707361083,3.0971413152077845,3.2582640796165077,3.3953980289168717,3.512098975840656,3.616641420654688,3.700792209751811,3.736451119552549,3.7583002450228893,3.791426671918726,3.7895324780725095,3.7326291376991323,3.6247298609529923,3.473625909016004,3.274438376046888,3.045571693932075,2.7843228247955194,2.495312257855549,2.182989927359346,1.8509426560334428,1.5475899665198007,1.2685801228879576,1.0103495599074466,0.7980422149912083,0.6296605276438468,0.49460166382576354,0.38895836419796875,0.3061074107142788,0.24006129022096453,0.19597799851208877,0.16653659265950527,0.13648015524430307,0.11461552477658526,0.10251387432388198,0.08625430040792872,0.06559647556938292,0.05108896635702411,0.04036467650463919,0.03249847450207058,0.024975966608024182,0.016908199639555328,0.00989735665894802,0.004767786693409686,0.0029614544989959354,0.0014135389275312187,0.0002868424514734283,0.00010595081540910413,0.00008527748557318137,0.000056851657048787586,0.000018089163606432414,0.000012920831147451724,0.000018089163606432414,0.000007752498688471034,0.000007752498688471034,0.00001033666491796138,0.00001033666491796138,0.00001033666491796138,0.000023257496065413103
SRR13761523_2,0.00030495662806044973,0.00030237224985654764,0.00028686598063313494,0.0003127097626721561,0.00037215046136190475,0.00040057862160482806,0.00040316299980873015,0.00047035683311018523,0.0005478881792272488,0.0005789007176740741,0.0007701447047628307,0.001088023223842791,0.0013283703968056879,0.0018995179798680555,0.00284540040249623,0.004233211497991667,0.006778824028835251,0.011363510962557607,0.01816042563882017,0.028422991486515475,0.044549511478864684,0.0682663502560744,0.09963553289503829,0.14303499607316655,0.20033841398828817,0.26988661583349804,0.3537315979026944,0.4519922415932568,0.5572694721074134,0.671020878752165,0.8039147747532196,0.9569280550716522,1.1224161289803203,1.2775072493746902,1.4218240970369924,1.5965694136720376,1.7836964862819784,1.9478251772553938,2.102836181925443,2.2550431362442582,2.4001430505023422,2.538130755943288,2.6715854620145896,2.802210273952618,2.956371018193583,3.133899710154231,3.263175476669823,3.360278318925037,3.4813150877265886,3.570039375844752,3.604985337917917,3.6405386288689985,3.6909520944925167,3.706422182421075,3.653261522766808,3.5516954593534553,3.425159133734,3.2594720627036313,3.029219471005176,2.7587229419155572,2.481013413258847,2.2062991789404602,1.9436178095394414,1.66632436577356,1.387668954694222,1.1441455809187293,0.9448667619940411,0.799229297069545,0.6831183531246309,0.5833200044027467,0.5025607699090094,0.4360233686713456,0.3882821501106618,0.34758077777740737,0.31180781467899427,0.27834787007307354,0.24376372094845541,0.2149143070582961,0.1805033112733394,0.14341231529093626,0.11233775176721719,0.08955387352161613,0.06967483637720107,0.048767216707632934,0.030932422722504432,0.01793816911328459,0.009655236969778307,0.004967174907899868,0.0024086404860367725,0.001483433089039815,0.0011138670058818121,0.0009588043136476851,0.000930376153404762,0.0008735198329189154,0.0008295854034525794,0.0007830665957823412,0.000733963409908201,0.0008373385380642857,0.0010079074995218255,0.001462758063408598,0.009215892675114948
SRR13761524_1,0.00024982422906079854,0.00018369428607411658,0.0001347091431210188,0.00012981062882570904,0.0001200136002350895,0.00016654948604053236,0.00020818685755066545,0.000240027200470179,0.0002718675433896925,0.0003600408007052685,0.0005069962295645618,0.0006417053726855805,0.000896428116041689,0.0013568884598008078,0.0021431000041980267,0.0034265107495691878,0.006034969611821644,0.01080367327830571,0.016588818661066554,0.02564617159309433,0.04188474648204624,0.06535597772802303,0.09614069081689731,0.13962480221636217,0.20025616290655895,0.2736652981360712,0.36002610516238254,0.46135677187516055,0.5708630589468107,0.6965270954215399,0.837138948268407,0.988169941021398,1.1467887324178239,1.311863765655468,1.4880290352576935,1.6708832261301643,1.87709598241982,2.081128899848063,2.252170323497394,2.405077447225489,2.5641028153084253,2.7150701273755775,2.8402786020208426,2.987959010995842,3.1594119098459794,3.3213641402203633,3.47168974691483,3.5871134392552144,3.6820099074411026,3.7583850930764253,3.7818269332366303,3.7890081551935544,3.8113845684945296,3.794908415662255,3.7114769201845386,3.582374126674502,3.418291042581658,3.211612927433948,2.9734349161102487,2.708116686333385,2.4172576030207766,2.110208929962169,1.7851631153825938,1.4880143397148076,1.2222111570227085,0.9792889346040013,0.7785135291821397,0.6185990807546043,0.49586435582847027,0.39699764180623315,0.3161427648478499,0.2507916856341222,0.2087820270375456,0.18184019841334184,0.15232175126980513,0.13181412117249075,0.12455697224398933,0.1072113331242974,0.07903018038338026,0.06292876389469702,0.053197865247064165,0.04404988980057316,0.03427000600998719,0.024333369761951308,0.014864541629117514,0.008295633959107105,0.005674928811116375,0.0027603128054070583,0.000568227658255934,0.00013715840026867372,0.0000808254858726113,0.00005143440010075265,0.000026941828624203766,0.000029391085771858654,0.000017144800033584215,0.000017144800033584215,0.00002204331432889399,0.00001224628573827444,0.000014695542885929327,0.00002449257147654888,0.000036738857214823314
SRR13761524_2,0.0004115104872100459,0.0003478243403799197,0.00027434032480669725,0.00027434032480669725,0.00027434032480669725,0.0003331275372652752,0.00036986954505188643,0.00040661155283849766,0.0005192870433841056,0.0006319625339297133,0.0008230209744200918,0.0010704171601832741,0.0012565766663021043,0.0017587174393857911,0.0027776957886678096,0.004208184625159874,0.006758079965550693,0.011025051803169145,0.0172197543159918,0.026980881051301517,0.042150431332800414,0.0637473835097705,0.09457392804273732,0.13609729577597957,0.1899439329208512,0.2580072776119557,0.3386290405645238,0.435752863947652,0.5353481997212262,0.6448148882534699,0.7766060207168586,0.9300896345774625,1.1011138829553948,1.2561847515523805,1.4029029370458765,1.5845113331335383,1.7735881546706256,1.9451708815669144,2.1101767890693996,2.264525064846582,2.422699408367943,2.5703043009826896,2.707376484698607,2.8488307652098745,3.0040608491739356,3.1781616283372,3.311456733652654,3.4196056088389515,3.5382455519819187,3.6180026530179092,3.6479669851014833,3.668635589215045,3.7082214284043404,3.7191191079138486,3.6449467920614236,3.5187159501097423,3.384749690785386,3.206350096711088,2.963071465287192,2.6894488343659266,2.41471414534232,2.1489175620796024,1.890650640945955,1.6154579015586084,1.3463128966529379,1.1167390341334478,0.9288844967220617,0.7961478699249642,0.6872200641735907,0.5906424719728903,0.5172147941449406,0.4551256999199392,0.41629429662386264,0.379361230396761,0.3392512052297104,0.30041000406489077,0.2603293725040695,0.23171714630704243,0.19582755310108058,0.15583510235894713,0.1249620179494506,0.1038745549471215,0.08259358403711628,0.0593995792550215,0.040621963808877386,0.025427918855520752,0.013430428579599293,0.006324524273668681,0.0028707755417272246,0.0017979089143581766,0.0014721297786502235,0.0012516777319305562,0.0010189783492820183,0.0007813800322619323,0.0007176938854318062,0.000771582163518836,0.0008279199087916398,0.0008793587196928956,0.0010459224883255333,0.0015823558020100575,0.009668046982250303
