IncLevel1	IncLevel2	IncLevelDifference
0.429,0.625,0.625,0.688	0.545,0.8,0.385,0.389	0.062
0.25,0.812,0.667,0.583	0.091,0.7,0.2,0.312	0.252
0.478,0.857,0.786,0.762	0.565,0.85,0.467,0.5	0.125
0.0,0.0,0.0,0.0	0.102,0.274,0.124,0.0	-0.125
0.271,0.598,0.427,0.527	0.401,0.804,0.456,0.233	-0.018
0.647,0.518,0.469,0.444	0.466,0.563,0.435,0.567	0.012
0.617,0.609,0.616,0.594	0.587,0.578,0.644,0.697	-0.018
0.824,0.812,0.764,0.761	0.703,0.721,0.788,0.714	0.059
0.491,0.473,0.643,0.667	0.573,0.755,0.504,0.612	-0.042
0.589,0.581,0.608,0.476	0.614,0.488,0.643,0.684	-0.044
0.54,0.411,0.586,0.574	0.507,0.368,0.578,0.458	0.05
0.106,0.124,0.018,0.039	0.016,0.032,0.047,0.0	0.048
0.275,0.326,0.243,0.279	0.244,0.169,0.184,0.291	0.059
0.851,0.797,0.739,0.736	0.749,0.696,0.715,0.722	0.06
0.426,0.331,0.099,0.283	0.099,0.152,0.298,0.0	0.148
0.202,0.253,0.392,0.246	0.16,0.202,0.241,0.262	0.057
0.409,0.392,0.356,0.366	0.353,0.459,0.346,0.361	0.001
0.444,0.466,0.44,0.483	0.413,0.386,0.371,0.477	0.047
0.159,0.512,0.185,0.07	0.287,0.053,0.312,0.319	-0.011
0.0,0.064,0.0,0.0	0.128,0.216,0.167,0.0	-0.112
0.571,0.398,0.499,0.587	0.602,0.358,0.356,0.56	0.045
0.36,0.358,0.514,0.35	0.384,0.459,0.344,0.449	-0.014
0.504,0.497,0.48,0.434	0.452,0.37,0.382,0.483	0.057
0.555,0.503,0.483,0.566	0.565,0.511,0.47,0.605	-0.011
0.595,0.602,0.634,0.561	0.531,0.584,0.53,0.507	0.06
0.159,0.067,0.08,0.08	0.095,0.083,0.068,0.113	0.007
0.387,0.329,0.401,0.286	0.353,0.43,0.404,0.359	-0.036
0.797,0.872,0.717,0.821	0.729,0.736,0.82,0.733	0.047
0.593,0.746,0.42,0.44	0.402,0.541,0.32,0.579	0.089
0.28,0.689,0.136,0.226	0.28,0.221,0.214,0.102	0.129
0.211,0.43,0.178,0.271	0.367,0.194,0.367,0.076	0.021
0.11,0.118,0.122,0.04	0.104,0.185,0.0,0.185	-0.021
0.718,0.717,0.714,0.713	0.666,0.682,0.675,0.701	0.034
0.643,0.653,0.577,0.548	0.549,0.387,0.497,0.6	0.097
0.239,0.088,0.178,0.057	0.052,0.039,0.046,0.171	0.063
0.0,0.0,0.034,0.011	0.035,0.02,0.011,0.028	-0.012
0.649,0.629,0.579,0.531	0.601,0.394,0.563,0.597	0.058
0.419,0.434,0.422,0.443	0.501,0.39,0.465,0.444	-0.021
0.356,0.245,0.494,0.541	0.544,0.584,0.498,0.129	-0.03
0.457,0.394,0.403,0.356	0.344,0.431,0.406,0.384	0.011
0.0,0.0,0.0,0.0	0.0,0.03,0.0,0.0	-0.007
0.858,0.788,0.77,0.768	0.827,0.806,0.854,0.795	-0.024
0.788,0.723,0.583,0.615	0.728,0.528,0.817,0.77	-0.033
0.0,0.0,0.0,0.138	0.309,0.183,0.358,0.0	-0.178
0.719,0.561,0.49,0.594	0.0,0.339,0.561,0.0	0.366
1.0,1.0,1.0,0.902	0.0,0.696,0.696,NA	0.512
1.0,1.0,1.0,0.821	0.0,0.534,0.534,NA	0.599
0.285,0.111,0.238,0.257	0.091,0.213,0.178,0.145	0.066
0.134,0.068,0.119,0.149	0.092,0.164,0.223,0.147	-0.039
0.07,0.09,0.025,0.069	0.051,0.066,0.04,0.029	0.017
0.036,0.141,0.025,0.014	0.051,0.054,0.077,0.039	-0.001
0.531,0.416,0.43,0.41	0.459,0.43,0.426,0.339	0.033
0.93,1.0,1.0,0.804	0.506,0.705,0.606,0.754	0.291
0.665,0.614,0.488,0.514	0.23,0.284,0.193,0.0	0.393
0.888,0.761,0.884,0.755	0.936,0.929,0.859,0.868	-0.076
0.513,0.574,0.459,0.546	0.555,0.533,0.516,0.457	0.008
0.329,0.317,0.318,0.317	0.259,0.24,0.325,0.279	0.044
0.33,0.317,0.318,0.314	0.259,0.24,0.325,0.279	0.044
