IncLevel1	IncLevel2	IncLevelDifference
0.938,1.0,0.894,0.871	0.857,0.915,0.643,0.963	0.081
0.576,0.592,0.619,0.55	0.517,0.57,0.59,0.553	0.027
0.481,0.594,0.494,0.485	0.454,0.514,0.469,0.488	0.032
0.511,0.62,0.522,0.503	0.462,0.529,0.487,0.509	0.042
0.667,0.643,0.6,0.4	0.467,0.0,0.588,0.7	0.139
0.377,0.247,0.188,0.367	0.394,0.322,0.232,0.341	-0.027
0.467,0.497,0.447,0.411	0.393,0.419,0.394,0.451	0.041
0.483,0.621,0.506,0.507	0.485,0.52,0.465,0.481	0.041
0.156,0.329,0.299,0.223	0.206,0.275,0.267,0.23	0.007
0.757,0.689,0.668,0.613	0.657,0.712,0.658,0.579	0.03
0.446,0.35,0.353,0.401	0.35,0.404,0.366,0.335	0.024
0.531,0.532,0.52,0.533	0.519,0.509,0.548,0.557	-0.004
0.331,0.472,0.444,0.458	0.445,0.476,0.396,0.577	-0.047
0.329,0.443,0.472,0.452	0.45,0.507,0.41,0.568	-0.06
0.0,0.0,0.0,0.0	0.014,0.0,0.0,0.008	-0.005
0.0,0.0,0.0,0.0	0.014,0.022,0.0,0.0	-0.009
0.147,0.167,0.088,0.136	0.154,0.203,0.206,0.13	-0.039
0.151,0.169,0.087,0.14	0.162,0.21,0.219,0.137	-0.045
0.142,0.163,0.208,0.169	0.122,0.267,0.255,0.228	-0.047
0.146,0.164,0.207,0.175	0.129,0.27,0.27,0.242	-0.055
0.419,0.493,0.497,0.542	0.464,0.369,0.432,0.456	0.057
0.209,0.168,0.208,0.229	0.301,0.168,0.276,0.274	-0.051
0.421,0.437,0.338,0.381	0.445,0.454,0.424,0.416	-0.04
0.551,0.533,0.571,0.567	0.399,0.548,0.704,0.638	-0.017
0.355,1.0,0.452,0.452	0.712,0.623,0.355,NA	0.001
0.651,0.698,0.665,0.674	0.59,0.663,0.636,0.716	0.021
0.418,0.345,0.415,0.415	0.442,0.4,0.348,0.4	0.001
0.558,0.554,0.561,0.548	0.549,0.541,0.518,0.579	0.008
1.0,NA,0.275,0.0	0.0,NA,1.0,1.0	-0.242
0.414,0.449,0.445,0.455	0.461,0.407,0.433,0.444	0.005
0.156,0.175,0.0,0.076	0.198,0.11,0.05,0.198	-0.037
0.439,0.488,0.436,0.52	0.482,0.617,0.447,0.471	-0.033
0.465,0.44,0.44,0.504	0.402,0.453,0.438,0.409	0.037
0.507,0.474,0.498,0.464	0.486,0.507,0.375,0.425	0.038
0.697,0.658,0.698,0.716	0.676,0.713,0.755,0.697	-0.018
0.84,0.916,0.851,0.791	0.947,0.759,0.82,0.725	0.037
0.189,0.309,0.265,0.27	0.278,0.196,0.181,0.193	0.046
