"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","PREECLAMPSIA","CONTROL","log2fold_CONTROL_PREECLAMPSIA","-log10padj","regulation"
"18","Arap3","E029",10.9778351125798,0.00480248104745036,10.0002981250133,0.001565148861587,0.0191956444520944,6.98604926565076,4.91635123799949,-1.01517208945165,1.71679730280731,"skipped exon"
"19","Armcx4","E012",11.6233641020731,0.0181211021571172,8.72871554247476,0.00313237085531953,0.0321930725352738,4.91756579572382,7.17931999660931,1.09335440830318,1.49223757188738,"included exon"
"20","Arpc5l","E005",17.1222717386665,0.00525224723182147,14.1428985192734,0.00016943547564206,0.00340534680185165,8.60955148686071,6.0350029661027,-1.02730108560157,2.46783865277882,"skipped exon"
"21","Ascc3","E008",24.9974210613957,0.0126744246299897,18.0142579806675,2.19256623516689e-05,0.0006374866959788,10.2916476856341,6.81905922490012,-1.19102105928908,3.19552887430308,"skipped exon"
"22","Asph","E011",10.254126790037,0.00992438141866863,10.1073028003917,0.00147682942375553,0.0183601236904816,6.66319126748812,4.5130993316331,-1.12554982090249,1.73612439732254,"skipped exon"
"23","Asxl2","E004",15.4374011729417,0.00346534720932687,19.7170939669305,8.9794556607258e-06,0.00030187847627204,8.24650506453952,5.52600207895921,-1.15721411805479,3.52016785077126,"skipped exon"
"24","Asxl2","E005",14.4592137213709,0.00328114577784883,18.0589931862324,2.14164622081704e-05,0.00062484531811331,7.96150849518312,5.37470513317919,-1.13566503262184,3.20422747994252,"skipped exon"
"25","Asxl2","E006",14.4624193297831,0.00382398857721443,17.8438141190386,2.39797527446995e-05,0.00068368053199562,7.96183823217945,5.37453762356773,-1.13587485998351,3.16514678658709,"skipped exon"
"26","Atf7ip","E006",13.4601723334632,0.00537365377148591,16.6204234996545,4.56567185381686e-05,0.00116019954130871,7.84496996002389,5.21956229737145,-1.17761960980779,2.93546731056911,"skipped exon"
"27","Atxn1l","E006",11.6218489845734,0.00641187019079098,12.6661069259293,0.00037234402076433,0.00635824649092688,7.14355270847483,4.75755188398944,-1.17445207992972,2.19666263974708,"skipped exon"
"28","Avl9","E022",11.6580020996261,0.00429455645562849,10.9498257630209,0.00093612417302121,0.0130619245725846,4.84073074494279,7.35261745450515,1.20779984480044,1.88399282844579,"included exon"
"29","Baz2a","E009",14.9881449140513,0.0105228007922811,13.6299536508086,0.00022260537405899,0.00423313301845361,8.14977291893416,5.54325721931593,-1.11407192854383,2.37333808440273,"skipped exon"
"30","Baz2a","E010",15.3786614050929,0.0119902582445575,12.2753999716506,0.00045896827994586,0.00748707930422403,8.19939595634116,5.68456296169461,-1.05891260363467,2.1256875667378,"skipped exon"
"31","Bcl6","E012",16.0475752025917,0.00328606651669818,17.4735896407925,2.91326735797762e-05,0.00079929798182432,8.45822153950866,5.70284794370855,-1.13955197746534,3.0972912835942,"skipped exon"
"32","Bcor","E001",11.9891049584739,0.00527512599540356,10.8598305996785,0.00098272683796679,0.0135476860630865,4.94737938232646,7.0982814315434,1.04307705832366,1.86813487570093,"included exon"
"33","Bcor","E022",10.6836604267731,0.0200449687306512,7.6344090124839,0.00572651457597585,0.0501648185464473,6.93570786794953,4.76124747561471,-1.08684677406896,1.29960075432198,"skipped exon"
"34","Birc6","E008",48.4407403452911,0.00128609502645924,48.0697300372987,4.11327736503251e-12,7.4466158008714e-10,14.3263383223623,9.72471122035751,-1.12414436824209,9.12804105247673,"skipped exon"
"35","Birc6","E009",34.2968718626961,0.011472901231562,33.0705887610508,8.88729483199042e-09,7.38278034695443e-07,12.3866321292714,7.60598412098273,-1.41256155874988,6.13178005254797,"skipped exon"
"36","Birc6","E015",64.7748160309564,0.00083320582765503,58.7937813879142,1.75093785335712e-14,5.08185779364833e-12,16.4412953581153,11.4146358994159,-1.06079408624124,11.2939774920401,"skipped exon"
"37","Bltp1","E006",20.9964398942946,0.0101443014185128,15.5585047340786,7.99909997913426e-05,0.00184350574613253,9.31822291550623,6.31072881046123,-1.12715654406418,2.7343555043775,"skipped exon"
"38","Bltp1","E007",22.3501666322008,0.00301788777108869,18.9216226868895,1.3620015111997e-05,0.0004283952918369,9.56912084565624,6.59590515553009,-1.07635136700385,3.36815531081051,"skipped exon"
"39","Bltp1","E008",32.6394829198041,0.00184203157625748,44.5726365179502,2.45093298424627e-11,3.77212488495279e-09,11.8677841036492,7.32600555024879,-1.39683592902248,8.42341393736948,"skipped exon"
"40","Bltp1","E009",26.1612232561089,0.00219247799362617,37.4277718544412,9.48616852624406e-10,1.02567794832643e-07,10.6840085857618,6.52421976878821,-1.42720213200127,6.98898898154438,"skipped exon"
"41","Bltp1","E010",33.4368634405009,0.0172350699348453,20.0232880523592,7.65047506454435e-06,0.00026250891962503,11.8705901344299,7.75626049132973,-1.23248564994471,3.580855935389,"skipped exon"
"42","Bltp1","E013",36.1150191556082,0.00254707065192856,29.947980139971,4.43793950971873e-08,3.00875917592291e-06,12.1796473158173,8.38223100162139,-1.08254967504743,5.52161257223113,"skipped exon"
"43","Bltp1","E017",33.7328417883511,0.0434645491419221,10.1394084679227,0.00145132729120779,0.0181293627106664,11.8724814964477,7.92064934288754,-1.17228713391614,1.74161746209895,"skipped exon"
"44","Bltp1","E018",30.6178927825964,0.029134608794466,10.7068825162032,0.00106737726970869,0.0144095078372715,11.2151411244785,7.7477580542905,-1.07091417665284,1.84135085244121,"skipped exon"
"45","Bltp1","E027",36.4615543549275,0.00358973080694737,25.0094663034058,5.70495312536696e-07,2.80415145197995e-05,12.1775559749972,8.59685942545497,-1.00889421396296,4.55219853386412,"skipped exon"
"46","Cacnb3","E014",23.0177809171198,0.0813111213733041,6.48984077933989,0.0108492694174393,0.0789496956879931,10.3735723105025,6.63621829283551,-1.29255647201737,1.10264953964277,"skipped exon"
"47","Cacnb3","E015",11.7173004026595,0.064337751706073,7.22796487967835,0.00717765292631266,0.0590119542448899,7.50783162579597,4.60658253105919,-1.41138833652928,1.2290600029899,"skipped exon"
"48","Cacnb3","E020",9.87619604275034,0.0184488921605847,9.75185746039836,0.00179141614794497,0.0212976886989175,6.75185896251872,4.43394342100999,-1.21485650623957,1.67166752518903,"skipped exon"
"49","Camta1","E032",16.4743754686062,0.0261364030671694,15.4495799821176,8.47357725449137e-05,0.00193216816864087,8.68355087967819,5.3880004339573,-1.37969494787869,2.71395507691932,"skipped exon"
"50","Camta1","E039",10.9832789277864,0.0148842866704905,9.28409513646304,0.00231152077753856,0.0257649082386112,6.90245852984242,4.73555965658653,-1.08857826924829,1.58897139993436,"skipped exon"
"51","Camta1","E047",13.9520211489155,0.0431539747204423,6.3680663749445,0.0116192135695861,0.0826757978899262,7.73929952913164,5.39023217831351,-1.04545687809414,1.08262160509258,"skipped exon"
"52","Ccar1","E026",10.6601749496725,0.073353405245045,6.34511331360699,0.0117705090490201,0.0834026144908148,7.03469871059912,4.44058563434726,-1.32916242208472,1.07882033496014,"skipped exon"
"53","Cdh23","E002",9.90747284070555,0.0404280626201091,12.1869896376268,0.00048123982267199,0.00777791692969893,4.35450308270731,7.19331646076483,1.45015361826362,2.10913669954881,"included exon"
"54","Cdh8","E021",11.7487203006702,0.0110426496898111,8.77912042030849,0.0030469808918051,0.031565568249273,7.05080850435871,4.95813535888055,-1.0174046086153,1.50078638801563,"skipped exon"
"55","Cdk18","E002",10.2741998534868,0.112286514728887,6.58415527146866,0.0102890429651193,0.0760547125954222,6.92042477446319,4.39842750362101,-1.30936141615633,1.11887387048965,"skipped exon"
"56","Cep250","E004",18.9573311909709,0.00427984781827266,17.4104071076668,3.01172455401704e-05,0.00082233522400408,9.1988159694688,6.3746517117994,-1.06069241501127,3.0849511067213,"skipped exon"
"57","Cep350","E038",18.5349431560732,0.00263395659621188,20.8382434678502,4.99750378827368e-06,0.00018308308401902,8.8629973365737,6.02199665079627,-1.11749889453317,3.73735178052941,"skipped exon"
"58","Cep350","E041",14.0662611456485,0.0042927620373696,12.8673082528001,0.000334372210781,0.00582836865744794,7.64328791122745,5.40295841814611,-1.00254195091037,2.23445298592886,"skipped exon"
"59","Cfh","E001",10.7901851110521,0.0136763441169561,12.1088355171844,0.00050183465023867,0.00803423653875647,4.71213343041006,7.06788560341363,1.17136744248137,2.095055386201,"included exon"
"60","Cit","E031",19.0235244424113,0.0225658528419084,11.582475549762,0.0006657625247327,0.0100523482998543,9.08663782981006,6.15221567905354,-1.12781175356325,1.99773247212043,"skipped exon"
"61","Cln3","E005",11.5297816949429,0.00445410035191532,11.5741140226566,0.00066876292348857,0.01008469730972,4.75412800815928,7.01565718564723,1.12430171757334,1.99633713252223,"included exon"
"62","Cmip","E008",15.3229481675535,0.00700714627945264,13.1493722733612,0.00028761558300849,0.00516885123973028,8.16989670032603,5.70229642907651,-1.03948705387614,2.28660596670906,"skipped exon"
"63","Cnnm1","E011",12.0231273849036,0.0151418820863278,8.30095018602779,0.00396243416718835,0.0382335981406733,7.08736496601153,5.00822947880607,-1.00332086644333,1.41755482886805,"skipped exon"
"64","Cntn5","E020",16.7367202873633,0.00388048886873672,12.9422029991407,0.00032125673006129,0.005648818519693,8.2316816214651,5.8194823971798,-1.00251106061796,2.24804237767329,"skipped exon"
"65","Cntnap2","E001",22.0584358593507,0.00617542552584662,22.2830219167666,2.35277656620296e-06,9.57187448308094e-05,9.64306383034881,6.40480257877971,-1.18361590433964,4.01900300496695,"skipped exon"
"66","Cntnap2","E002",19.9488412707893,0.0119329233516285,14.8854755284998,0.00011423919354976,0.00246941529585221,9.08690469092409,6.26035168559861,-1.07754554089313,2.60740586611101,"skipped exon"
"67","Cntnap2","E003",25.9898315942943,0.00246816408788035,41.768047259628,1.02769255289078e-10,1.38592939019538e-08,10.7023717584225,6.47473486382313,-1.45418430157337,7.85825889543104,"skipped exon"
"68","Cntnap2","E004",20.1814762838907,0.0155679180565418,21.7339489763686,3.13199351872822e-06,0.00012254241117831,9.39049266068753,5.80600686891842,-1.39039193065422,3.91171357862188,"skipped exon"
"69","Cntnap3","E022",19.7290321219867,0.0049801347606817,17.0992539422828,3.54762381624388e-05,0.0009393582714342,8.95002405073825,6.20649292356228,-1.05857991622193,3.02716873613529,"skipped exon"
"70","Col12a1","E043",10.7307284580172,0.0193859172562158,8.43891612668344,0.00367275088313508,0.0362454190952895,6.98659551744976,4.76303718847032,-1.10689448990866,1.44074687426133,"skipped exon"
"71","Col22a1","E063",12.9985466530366,0.00378072474226004,14.8549117133201,0.00011610532681018,0.00250317791185518,7.68454039739129,5.18144454383469,-1.13903209110856,2.60150828207732,"skipped exon"
"72","Col5a1","E002",11.7065604253956,0.0440645988700792,6.08756421221887,0.0136136638979315,0.0921967872608627,7.18128899045337,5.03759735629097,-1.02449667924746,1.03528421234322,"skipped exon"
"73","Col5a1","E003",10.2810555575898,0.00599432311731822,11.2230037764552,0.00080789626837192,0.0116592687458,6.80755305480108,4.64589302417846,-1.10376225834289,1.93332868710898,"skipped exon"
"74","Col8a1","E001",35.1592477551716,0.177123467052613,6.84171937843624,0.00890530854645541,0.0687834285396251,8.72375774140801,12.8073593335863,1.11287659853997,1.16251618037894,"included exon"
"75","Colgalt1","E002",11.1077649285987,0.0741664945341898,6.4522567650998,0.0110811499714922,0.0800895236465649,7.18792488227655,4.5677859529909,-1.30990410465338,1.09642428940953,"skipped exon"
"76","Cpt1c","E016",9.86889664827365,0.0601609121321751,6.07440165685244,0.0137154751604873,0.0927143548086537,4.18071982620631,6.61450534488961,1.32525108850433,1.03285301956051,"included exon"
"77","Crhr1","E008",11.0122573616105,0.0160542783464135,12.6064875018429,0.0003844102001468,0.0065189695153502,6.98177272055142,4.3262483472439,-1.38265363672906,2.18582104984586,"skipped exon"
"78","Csde1","E004",18.3952447265067,0.0163544205935569,12.905775753484,0.00032756974051899,0.00573531086059879,8.96030279354869,6.09394911152577,-1.11478220364829,2.2414430378527,"skipped exon"
"79","Csmd1","E046",14.678188111315,0.0124565356939169,14.3104355930922,0.00015500320673377,0.00316543977130553,7.82500897196468,5.15122130643272,-1.20831961218065,2.49956594536744,"skipped exon"
"80","Csmd3","E069",12.1135545096084,0.0172283517467268,9.94159813438355,0.00161585203922943,0.019672344084024,7.0077134513445,4.5857880620099,-1.2251376204307,1.70614388806732,"skipped exon"
"81","Cspp1","E003",11.4282442244889,0.00525637460026735,14.1717054474153,0.00016686092142028,0.00336476869269864,7.25527569849402,4.70863289214208,-1.24916900525323,2.47304478550758,"skipped exon"
"82","Cuedc1+gene-2210416O15Rik+gene-Mrps23","E015",15.6600156193942,0.0158613614599864,13.5764196947694,0.00022904468952502,0.00433147670500984,5.4901773838165,8.31889596843956,1.20128951159947,2.36336401692534,"included exon"
"83","Dab1","E006",12.3278054805806,0.0310249112930285,8.17305866605457,0.00425171496658725,0.0402835285095759,7.42105585202387,5.05858469581455,-1.10745016024788,1.39487249578667,"skipped exon"
"84","Dab1","E007",14.0712902199271,0.0107112178595015,12.8154697910587,0.00034376507934561,0.00596308002489004,7.90823176576453,5.42682971038192,-1.08836393635595,2.22452936235727,"skipped exon"
"85","Ddx3y","E021",23.27787090121,0.0143103954513643,7.48194525683495,0.00623207065431773,0.0532845873056207,8.56498077228446,5.97732302539453,-1.04003077674832,1.27339839352697,"skipped exon"
"86","Dgkz","E008",11.0134401777475,0.00433974331576669,9.00284071677723,0.00269560283087904,0.0287715127941872,4.80722736172555,6.80119406607145,1.00247628942036,1.54103730248593,"included exon"
"87","Dhx57","E030",16.330664454849,0.00998219418851904,15.3586162207742,8.89145159200444e-05,0.00201006240334045,8.51733919448242,5.6883165502295,-1.16707668006973,2.69679045949209,"skipped exon"
"88","Dlgap4","E023",153.27709121663,0.00458908995902185,71.4331338880867,2.86815044526524e-17,1.36809944891197e-14,25.8183641397056,17.658554933463,-1.11607114403704,13.8638823320429,"skipped exon"
"89","Dll4","E002",11.6897347692432,0.00501751132477903,12.7721993043327,0.00035180895887199,0.00606994018744087,7.1946047408029,4.9482836874821,-1.08151842589919,2.2168155883963,"skipped exon"
"90","Dll4","E003",11.800325134525,0.0358904640243754,8.39335227755517,0.00376595730693039,0.0368739809756466,7.25848632830417,4.94872909158209,-1.1068173103883,1.43327997271598,"skipped exon"
"91","Dock3","E058",10.6293166407701,0.00533667062745579,12.8436150505399,0.00033863275366532,0.00589235785025938,6.87734373726431,4.48235291051003,-1.23673048431002,2.2297108857816,"skipped exon"
"92","Dtx4","E010",12.8798874126583,0.00387905920468982,13.2640798685671,0.00027054021436978,0.00493737643346792,7.52165657691506,5.1416703071809,-1.0993325979637,2.30650376021299,"skipped exon"
"93","Dync2h1","E080",13.8735912323554,0.0330615646322554,8.61755905441254,0.00332937708086446,0.0336640052117831,7.74771548361832,5.16862711253447,-1.16986525819705,1.47283421462591,"skipped exon"
"94","Dync2h1","E085",14.7874705746704,0.027066306300519,8.52278877898854,0.00350726626447547,0.0349757463063351,7.9248192667032,5.49213775450249,-1.05986784826531,1.45623300983785,"skipped exon"
"95","Dync2h1","E086",12.3545409750394,0.0203266912270248,13.2130033543189,0.00027801351143741,0.0050358850298499,7.44753129973924,4.64494106968942,-1.36412231257937,2.29792419347119,"skipped exon"
"96","Dync2h1","E094",14.660859836777,0.00426281346604136,13.9363691878823,0.00018910389804875,0.00371574419425036,7.92599307258763,5.41658387342187,-1.10031200543943,2.4299541921083,"skipped exon"
"97","Dync2h1","E095",11.6005081592166,0.00781428589983715,13.0687111568106,0.00030026967595004,0.0053460541981006,7.14223853405929,4.64605615461659,-1.24240510584913,2.2719666426957,"skipped exon"
"98","Dzip1l","E004",12.9857485238788,0.0117215682343196,12.558498352358,0.00039440855208354,0.00665287504767082,7.61876436038995,5.02259368540706,-1.20410659119459,2.17699063326771,"skipped exon"
"99","Efcab7","E019",12.5462440549945,0.038048306117859,8.37483838155271,0.00380451389537921,0.0371520308971745,5.05168211325883,7.55595951069211,1.16348935887895,1.43001744076401,"included exon"
"100","Eif2s3y","E023",51.5625693457771,0.00475849941993289,19.6412564707469,9.34298617138304e-06,0.00031205990994671,12.8752193557349,8.88785610928687,-1.07428803748378,3.50576202116887,"skipped exon"
"101","Elmo2","E020",34.6747115821764,0.0233775556608088,13.6229285979783,0.00022343987072102,0.00424597677659758,12.2170101495341,8.52559975223033,-1.04236776042238,2.37202238554051,"skipped exon"
"102","Elmo2","E022",37.0472365471757,0.0242118629986092,12.0856594489779,0.00050811126553421,0.00811105076160365,12.5734082237911,8.89022481259786,-1.00463994507564,2.09092288063394,"skipped exon"
"103","Entpd5","E018",16.1233889245588,0.00438247740486707,13.7492727471371,0.00020890168353856,0.00402266518252276,8.33902044912986,5.89199119192676,-1.00421626794266,2.39548611344764,"skipped exon"
"104","Epha10","E006",10.6625633170465,0.0211466662851027,10.9901800690889,0.00091595910899719,0.0128404374148577,4.62952141638181,7.17660247057006,1.26657808210289,1.89142018159245,"included exon"
"105","Eps8l1","E018",9.97838329147079,0.0292616339619862,7.69312937357701,0.00554314313170141,0.0489536227500972,6.64330166277165,4.46964100723949,-1.14485032104561,1.31021516326516,"skipped exon"
"106","Erbb4","E010",20.5804973444249,0.0303813887141095,9.49557810800457,0.0020596767687732,0.0236662929602286,6.69154711563596,9.7185686740462,1.07961915885584,1.62586976374391,"included exon"
"107","Erbb4","E011",28.0774808030015,0.00243191846947044,42.6631038604962,6.50273448951698e-11,9.13847991915348e-09,7.26671342286306,11.8614554620319,1.4187848898046,8.03912603814208,"included exon"
"108","Erbb4","E013",47.9951173413691,0.0319328923599587,19.5868145738676,9.61303420436763e-06,0.00031952319951677,9.54908554453584,15.4375878970618,1.39434592428846,3.49549760368293,"included exon"
"109","Ercc5","E002",17.1751579479134,0.00805456796357792,13.7881086021658,0.00020462732108791,0.00395713075047293,8.69740491075123,6.00393423068931,-1.07159474905696,2.40261959965291,"skipped exon"
"110","Esyt1","E030",10.546291227505,0.0193084687505013,7.59208898434599,0.00586249789339445,0.050975171897314,6.84022317550978,4.78273323243343,-1.03376982755369,1.29264130102939,"skipped exon"
"111","Etl4","E038",10.1599310947234,0.0059532591309506,8.30156945806391,0.00396108326511839,0.0382250458242504,4.58711535640936,6.50070959907742,1.00722111052648,1.41765198528236,"included exon"
"112","Fam120a","E009",17.6364486653154,0.00332030258650129,19.0633099370806,1.26452732237736e-05,0.00040134170545749,8.95348811329916,6.10698693115813,-1.10640438783381,3.39648570817311,"skipped exon"
"113","Fanci","E033",12.4238705275126,0.0259857919837696,7.43634572488841,0.00639195483081481,0.0542311566899246,4.98186602402558,7.12694400767981,1.03466500107759,1.26575113245014,"included exon"
"114","Fat1","E002",15.3629644896786,0.0151356721263611,18.1930430428143,1.99606632927747e-05,0.00058878053309054,8.46685386888862,5.17082928867683,-1.42540478755144,3.23004655755493,"skipped exon"
"115","Fat1","E011",25.8207870709295,0.00225220629330037,29.3832641791472,5.93883061954529e-08,3.89369610388387e-06,10.7428982417338,7.08776269736745,-1.20364992529011,5.40963794741193,"skipped exon"
"116","Fat1","E012",44.6482329427519,0.00572865069521972,36.968530348235,1.20051307157514e-09,1.26641816096597e-07,14.0686191793118,9.35063531921111,-1.18493808735041,6.89742287013658,"skipped exon"
"117","Fat1","E016",42.5441708453666,0.0135727490794296,22.9309388557799,1.6792712233876e-06,7.13339157474332e-05,13.6717490781127,9.25766277406899,-1.13068048968946,4.14670393550789,"skipped exon"
"118","Fat3","E031",15.9124575472988,0.0370082422660347,11.1733814277816,0.00082979254059293,0.0119042109635055,8.09794028429775,5.3075441103328,-1.22113833495824,1.92429938526976,"skipped exon"
"119","Fat3","E032",9.75397342857422,0.0502563217316209,8.25625994007245,0.00406117109120138,0.0389193197910822,6.38294644842716,4.06334565733579,-1.30448059596934,1.40983475868018,"skipped exon"
"120","Fat4","E001",79.2496494270897,0.00906278947409157,42.6010985686379,6.71216769282272e-11,9.39269697450407e-09,18.5920580630152,12.4708153893655,-1.16300644853646,8.02720968856767,"skipped exon"
"121","Fbxo6","E007",10.222009055757,0.0112533392774957,17.0890970033304,3.56664757434398e-05,0.00094409167029812,7.02470821419246,4.16594940643319,-1.50939689103267,3.02498583412172,"skipped exon"
"122","Fcho1","E023",12.0116908013913,0.0292819069238566,10.6489943188582,0.00110130774296842,0.0147429925497319,7.48287497271917,4.74381919462911,-1.3169829382663,1.83141435393121,"skipped exon"
"123","Fgd5","E006",16.2233333013104,0.0100706920898708,11.2600325457196,0.0007919382242692,0.0114904357202113,8.39196003504753,5.88883165871044,-1.02407594380306,1.93966350244352,"skipped exon"
"124","Firrm","E028",9.81569869270427,0.00695448163535766,10.7758593063634,0.00102832464543819,0.0140110297194809,6.64984015805561,4.41723266134733,-1.18175235800596,1.85352994572387,"skipped exon"
"125","Fkbp1a","E005",10.2234244646791,0.0477744999007458,8.20869873486626,0.00416900381871443,0.039714497506392,6.97204904935427,4.40783418081401,-1.32467733432376,1.40105092805559,"skipped exon"
"126","Foxp2","E024",13.3277052732827,0.0278842608142799,8.41010804795718,0.00373140482851647,0.0366228248464236,5.26892943181065,7.82002759485107,1.14121768238052,1.43624816009171,"included exon"
"127","Fry","E007",17.9288403498911,0.00296590288500586,25.7330120619638,3.92062897562922e-07,2.01938775194193e-05,8.89984096761054,5.5669545722734,-1.35651138382069,4.69478028216572,"skipped exon"
"128","Gm17750+gene-Gm4241+gene-Gm17750-gm4241","E001",11.4877369826861,0.0242797087381098,10.4732687280192,0.0012111423440247,0.0158346253040503,4.76871472251963,7.28105016189284,1.22280573370413,1.80039220891402,"included exon"
"129","Gm19665+gene-Foxp1","E026",11.5904580663124,0.0109328368902427,7.4840183257071,0.00622489968890467,0.0532401846268338,4.96902252104007,7.05483853107512,1.01272159225068,1.27376044714409,"included exon"
"130","Gm25047+gene-Lonrf3","E002",15.2247336998595,0.00313156364585154,23.2397017682958,1.43014203880893e-06,6.19831167960372e-05,8.43906488033724,5.37872319944421,-1.30203221705133,4.20772658922473,"skipped exon"
"131","Gm3414+gene-Gm29036+gene-Lcorl","E016",13.8596933598513,0.0370430785057832,6.97430597577392,0.00826882851705729,0.0652696945911533,5.42607095777367,7.90801861326548,1.08868988928211,1.18528841944263,"included exon"
"132","Gm4258","E009",11.2346538549509,0.095920392898649,6.62627767123001,0.010048503622296,0.0748821242629857,7.53476051585483,4.30272872922149,-1.61878519199228,1.12562184398941,"skipped exon"
"133","Gm4258","E010",28.4397871273481,0.0533590107967006,7.37808386336297,0.00660234771123783,0.0555503220385573,11.4013745599763,7.60516575292331,-1.17239473111223,1.25531341900641,"skipped exon"
"134","Gm57820","E002",13.6678453678971,0.0292239912975631,12.6426016212659,0.00037705488708812,0.00642402530684022,7.8594580439991,5.48387649309132,-1.04026165950958,2.19219275686396,"skipped exon"
"135","Gnptab","E001",10.852064146923,0.0421888948452815,7.71090863337363,0.00548881170039286,0.0486094504716097,6.99460290254552,4.58212240701329,-1.22203323749108,1.31327928858389,"skipped exon"
"136","Gpr139","E002",10.8978325936204,0.0580171064739758,7.33741721185864,0.00675338029468438,0.0564605327262372,6.49945407114456,4.53844664386014,-1.03746518456209,1.24825502843895,"skipped exon"
"137","Gprasp1+gene-Mir7646+gene-Armcx5","E009",22.678172601769,0.00980673631815558,15.8844550333641,6.73294682909957e-05,0.00160000095593349,6.96017161507825,10.2859240084479,1.13019886405967,2.79587975787125,"included exon"
"138","Gprasp1+gene-Mir7646+gene-Armcx5","E010",34.6278868749244,0.0313876512835064,9.10916360658288,0.00254332138215981,0.027611765400036,8.7197670737566,12.5629652896562,1.05825809248342,1.55890582519763,"included exon"
"139","Gprin2","E005",18.5582672425838,0.00872044383777038,17.2495983029873,3.27766840225194e-05,0.0008809182148427,8.86488436080424,5.87640596623891,-1.18882878772861,3.05506440996623,"skipped exon"
"140","Grik5","E033",12.1317590660049,0.0302778137392671,7.0648625234918,0.00786103454531309,0.0629142733642109,4.98990727099795,7.23226278266293,1.07241950955651,1.20125081496656,"included exon"
"141","Grip1","E012",17.7439560691382,0.00363346524173399,33.5461684141424,6.95923308067004e-09,5.96168262721179e-07,9.28266331880332,5.38766782358948,-1.57298971638876,6.22463114754515,"skipped exon"
"142","Gtf2i","E042",14.6282176365738,0.0165190251490676,9.50483488320543,0.00204931198817274,0.0235784785025281,8.03404923496646,5.67560040361064,-1.00453864421301,1.62748422295914,"skipped exon"
"143","Hcn1","E001",15.8859860462825,0.0241100345824072,10.4335227131157,0.00123748488304784,0.0160997282230916,8.34835812135572,5.75601975066786,-1.07491132815701,1.79318145516118,"skipped exon"
"144","Hells","E002",15.5484560679615,0.0037555343411216,17.3025748346748,3.18754643504977e-05,0.00086029450786104,8.41632991697236,5.66796155638224,-1.1429134370266,3.06535284963591,"skipped exon"
"145","Herc2","E013",62.6966262645902,0.0157455588935792,28.6931813616278,8.48017945183111e-08,5.31428884733867e-06,16.4964711868344,10.9130979233659,-1.20084544532862,5.27455484409283,"skipped exon"
"146","Hnrnpd","E010",52.800045239844,0.0348915765035168,11.0608570596461,0.000881693778858,0.0124697837079848,15.4863647918356,10.6759069446786,-1.08039587156044,1.90414107941988,"skipped exon"
"147","Hspg2","E010",13.0620301344139,0.0785478470841722,6.50443241877227,0.010760590741911,0.0784832572959349,7.6243475240185,5.12950895003348,-1.14538734596468,1.10522298070081,"skipped exon"
"148","Hspg2","E011",10.1660324880379,0.0318594547585821,24.7878938518632,6.39981577925832e-07,3.10214811162847e-05,7.3633211050647,3.44400642887825,-2.19493527442738,4.50833747069799,"skipped exon"
"149","Hspg2","E012",10.5208697109616,0.0197320523098269,28.0213277394536,1.19985740552912e-07,7.21422484777109e-06,7.47160736722526,3.55501618261553,-2.14556967497817,5.14181032602868,"skipped exon"
"150","Hspg2","E013",10.3064905080245,0.00564286737971043,29.9346019406533,4.46866540832308e-08,3.02626112862255e-06,7.31107505210042,3.66234870458976,-1.99689527441861,5.51909360049429,"skipped exon"
"151","Hspg2","E015",9.89608404853555,0.0501677051644218,14.6403260401681,0.00013010070043966,0.00274732345273367,7.08801621494729,3.76745710225248,-1.82562211432976,2.56109020644481,"skipped exon"
"152","Hspg2","E016",11.1396075503153,0.0636727507321727,9.70408716899632,0.00183858629371706,0.0217161638614593,7.36473082342354,4.26244262092155,-1.57994657061631,1.66321688999209,"skipped exon"
"153","Hspg2","E025",10.152894288572,0.0130486006964973,17.8925089374622,2.33739336839346e-05,0.00067105862225453,7.02849636417011,4.07041388052551,-1.57793965640467,3.17323953913117,"skipped exon"
"154","Hspg2","E026",10.7064917887798,0.0547162406620476,7.75747809291059,0.00534905976179023,0.0476450678211822,6.96997516636799,4.54187079779035,-1.23731595059314,1.32198205051171,"skipped exon"
"155","Hspg2","E028",12.1331444086661,0.097977034134135,5.91486398944051,0.0150136619821269,0.0987898166580495,7.37468663906492,4.89210931744464,-1.18597399184758,1.00528782056571,"skipped exon"
"156","Hspg2","E029",11.1322020654222,0.0971644034521306,6.44914621025021,0.0111005674345427,0.0801770443863274,7.15149498080297,4.55353733443002,-1.30423562319208,1.09594995744403,"skipped exon"
"157","Hspg2","E030",9.70059901119985,0.0358168559442463,8.27815214192279,0.00401249430079647,0.0385807458795848,6.61607362618753,4.35555077003266,-1.20764421150874,1.41362938041799,"skipped exon"
"158","Hspg2","E039",10.8857497923542,0.00486787250228054,10.5852624171027,0.00113992715014663,0.0151246449678893,6.91155048652018,4.78258231531316,-1.06384846396866,1.82031481107525,"skipped exon"
"159","Htt","E004",13.7861375602687,0.0259390588690197,8.48776987619789,0.00357541808362696,0.0355091565313474,7.72677977240079,5.31733347879782,-1.08010760844529,1.44965964361311,"skipped exon"
"160","Huwe1+gene-Mir3113","E005",17.5069233691001,0.00553199511723038,20.1499834261078,7.16008679402837e-06,0.00024821835331208,8.77040475709504,5.74445425150935,-1.22343298968017,3.60516610983377,"skipped exon"
