"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Igsf8",1231.30551756397,-0.385777501565496,0.0832793083996987,-4.63233315668231,3.61567692084569e-06,8.56707333727e-05
"Tmem106b",1458.66476345672,0.270073856897922,0.058314587365767,4.63132586712714,3.63331501266348e-06,8.59340969063352e-05
"Fnip1",799.781331411732,0.28909313720252,0.0624443104646908,4.62961533326544,3.66345637008394e-06,8.64818812665065e-05
"Ntng2",800.474905976638,-0.303093157307057,0.065473235184611,-4.62926807347222,3.66960464763755e-06,8.64818812665065e-05
"Tedc1",161.825409990867,-0.624970670688458,0.135017481832441,-4.62881296707973,3.6776773416306e-06,8.65173594618598e-05
"Mxi1",792.326190641272,-0.322471096882786,0.0697404619081309,-4.6238738324902,3.76639007631408e-06,8.84463865692721e-05
"E2f2",79.926349166705,-0.917689904763879,0.198574712740974,-4.62138351906336,3.81189338803407e-06,8.91889196515711e-05
"Flrt3",938.963250788375,0.295497415769875,0.0639461666152657,4.62103408868503,3.81832022798589e-06,8.91889196515711e-05
"Pnpla8",1947.47838980818,0.209399406984433,0.045311930913694,4.62128633148029,3.81367985274621e-06,8.91889196515711e-05
"Gda",644.03585863593,0.463181622697247,0.100263071988362,4.61966318717034,3.84363475937427e-06,8.96213173805249e-05
"Dazap1",1747.98723643977,-0.241569922112233,0.0523237949981217,-4.61682724123709,3.89651380419517e-06,9.06937682976453e-05
"Zfp882",519.322768692002,0.407850814718536,0.0884292603129458,4.61217037522622,3.98486154336617e-06,9.25865361063595e-05
"Zfyve9",1251.35452866995,0.25134707065876,0.0545113576279892,4.61091195662506,4.00906318420951e-06,9.29848563182678e-05
"Elavl3",12995.2729703,-0.176107695654844,0.0382313028768518,-4.60637442103689,4.09750320492104e-06,9.48690812330928e-05
"Fzd3",4644.34587288228,0.249421706120713,0.0541589297069163,4.60536623361042,4.11740586542953e-06,9.51626401248571e-05
"Ppm1e",2858.18541458296,0.198549763795521,0.043122800388786,4.60428733768304,4.13880699172171e-06,9.54897430979716e-05
"Serinc2",572.710570148131,-0.355013392986805,0.0771160093869744,-4.60362764890126,4.15194514122133e-06,9.56253938644228e-05
"Notch1",1478.0030430985,-0.341270072746458,0.0741816278757319,-4.60046621406246,4.21546392161124e-06,9.69188860441648e-05
"Lhx8",141.894524702433,0.883046564337137,0.192071027027921,4.59750009150921,4.27590440495914e-06,9.7966547184229e-05
"Uqcrc2",1876.18296647449,0.238068337813359,0.0517784839183562,4.59782364792183,4.26927118626289e-06,9.7966547184229e-05
"D17H6S56E-5",230.326933481115,-0.516469511747726,0.112359359511964,-4.5965864703308,4.29468787412101e-06,9.8226073009844e-05
"Gdap1",2371.23616092743,0.219140310470963,0.0477211165389623,4.59210358777009,4.38800458377731e-06,0.000100186433945723
"Gabrq",48.1796752619391,1.11279372560584,0.242457311454361,4.58964804538511,4.43994003034095e-06,0.000101196833840332
"Klhl24",3188.55768600794,0.249833055173813,0.0544514725576496,4.58817812336124,4.47131055407808e-06,0.000101735829429058
"Plk1",204.515107115757,-0.643379312164756,0.14024130351432,-4.58765924190844,4.48243495163567e-06,0.000101813100091118
"2310022B05Rik",1653.99611653617,-0.335698109664527,0.0732706863693652,-4.58161546313676,4.61397735871551e-06,0.000104620546856658
"Lsamp",2749.83490819969,0.259932054118599,0.0567775844716717,4.57807524813404,4.69273894200366e-06,0.000106223613096145
"Zfp26",1272.00499504962,0.276686932426141,0.0604891903934702,4.57415499573308,4.7814578655227e-06,0.000108046185112172
"Gabrb1",987.991632402652,0.351772558179305,0.0769445626453712,4.57176629621752,4.83630162942388e-06,0.000109017147794801
"Sox1ot",653.106880380538,-0.338778002286271,0.0741054948546237,-4.57156386244863,4.84097703506594e-06,0.000109017147794801
"Nfib",17582.0129277035,-0.300139345547891,0.0657501348314038,-4.56484760552213,4.99857318192358e-06,0.000112374066721265
"Tacc3",288.189476628687,-0.428510873667876,0.0938976852906304,-4.56359357892111,5.0285380416454e-06,0.00011285512804197
