"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Inpp5f",5095.61192800307,0.156780437004703,0.0439581369080848,3.56658512012296,0.000361663371447695,0.00365660265192014
"Dop1a",1525.83982177765,0.230310525241991,0.0645958892977821,3.56540528732838,0.000363294343907967,0.00367027583331562
"Tenm2",4328.3786503456,-0.168453083879813,0.047254835484142,-3.56477981891066,0.000364161763222612,0.00367621997601126
"Ctdsp1",271.556781911892,-0.364580628117197,0.102339467600782,-3.56246359947265,0.000367390861742901,0.00370597795758114
"Kpnb1",4780.40117879332,-0.147334593156115,0.0413639285265954,-3.56191006038957,0.000368166517593538,0.00371096075193364
"Snx13",842.97324476444,0.238392268775266,0.0669485340315794,3.56082881012476,0.000369686055671283,0.00372342820903171
"Clock",976.950443734758,0.237485726176132,0.0667620826983593,3.55719469162049,0.000374836353810643,0.00377241720786968
"A2m",108.36014586685,0.540616420502763,0.152053848917339,3.55542739859653,0.000377365142295337,0.00379496823251814
"Rnps1",2716.08001889221,-0.191777359579678,0.0539488351418554,-3.5548007491804,0.000378265627124101,0.00380112232779016
"Rabgap1l",3725.25439861157,0.189945767071169,0.0534366829962228,3.55459501639717,0.000378561699395856,0.00380119803951296
"Pcdh18",526.394191347589,0.294148567339181,0.0828309991149423,3.5511894155834,0.000383494314864888,0.0038459845123472
"Smyd3",396.875547994678,0.336485457911724,0.0947549317260971,3.55111287383314,0.000383605863763793,0.0038459845123472
"Tjp2",290.476753427104,-0.369182784657511,0.103970531982993,-3.55084058546415,0.000384002931854759,0.00384703773707574
"Lypd1",553.684041111212,0.312652846904997,0.0880634304495695,3.55031419181475,0.000384771641619896,0.00385180973153535
"Usp35",414.291721968986,-0.340925004209914,0.0960488789370353,-3.54949488201114,0.000385970968113815,0.00386088195438982
"Lmbrd2",1267.62944915175,0.229785192177282,0.0647513796061418,3.54873044520408,0.000387093119746536,0.00386635583401617
"Slc30a7",803.629806303252,0.230497144801704,0.0649521512738003,3.54872225601986,0.000387105157512322,0.00386635583401617
"Fbh1",1230.66297742112,0.208484760635379,0.0587646738211262,3.54779065514744,0.000388476858550913,0.00387711676859828
"Akt1",4282.55416370525,-0.184380313796007,0.0519771649655879,-3.54733302437865,0.00038915234236873,0.00388091821223743
"Slain1",1329.86095784967,-0.222157234211606,0.0626341308750551,-3.54690375850785,0.000389786955801493,0.00388430662309294
"0610010K14Rik",290.773725280195,-0.365154295228853,0.103101551319307,-3.5416954503232,0.000397564201327475,0.00395881389893285
"Stox2",5210.87330627397,0.142850988211015,0.0403469844066988,3.54056171264431,0.000399276246364195,0.00397285896495613
"Rps20",2306.16892770139,0.21482412091367,0.060694658849618,3.53942381397901,0.000401001498924876,0.00398701414855571
"Mapk1ip1l",2039.97775869184,-0.175504846592788,0.0495970676071563,-3.53861337091358,0.000402234515610198,0.00399625754800057
"Sema7a",1133.7097575615,-0.198242628851697,0.0560290502441455,-3.53821148114878,0.000402847267796022,0.00399932924336458
"Epha5",4054.76492498329,0.181887274791678,0.0514235302441748,3.53704372158079,0.000404632675994167,0.00401402927224937
"Penk",161.326469239724,0.469511388242367,0.132777879083738,3.53606633486188,0.000406132699484371,0.00402587824154033
"Wbp1l",1018.06356670289,-0.214601470347904,0.0607414977687518,-3.53302895435524,0.00041082747494733,0.00406935425184671
"Wars1",1188.09790003064,-0.217515959522804,0.061570520083927,-3.53279392843048,0.00041119285138296,0.00406991331639303
"Inava",124.59003505178,-0.501793490561369,0.142059120987327,-3.53228632610034,0.000411983016948804,0.00407467287183449
"Mcm7",1334.03641914946,-0.219963348479445,0.0622789443413419,-3.53190553895483,0.000412576704814847,0.00407748350279879
"Fscn1",6874.55195695933,-0.243284315338504,0.0689133992154893,-3.53029045306217,0.000415103689539916,0.00409938231334246
"Elovl4",866.156091233303,0.221545177954596,0.0627639691137302,3.52981465453768,0.000415850882163576,0.00410368503492356
"Samd8",1857.20074337234,0.194980240967007,0.0552569177480809,3.52861232426919,0.000417744619406057,0.00411928713776601
"Scn9a",434.408400724553,0.393957895044097,0.111688765329238,3.52728310571599,0.000419847584807757,0.00413692751103769
"Cchcr1",169.334220886857,-0.46806947016744,0.132767636980834,-3.52547865437273,0.000422718242035609,0.00416210023959425
"Ppargc1a",288.770248855679,0.337499304886547,0.095753566859889,3.52466561773507,0.000424017662480162,0.00417177646416255
"Rpl31",2309.70384036561,0.195091744413571,0.0553612947292305,3.52397366007706,0.000425126507756779,0.00417956463670731
"Tmem132e",170.553794312905,0.488265274373629,0.138567437523496,3.52366532209876,0.000425621483413091,0.00418131053130803
"Zfx",991.229874381831,0.247352890478717,0.0702280375327359,3.52213872363181,0.000428080072735236,0.00420233001357228
"Hmgcs1",10381.4171604771,0.143746494119682,0.0408163937280309,3.52178330789091,0.00042865437020006,0.00420483445496321
"Sfxn3",1686.8691287171,-0.171070814375875,0.048625191266462,-3.51815200969434,0.000434563356177114,0.00425962623086108
"Gm33989",1174.50799201771,0.268260157501575,0.0762629846627527,3.51756699121947,0.000435522402890084,0.00426585288897692
"Aldoc",993.616551110668,-0.280672275564738,0.0798744896430256,-3.5139163557616,0.000441551828361795,0.00431528470833701
"Fbxo41",1502.92734200689,0.195596436117292,0.0556579755699,3.51425710537469,0.000440985763232288,0.00431528470833701
"Ppp1r18",787.214028421046,-0.269074585071136,0.0765707222874086,-3.51406617350641,0.000441302862408412,0.00431528470833701
"Gnb4",1121.21307115985,0.20672201183301,0.058838810417929,3.51336151027993,0.000442475008572174,0.00432110138097095
"Gria1",3384.14122106398,0.15679635173187,0.0446368685836102,3.51270948673676,0.000443562181096734,0.00432850975834694
"Ccni",7126.81561123419,-0.169660996789985,0.0483077868893467,-3.51208382157122,0.000444607747815359,0.00433350659401317
"Ndn",5254.99067586886,0.193696891890779,0.0551527245066126,3.51200949043879,0.000444732117436299,0.00433350659401317
"Prc1",472.479412774646,-0.29340771543778,0.0835602749372579,-3.51133018241129,0.000445870229743017,0.00433989902300754
"Wwp2",712.374483625065,-0.248274636803191,0.0707088409219547,-3.51122481384224,0.000446047007526356,0.00433989902300754
"Ecel1",279.231788636987,0.492657812212344,0.140323004591136,3.51088414652906,0.000446618995850919,0.004342257307262
"Kcnh5",66.0663780073886,0.697643636615161,0.198722937242266,3.51063468715065,0.000447038278052025,0.00434312852142875
"Hnrnpa0",7744.90882705827,-0.258751902336179,0.0737207474438529,-3.50989255139131,0.000448287805901195,0.00435205862560232
"Sparcl1",2232.72615192808,0.193248340907103,0.0550726564197111,3.50897075736368,0.000449844361733784,0.00436395406589166
"Nacc1",1620.65878633421,-0.200508689077896,0.057188473774381,-3.50610316807787,0.000454718930943275,0.00440475529135788
"Zfp300",67.071260905413,0.655225006555247,0.186880050741935,3.50612600945863,0.000454679909239125,0.00440475529135788
"Luc7l3",4580.59195971102,-0.128047496752649,0.0365395833572027,-3.50435021387316,0.000457722979132636,0.00443059700741613
"Alg10b",2645.89696224921,0.171082850136091,0.0488275764159461,3.50381613616642,0.000458641905464791,0.00443623235138998
"Ankrd6",953.373204197731,-0.249910684697966,0.0713882851519611,-3.50072402167936,0.000463996075582327,0.00447253030006197
"Endod1",263.511579581798,0.406789781066597,0.116201641818681,3.50072317998179,0.000463997540935894,0.00447253030006197
"Naa40",824.071803558159,-0.235310057258403,0.0672048552936074,-3.50138477689403,0.000462847064844423,0.00447253030006197
"Ptprz1",8605.42534226485,0.135860752364463,0.0388099408144738,3.50066888826057,0.000464092069241287,0.00447253030006197
"Ubap1l",154.692393297949,0.564732522648682,0.161301821955688,3.50109202612617,0.000463355811630684,0.00447253030006197
"Gpr17",209.528650804218,0.405048237256506,0.115789626666967,3.49813924542222,0.000468516451364082,0.00451186822388188
"Myo10",683.696026242734,-0.279371262445675,0.0798789233012538,-3.49743400260992,0.000469756927646672,0.00452050968942093
"Nanos1",506.016093835466,0.249201177128005,0.0712637602933092,3.49688503809421,0.000470724640609176,0.00452321401559831
"Pde1a",398.549247860796,0.312793938384046,0.089444701110811,3.49706505247899,0.0004704071070627,0.00452321401559831
"Akt2",1382.45212040264,-0.202282031433542,0.0578571998645485,-3.4962291971805,0.000471883192968937,0.00453104167942622
"Edem3",1357.10023763429,0.205203400405838,0.0587090027531511,3.49526292021413,0.000473594982509433,0.00454416627791643
"Inpp4b",87.1030967715105,0.584197286019309,0.167323468059156,3.49142468056406,0.000480451908168167,0.00460660366681764
"Dhfr",153.822424574365,-0.444493692983808,0.127370282136432,-3.48977552320792,0.000483426435428664,0.00463175262569979
"Ndufs1",1154.29825577802,0.192040316941633,0.0550387529747508,3.48918364901422,0.000484498159915649,0.0046386473537273
"Slc9a8",749.536025264342,-0.248521254189539,0.0712449706057746,-3.48826383218966,0.000486168098614583,0.00465125528768955
"2900092D14Rik",1020.98524290458,-0.304703755957338,0.0873709655242108,-3.48747154308263,0.000487610810787443,0.0046582921111775
"Sp8",277.775649285198,-0.37573665571713,0.107738117814089,-3.48749972006655,0.000487559433747288,0.0046582921111775
"Ergic1",1915.36029958482,-0.182150895949643,0.0522635713025701,-3.48523630149792,0.000491702605695391,0.00469397835321093
"Eml1",1460.3559532241,-0.189516332877166,0.0544288185052273,-3.48191156967637,0.000497848070553326,0.00474920382438053
"Glra3",51.3116809821811,0.906376269399683,0.260326795626921,3.48168642116514,0.000498266815519489,0.00474975906487246
"Trim37",3430.48471781972,0.151328394624605,0.0434683713077618,3.48134494281326,0.000498902544628985,0.0047523804215056
"Lin28b",290.866993659923,0.43736657659483,0.125717889790659,3.478952576464,0.000503377658788638,0.00478969176790142
"Rps25",1827.46508303066,0.18268463982234,0.0525127487272004,3.47886264288644,0.000503546614433237,0.00478969176790142
"Zfp879",110.094606566266,0.599807012629012,0.172442945023195,3.47829255959607,0.000504618844020954,0.00479642759821937
"Tox3",750.151651044807,-0.242393420568821,0.0697033246363076,-3.47750156586593,0.000506110094459293,0.00480713365854847
"Serinc3",1076.81644463927,0.211777859358706,0.060907094121964,3.4770639186074,0.000506936949685101,0.00481151828180945
"Mtx2",604.902870514815,0.250122173854344,0.0719431352263288,3.47666491135637,0.000507691898920839,0.00481521459782803
"Rusc1",1972.53072915955,-0.184918206338559,0.0531930638496442,-3.47635937762957,0.000508270698226572,0.00481723609959486
"Zfp619",176.784900594345,0.413957408282491,0.119092859025445,3.4759213245023,0.000509101613924319,0.00482164245998489
"Arhgap11a",712.418897010323,-0.252158334866943,0.072553143201972,-3.47549842416875,0.000509904988420725,0.00482578183725189
"Mgrn1",1990.77633246878,-0.184795700520198,0.0531987552048641,-3.47368467191694,0.00051336395544972,0.00485502997063504
"Sgta",1961.31471964506,-0.204497433993864,0.058891150567179,-3.47246457276442,0.000515703071435919,0.0048736529864396
"Cttn",2320.29557140271,-0.164853076758891,0.0474918424631408,-3.47118722308648,0.000518162587262947,0.00489338632587961
"Pim1",216.448037482098,-0.424020874868187,0.122305769180153,-3.46689185400255,0.000526513678639666,0.00496868997306516
"Mpped1",9969.23811747581,-0.170006522296167,0.0490516390923949,-3.46586832655966,0.000528522049508835,0.00498407264153857
"Caprin1",10620.4357632142,0.128268748827256,0.0370135458090887,3.46545422826687,0.000529336621921055,0.0049881835888326
"Ntrk2",4141.28846353169,0.133565952393323,0.0385487043168509,3.46486230238709,0.000530503030375004,0.00499560180283081
"Cdc25a",397.290373646233,-0.329062253830298,0.0949981494507223,-3.46388067275974,0.000532442642975702,0.00501028527040136
"Stxbp5",863.829294153283,0.230230771358988,0.066493232428599,3.4624692310787,0.000535243109771109,0.00503304263249435
"Disp3",754.034916015813,-0.257985524573523,0.0745190364330631,-3.46200832595654,0.00053616056846341,0.00503696893730563
"Mtmr9",2725.96920632295,0.147604673905934,0.0426417345380011,3.46150726524487,0.0005371596214314,0.00503696893730563
"Trim66",53.820384659583,0.752061722117466,0.217265189475236,3.46149203162243,0.000537190022537909,0.00503696893730563
"Zfp804a",417.977656398591,0.34185628438635,0.0987503699326988,3.46182282273306,0.000536530236897303,0.00503696893730563
"Git1",2146.90610791772,-0.186987539309552,0.0540380397714873,-3.46029463874473,0.000539584631236161,0.00505223022878833
"Mtcl3",3616.22809071498,0.188835912048712,0.0545712432671515,3.46035568814646,0.000539462301248455,0.00505223022878833
"Lama5",214.503366652312,-0.463693761541707,0.134099081381692,-3.45784442938782,0.000544515716611983,0.00508756925225516
"Myrip",114.131981999349,0.520193863108289,0.150447117911524,3.45765256476503,0.000544903614310918,0.00508756925225516
"Pigs",552.288621789604,-0.281467311922601,0.0813932148494117,-3.45811763847088,0.000543963806650898,0.00508756925225516
"Wdr46",362.396098849161,-0.301437022440584,0.0871761552408145,-3.45779211767137,0.000544621451054461,0.00508756925225516
"Chsy3",116.452308515659,0.490892816133847,0.1420079099597,3.4567991055791,0.000546632196387443,0.00510009387762618
"Aff4",6369.67616469101,0.19728819477476,0.0571212675251647,3.45384833569818,0.000552648078559594,0.0051495458880155
"Edc4",1396.15849708904,-0.184844095757727,0.0535188018203958,-3.4538160323179,0.000552714277034607,0.0051495458880155
"Rnf26",414.706664238609,-0.366475669843725,0.106141411436153,-3.45271148070395,0.000554982254997047,0.00516702206878523
"Bend4",456.472854022269,0.292525254193321,0.0847672375170116,3.45092352613963,0.000558671845978304,0.00519769978737159
"Gm14502",123.922110537752,0.516595975125585,0.149868461893342,3.44699590960795,0.000566857164480829,0.00525976692583651
"Golga7b",737.0470468637,0.228826047936268,0.0663784506826266,3.44729419838899,0.000566231620565253,0.00525976692583651
"Vwc2",84.5739052518523,0.615394377664904,0.178523908533763,3.44712583720135,0.000566584613161829,0.00525976692583651
"Zfp423",628.083768590312,-0.284056505587115,0.0824100595357956,-3.44686688963903,0.000567127932676202,0.00525976692583651
"Zmym3",2801.46222071231,0.172132508932541,0.0499402918020716,3.44676618259968,0.00056733936553922,0.00525976692583651
"Tspyl5",576.623235469834,0.244850372528529,0.0710839818007078,3.4445224694221,0.00057206908532233,0.00529988616739548
"Eif1",3208.93800520446,-0.188792845392202,0.0548244412675443,-3.44358904582154,0.000574047524280062,0.00531447792330678
"Psmf1",544.363876643257,-0.26517054505825,0.0770295125799218,-3.44245388782803,0.0005764621346611,0.00533308438344476
"2210408I21Rik",277.006438971782,0.393782195963217,0.114405610354319,3.44198326239122,0.000577465978946235,0.00533646868758432
"Zfp157",1731.99532576627,0.18235881187322,0.052981978498708,3.44190264388988,0.000577638101449464,0.00533646868758432
"Dok4",1422.37926553888,0.177083987295574,0.0514622931440241,3.44104346069424,0.000579475448593037,0.00533846822361165
"Dpy19l3",987.173098958773,-0.196953096539513,0.0572358080677891,-3.44108178408603,0.000579393378932707,0.00533846822361165
"Hipk2",2961.74359659159,0.224254020556166,0.0651699391554161,3.44106536637036,0.000579428536195757,0.00533846822361165
"Mgat2",582.086315408667,0.259323570725258,0.075350046551585,3.44158474471178,0.000578317289761123,0.00533846822361165
"Mark2",1352.63842404101,-0.185920785211011,0.0540391105012935,-3.44048566836719,0.000580671188440439,0.00534574579770394
"Ntsr1",684.420576434907,-0.273323145131479,0.079454244047055,-3.44000686696621,0.000581699427264775,0.00535147224496239
"Rcan3",1037.62524398395,0.238998556100155,0.0694893942533086,3.4393529929033,0.000583106377768144,0.00536067231034022
"Pom121",1481.22684602035,-0.21107479644412,0.061388105684999,-3.4383663429396,0.000585235365255103,0.00537649281859884
"Ier2",123.509459139002,-0.611828100163667,0.178058830122078,-3.43610086477708,0.000590151215169526,0.00541410313972377
"Ilrun",1396.16968570081,-0.168530272285586,0.0490445932834127,-3.43626607955957,0.000589791421095605,0.00541410313972377
"Rufy3",6004.24777909889,0.113585627914345,0.0330596282349797,3.43578055708933,0.000590849342666166,0.00541673572740715
"Zbtb6",973.976240561052,0.247171761332014,0.0719538225928209,3.43514426927298,0.000592238446528399,0.00542569491972541
"Tmem167",1568.09407370681,0.181387992519631,0.052806569254975,3.43495127744058,0.000592660374750312,0.0054257871973319
"Exoc2",1527.53913797462,0.208426130224379,0.0606986437256763,3.43378562404702,0.000595214738043786,0.00544538816596447
"1700052K11Rik",118.246927045967,-0.496667921669503,0.144682818079344,-3.43280514067075,0.000597371258837391,0.00545753742297072
"Phf2",1728.52415096427,-0.192066874686212,0.0559477430084164,-3.43296913080691,0.000597010065572197,0.00545753742297072
"Ccdc85a",525.788608999569,0.277053130942728,0.0807151298340445,3.43248076924819,0.000598086295895332,0.00546028334173603
"E130308A19Rik",654.53411762694,0.27478315298159,0.0800698618295176,3.43179252096938,0.000599606094042242,0.00547036750894217
"Tardbp",5763.74710768022,0.17702197879817,0.0515999494983652,3.43066186147679,0.000602110635245939,0.00548941557697578
"Lrrc49",1099.1453411247,0.204924529929094,0.0597742229092593,3.42830939417116,0.000607352856262837,0.00553337934191328
"Zfp266",4182.20058471676,0.181676363698556,0.0530325669973201,3.42575089204595,0.000613102403071954,0.00558190121497576
"Vcpip1",1483.9700572442,0.184206732197786,0.0537899355084174,3.42455759533232,0.000615801301205172,0.00560260106497026
"Eif4a1",10047.0155866606,0.130987927357849,0.0382752276464005,3.42226383518759,0.000621020209646871,0.00564228982199164
"Spock2",4652.90901659435,0.164075083474982,0.047943209858957,3.42227990069231,0.000620983513712582,0.00564228982199164
"Sparc",1415.7778568342,-0.290395273756902,0.0848712966227005,-3.42159581993744,0.000622547840352836,0.00565227101916489
"Triobp",2242.84099886807,-0.159687636005356,0.0466912282955939,-3.42007785690283,0.000626032157009164,0.00567999148515064
"Fgd1",835.708989113754,-0.226646385368772,0.0662840013781678,-3.4193226216941,0.000627772467035932,0.00568961443625711
"Gabra5",658.745908035463,0.252624304993932,0.0738855818273606,3.41912858701186,0.000628220312843623,0.00568961443625711
"Lzts1",1681.29494166082,-0.20261525488874,0.0592625241682847,-3.41894405836282,0.000628646493777864,0.00568961443625711
"Mpst",648.561359008397,-0.301390020952797,0.0881548942941945,-3.41886883724214,0.000628820299012475,0.00568961443625711
"Agpat1",1494.35870217332,-0.21087199734075,0.0616839995778522,-3.41858502665032,0.000629476471787005,0.00569164244291147
"Anp32e",2380.50503708538,-0.150463053796363,0.044020591115093,-3.41801529659093,0.000630795616343201,0.00569965805878281
"Sart3",1192.57472660865,-0.209071030729184,0.0611756626607937,-3.41755236699991,0.000631869369950211,0.0057054469360686
"Med24",1449.72008372986,-0.17382283787936,0.0508727861836274,-3.41681380005292,0.000633585978425237,0.00571702854779046
"Fat1",1814.78743386817,0.174924627070364,0.0512216258392499,3.41505417300368,0.00063769327352515,0.00575015139316929
"Eno1",5229.66206352164,0.162105174243404,0.0474921481001998,3.41330474042554,0.000641801313809165,0.00578323564167028
"3300002I08Rik",1016.51276628206,0.243135690221902,0.0712360510490532,3.41309893854839,0.000642286195289784,0.00578364889729843
"Rbm41",428.424402768769,0.309825303869298,0.0907836449619084,3.41278766675756,0.000643020217606044,0.00578630351553417
"Dlgap1",2242.884802164,-0.156296879197273,0.0458354491065183,-3.40995631643208,0.000649732854084657,0.00584271714656059
"Igf2bp1",619.243957944311,-0.290273101975566,0.0851469633635785,-3.40908343068086,0.000651815420066845,0.00585744634649428
"Arfgap1",924.465838311825,-0.191177959075608,0.0560884105947652,-3.40851090356,0.000653184747693775,0.00586575041998486
"Klhdc2",2210.61701106281,0.150009930900965,0.0440228171225109,3.40754955512054,0.000655490048010918,0.00588135154794329
"Pacsin1",548.524347762221,0.301623290600998,0.0885196986266434,3.40741434144708,0.000655814894787361,0.00588135154794329
"Rexo1",1526.21831123918,-0.190567559237735,0.0559347171351008,-3.40696384997267,0.000656898267570538,0.00588705971222739
"Ccdc39",294.302296650115,0.355828425284398,0.104480431965273,3.40569443092145,0.000659960012180741,0.00591047804246708
"Zcchc8",889.939698592187,-0.214089900285015,0.0628856672617277,-3.40443076470797,0.000663021056605359,0.00593385828785258
"Map7d1",3333.51065638991,-0.166540533562869,0.0489307238803203,-3.40359840108254,0.000665044540462969,0.00594792720710058
"Pigk",413.73280012056,0.297517738060369,0.0874290892610366,3.40296050862513,0.000666599147819546,0.00595778641341567
"Prim2",294.063996314829,0.329436022381781,0.0968153996618651,3.40272336355952,0.000667177954985395,0.00595891686710345
"Adcy2",353.320325399233,0.331656833145287,0.0974819054980832,3.40223994853905,0.000668359288125851,0.00596542361908534
"Rack1",7741.92077120483,0.135143628061939,0.0397296565086562,3.40158058080603,0.000669973736783662,0.00597174154830038
"Reep5",3182.04102046147,0.163852509691219,0.0481672434500697,3.40174147314594,0.000669579461043901,0.00597174154830038
"Mgat4a",571.352459367985,0.254861459579641,0.0749527524979154,3.40029486691272,0.000673132214184865,0.00599583758598473
"Lig4",362.022239637592,0.301983738408907,0.0888299412469626,3.39957152025285,0.000674915262789665,0.00600765788648044
"Gpaa1",533.645600910068,-0.250586531546142,0.0737380725373808,-3.39833308524723,0.000677978201177875,0.00603084728043033
"Srrt",2086.6172810534,-0.14937802746353,0.0439655513182745,-3.39761524613112,0.000679759495291218,0.00603853782263419
"Zkscan16",220.699576223246,0.426257637883956,0.125453901427771,3.39772325159111,0.000679491205541951,0.00603853782263419
"Med12",1320.61089704202,-0.240071434663269,0.0706918427117383,-3.39602739798725,0.000683715154313074,0.00606958453026984
"Rasgef1a",246.614989298272,0.423304950600294,0.124685361984897,3.39498513587802,0.000686323265965363,0.00608863481873919
"Dusp18",817.967413144102,-0.210989122180994,0.0622032706512733,-3.39192971642681,0.000694022402993031,0.00615035022816973
"Rbl1",235.798595308602,-0.397583333984035,0.117217105634484,-3.39185421642992,0.000694213662463063,0.00615035022816973
"Dpp9",986.539208674825,-0.19662165313045,0.0579729721790411,-3.39160898156493,0.000694835238791585,0.00615172005096797
"Srebf2",4580.22629763696,-0.166096891136846,0.0490010428713274,-3.38966032974037,0.000699792739203266,0.00619145033328665
"Pip4k2b",3872.67197408285,0.149618550213624,0.0441426296535466,3.38943446251174,0.000700369481485801,0.00619239432825096
"Bgn",194.858394435221,-0.433590029988803,0.127934009813573,-3.38916938991153,0.000701046896385158,0.00619422656806041
"Rab39b",547.858599363062,0.24838632075863,0.0733315668079201,3.38716778559002,0.000706181853572877,0.00622850201643971
"Tmf1",811.327509542848,0.212329098162111,0.0626840887454181,3.38728858330307,0.00070587096831463,0.00622850201643971
"Zfp13",667.291843963595,-0.232438885957621,0.0686246549885349,-3.38710462000071,0.000706344467326623,0.00622850201643971
"Luzp2",921.594850514874,0.214097706176508,0.0632226150861273,3.38641016169366,0.000708134579300026,0.00624011033290872
"Dock1",292.886661543143,-0.342829778393894,0.101247202215616,-3.38606668521867,0.000709021519241819,0.00624305726241234
"Frmd5",1361.71572694314,0.284558992277058,0.0840420087027419,3.38591374325129,0.000709416784714686,0.00624305726241234
"Rimbp2",858.044066176313,0.335254410576131,0.0990574539047799,3.384444051009,0.000713225529966949,0.00627238526821401
"Abcb1a",94.2498953788159,0.557589396112985,0.164853274905433,3.38233739325374,0.000718718132309832,0.00631647276520996
"Cdh5",231.526847408433,-0.407335680583028,0.120436786421517,-3.38215334937112,0.000719199844243221,0.0063164924987068
"Gm54215",37.5899538813518,-1.13059204005271,0.334363960152672,-3.38132147835694,0.000721380907254659,0.0063230020440272
"Ppm1h",555.773016979655,0.271194510218405,0.0801957772868349,3.38165573541893,0.000720503789091188,0.0063230020440272
"Txndc16",872.088405273387,0.211774651626896,0.0626304108261581,3.38133901459971,0.000721334866058549,0.0063230020440272
"Gm14230",96.9422261195613,-0.583865877367551,0.172701613084134,-3.3807783664598,0.000722808193423876,0.00632996317939278
"Meis2",5732.82047004241,-0.169016866917046,0.0499953203567148,-3.38065374341272,0.000723136069909377,0.00632996317939278
"Aplnr",168.822599593164,-0.470336713408149,0.139149107315774,-3.38009148948979,0.000724617048145347,0.00633871513430731
"Gm50594",312.768357548976,0.334992273021357,0.0991456476009551,3.37878949936003,0.000728057316910091,0.00636458333973028
"Gm3055",306.287047886859,0.367765230307981,0.108867833640602,3.37808899111613,0.000729914552476816,0.00637658774159786
"Zbtb38",1063.38451264757,0.211242498708,0.0625457222242371,3.37740921674323,0.000731721023591412,0.00638813304492595
"Egr3",162.807963746086,0.439431215260398,0.130127453274826,3.37692934274469,0.000732998767743034,0.00639505017632234
"Dtna",846.88780213156,0.212099807683683,0.0628287567572639,3.37583964144192,0.000735907978847214,0.00641193896384471
"Fpgt",320.224594604862,0.298686494629684,0.0884757635318279,3.37591316205184,0.000735711361593799,0.00641193896384471
"Glrx3",1437.25498176661,0.175302699611609,0.0519315535002576,3.375649057191,0.00073641788839102,0.00641214095285082
"Mgat4b",1271.37838579791,-0.266582816120918,0.0789825427745149,-3.37521187285624,0.000737588818318417,0.00641809451289751
"Dnal1",1079.611845926,0.225990970401443,0.0669942376400905,3.37328967926349,0.000742757658904953,0.00645676652177918
"Il13ra1",58.3816340853941,0.723017006660788,0.214353437622246,3.37301334973204,0.000743503477572417,0.00645676652177918
"Nectin3",977.210452360816,0.228866707804851,0.0678505800233917,3.37309876681892,0.000743272860992387,0.00645676652177918
"Stmn1",22836.7965627466,-0.140515313287919,0.0416635966543484,-3.37261601425507,0.0007445771127257,0.00646183062124399
"Pgm1",362.117226743732,0.334442831688665,0.0991931798113495,3.37163131905565,0.000747244053947323,0.00648070649552471
"Galnt17",864.284820113824,-0.209667207647756,0.0622266996643619,-3.36940909253838,0.000753295349912714,0.00652812112297349
"Rapgef2",1601.97893645705,0.167943884212816,0.0498459215080162,3.36926029516392,0.000753702157889987,0.00652812112297349
"Skil",1374.64849833542,0.197987310933082,0.0587764282992231,3.3684814927024,0.000755834712893585,0.00654229074090676
"Nln",1050.99612635099,0.194252467187297,0.0576769687194188,3.3679382169385,0.000757325653208932,0.0065508917632137
"Rnf130",4674.16248083081,0.146354679428877,0.0434699603325526,3.36680039064307,0.000760457103201965,0.00657030616363322
"Sst",842.572103479994,0.341599049700266,0.101462241239231,3.36676033890116,0.000760567549684276,0.00657030616363322
"Tram1l1",431.583877461908,0.265919081909558,0.0790008678451013,3.36602735087608,0.000762591466160949,0.00658347311612342
"Unc5c",638.248215000012,0.250372669447729,0.0744349269159619,3.36364499598962,0.000769204182920529,0.00663621211905373
"2310011J03Rik",171.511736534843,-0.408725692478808,0.121604341262891,-3.36111102806108,0.000776296131665271,0.00669301389958003
"Galnt4",75.7434293527352,-0.603925492491971,0.179696603757728,-3.36080638066036,0.000777152839808775,0.00669601799322486
"Ssbp2",4163.1881329889,0.168140935346568,0.0500327665275868,3.36061639233679,0.000777687555958865,0.00669624566156999
"Ghitm",1414.27019675458,0.16644325708695,0.049531795955765,3.36033155824986,0.00077848985238759,0.00669845031305549
"Gm48893",69.8351799302534,0.627075253338213,0.18663036313225,3.35998517504814,0.000779466550426842,0.00669845031305549
"Zc3h13",2061.25206013643,-0.158356613340261,0.0471301644679488,-3.35998431424852,0.000779468979043121,0.00669845031305549
"Arap2",246.383346851571,0.39895144873956,0.11875502631476,3.3594489523512,0.000780980783291425,0.00670706703981827
"Rasgrf2",296.165357751122,0.350774601119969,0.10448329776884,3.3572313337202,0.000787272133490575,0.00675669256456341
"Zfp763",568.839083188567,0.26420742416897,0.078706628068971,3.35686371848434,0.000788319586482537,0.00676127749500061
"Myo5a",5834.52102687152,0.16711979594261,0.0497913677531056,3.35640098844617,0.000789639890694861,0.00676819513338588
"Gbf1",1825.61122127442,-0.167563965526151,0.0499385022356201,-3.35540631025636,0.000792484949326569,0.006788164318874
"Ube2o",2388.82190656977,-0.15198933195134,0.0453104656999924,-3.35439792117089,0.000795378934052912,0.0068085263659604
"Agrn",9539.66268604314,-0.171825501650555,0.0512609713593781,-3.35197514003252,0.000802372234335771,0.00686392975009055
"Gm31606",933.39646312704,-0.351460859180098,0.104862857805741,-3.35162388794686,0.00080339083813716,0.00686818358314013
"Arhgap29",604.442810723106,0.262739875783592,0.0784124104259145,3.35074351568153,0.000805949124699696,0.0068855861016821
