UniqueCount	AmbigCount
0	0
2198	443
0	437
0	2
2	61
6	61
1	2
0	0
0	0
0	5
1	5
0	1
0	1
0	46
0	25
0	62
0	39
0	34
0	26
0	25
0	39
0	47
1	62
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
170	156
2	156
0	16
37	98
4	244
94	244
0	0
35	1745
77	1930
0	1739
0	130
4	143
0	139
0	152
0	167
0	148
1	96
0	113
2	96
0	0
0	0
1	1355
0	1232
0	1233
0	1291
0	1233
0	1111
2	1232
0	1163
0	1145
0	1490
0	1403
0	1436
0	1211
0	1292
0	1289
0	876
0	876
0	876
0	870
0	21
0	22
0	22
3	22
12	0
5	0
59	2
0	1379
1	1794
0	1854
0	1775
0	1799
0	1911
0	1680
0	1764
0	1764
0	1803
0	1764
0	1764
0	0
0	204
0	204
0	204
0	201
0	203
0	204
0	203
0	203
0	202
0	204
0	203
0	204
0	201
0	201
0	201
0	205
0	205
1	204
0	207
2	208
0	207
0	204
0	205
0	204
0	207
0	206
0	204
0	204
0	204
0	0
2	1329
0	1340
8	1351
0	1424
5	1360
1	0
0	0
0	0
0	0
0	0
0	7
0	7
0	5
0	5
0	6
0	5
0	5
0	7
0	5
0	0
0	107
0	102
0	145
0	135
0	149
0	146
0	143
0	145
0	146
0	144
0	140
0	143
0	139
0	144
0	147
0	55
0	0
0	0
3	0
0	0
0	0
0	0
0	0
350	0
1	42
0	43
0	39
4	43
0	42
0	42
2	0
527	0
11	88
0	101
1	97
0	105
0	40
1614	6
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	140
6	140
1	0
0	140
13	12
0	12
135	0
0	0
0	2
0	2
0	5
0	1
0	11
0	11
0	11
0	0
4	540
257	678
23	678
0	213
0	216
0	717
0	747
0	705
0	735
8	610
1	661
0	636
0	742
0	631
0	668
0	700
0	712
0	701
0	707
0	660
0	697
0	689
0	695
0	731
0	737
2	723
0	649
0	686
0	693
0	722
96	1702
17	1702
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	171
0	177
0	75
0	182
0	169
0	0
0	109
0	63
0	61
0	61
0	66
0	55
0	41
0	50
1	34
0	36
0	236
0	208
0	214
0	195
0	62
3	49
0	83
0	74
0	83
0	58
0	77
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	368
0	336
0	208
0	348
0	369
0	357
0	337
0	341
0	353
0	339
0	1562
0	1513
0	1488
0	1554
4	1516
0	1517
0	1492
0	1558
0	1512
0	0
0	0
0	1663
0	1815
0	1783
0	1769
0	1663
0	1664
0	1778
0	1756
0	1679
0	1702
0	788
2	795
0	793
0	788
0	796
0	797
0	789
0	796
0	797
0	743
0	793
0	798
0	796
0	803
0	801
0	695
0	743
0	796
0	895
0	729
0	781
0	0
0	0
0	0
0	0
466	6
0	60
0	62
0	54
0	45
0	40
0	67
0	60
0	53
0	2
0	2
0	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	84
0	93
0	94
