UniqueCount	AmbigCount
0	0
1847	293
0	285
0	0
9	37
7	37
0	0
0	0
0	0
2	8
0	8
0	0
0	0
0	56
0	37
0	71
0	48
0	41
0	39
0	39
0	48
0	50
4	71
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
208	140
3	141
1	16
52	71
1	246
72	246
0	0
26	1701
89	1802
1	1659
0	145
1	157
0	158
0	181
1	193
0	165
1	120
0	135
1	120
0	0
0	0
0	1227
0	1138
1	1149
0	1179
0	1130
0	1040
0	1147
0	1072
0	1056
0	1292
0	1251
0	1265
0	1128
1	1163
0	1159
0	821
0	821
0	823
0	818
0	10
0	10
0	10
0	10
8	0
3	0
73	4
0	1066
3	1498
0	1544
0	1486
0	1517
0	1598
0	1451
0	1495
0	1495
0	1523
0	1494
1	1494
0	0
0	235
0	235
0	235
0	233
0	235
0	235
0	235
0	241
0	242
0	235
0	235
0	235
0	235
0	233
0	234
0	242
4	236
0	237
0	236
1	235
0	235
0	234
0	233
0	233
0	235
0	235
0	234
0	236
0	235
1	0
2	1435
1	1449
6	1486
2	1569
5	1466
0	0
0	0
0	0
1	0
0	0
0	6
0	6
0	5
0	5
0	6
0	5
0	5
0	6
0	5
0	0
0	91
0	81
0	123
0	119
0	131
0	129
0	120
1	129
0	124
0	123
0	113
0	121
0	127
0	123
0	122
1	52
0	0
0	0
2	0
0	0
0	0
0	0
0	0
449	0
0	39
0	40
0	35
3	40
0	39
0	39
0	0
617	4
7	83
0	86
0	82
0	92
0	22
1452	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	85
3	85
0	0
0	85
4	4
0	4
105	0
0	0
0	6
0	6
0	0
0	0
0	2
0	2
0	2
0	0
2	579
249	698
29	693
0	150
0	141
0	757
0	784
0	740
0	767
0	615
1	688
0	683
0	792
0	691
0	707
0	748
0	765
0	760
0	769
0	710
0	743
0	743
0	752
0	787
0	796
3	782
0	718
0	751
0	751
0	777
136	1615
10	1615
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	143
0	146
0	53
0	150
0	137
0	0
0	100
0	63
0	62
0	59
0	75
0	64
0	48
0	60
0	47
1	34
0	235
0	210
0	217
0	201
0	57
0	55
0	80
0	78
0	77
0	52
0	82
11	0
0	0
0	0
0	0
0	0
0	0
0	0
0	292
0	274
0	144
0	284
0	294
0	287
0	279
0	289
0	288
0	276
0	1568
0	1521
0	1499
0	1557
3	1516
0	1528
0	1506
0	1564
0	1511
0	0
1	0
0	1737
0	1847
0	1826
0	1818
0	1733
0	1733
0	1825
0	1795
0	1718
0	1749
0	666
3	671
0	670
0	666
1	671
0	672
0	666
0	673
0	673
0	627
0	671
0	667
0	673
0	671
0	674
0	584
0	627
0	672
0	735
0	599
0	643
0	0
0	0
0	0
0	0
456	8
0	67
0	70
0	63
0	57
0	53
0	71
2	68
0	63
0	1
0	1
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	100
0	110
0	115
0	102
0	104
0	102
0	102
0	115
0	118
0	114
1	113
0	110
0	108
1	116
0	93
0	37
0	25
0	10
0	1
0	1
0	1
0	1
0	1
0	9
0	9
0	9
0	9
0	0
0	5
0	5
0	0
2	0
29	403
0	403
1	0
0	0
0	403
0	0
0	0
0	68
15	41
1	62
0	55
0	53
2	84
1	67
0	59
2	0
0	0
0	2
0	2
0	1
0	2
0	2
9	2
6961	35
153	2
1	971
0	969
0	973
0	973
2	980
0	979
0	942
0	908
3	971
10	978
0	1041
0	1006
0	0
0	0
0	0
40	4
13	717
0	1401
0	1474
26	8
4	549
