IncLevel1	IncLevel2	IncLevelDifference
0.413,0.523,0.546,0.524	0.452,0.524,0.452,0.389	0.047
0.238,0.255,0.219,0.195	0.2,0.291,0.17,0.202	0.011
0.184,0.187,0.195,0.169	0.174,0.14,0.173,0.181	0.017
0.008,0.013,0.011,0.012	0.012,0.008,0.01,0.009	0.001
0.787,0.698,0.894,0.732	0.894,0.881,0.793,0.913	-0.093
0.133,0.13,0.098,0.173	0.049,0.133,0.041,0.071	0.06
0.827,1.0,1.0,0.833	0.906,0.927,0.86,1.0	-0.008
0.024,0.049,0.039,0.039	0.055,0.047,0.039,0.047	-0.009
0.423,0.792,1.0,0.688	1.0,0.319,0.527,0.732	0.081
0.031,0.068,0.031,0.03	0.031,0.035,0.041,0.04	0.003
0.592,0.68,0.802,1.0	0.673,0.877,1.0,1.0	-0.119
1.0,1.0,1.0,0.622	0.622,1.0,1.0,1.0	0.0
0.578,1.0,NA,1.0	NA,NA,0.146,1.0	0.286
0.101,0.138,0.21,0.154	0.061,0.103,0.096,0.098	0.061
1.0,1.0,1.0,1.0	1.0,1.0,0.72,0.687	0.148
0.885,1.0,0.674,0.922	0.826,0.861,1.0,0.75	0.011
1.0,0.313,1.0,1.0	1.0,0.242,1.0,1.0	0.018
1.0,1.0,NA,0.388	0.241,0.559,1.0,1.0	0.096
1.0,1.0,NA,1.0	0.065,1.0,1.0,NA	0.312
0.036,0.054,0.03,0.045	0.056,0.073,0.06,0.124	-0.037
1.0,1.0,1.0,0.457	1.0,0.752,0.814,1.0	-0.027
0.192,0.262,0.211,0.195	0.216,0.205,0.192,0.169	0.02
0.467,0.721,0.379,0.536	0.696,0.379,0.629,0.468	-0.017
0.911,0.917,1.0,0.916	0.727,1.0,0.797,1.0	0.055
0.098,0.126,0.169,0.142	0.201,0.153,0.115,0.17	-0.026
0.879,0.914,0.981,0.963	0.833,0.915,0.938,1.0	0.013
0.691,0.669,0.735,0.77	0.763,0.807,0.844,0.727	-0.069
0.274,1.0,1.0,0.017	1.0,1.0,1.0,1.0	-0.427
1.0,1.0,0.943,1.0	0.96,1.0,1.0,1.0	-0.004
0.0,NA,0.0,NA	1.0,NA,NA,NA	-1.0
0.149,0.346,0.4,0.233	0.352,0.303,0.272,0.46	-0.065
0.874,0.86,0.93,1.0	0.93,0.961,1.0,1.0	-0.057
0.848,0.975,0.972,1.0	0.841,0.925,0.975,0.938	0.029
1.0,1.0,1.0,0.912	0.913,0.947,1.0,1.0	0.013
0.533,0.486,0.59,0.621	0.601,0.551,0.756,0.573	-0.063
0.399,0.548,0.471,0.544	0.453,0.449,0.514,0.467	0.02
0.578,0.217,0.333,0.206	0.581,0.234,0.432,0.347	-0.065
0.147,0.463,0.391,0.741	0.337,0.303,0.187,0.262	0.163
0.045,0.298,1.0,1.0	0.361,1.0,0.124,0.248	0.153
0.313,0.257,0.32,0.334	0.351,0.276,0.357,0.335	-0.024
1.0,0.869,0.916,1.0	0.948,0.94,1.0,1.0	-0.026
0.049,1.0,0.712,0.094	0.481,0.072,1.0,0.773	-0.118
1.0,0.643,0.295,1.0	0.418,1.0,0.35,1.0	0.042
0.653,0.86,0.56,1.0	1.0,1.0,1.0,0.769	-0.174
0.643,0.75,0.68,0.598	0.805,0.5,0.797,0.62	-0.013
1.0,1.0,1.0,1.0	0.817,1.0,1.0,1.0	0.046
0.021,0.019,0.029,0.027	0.048,0.029,0.046,0.03	-0.014
0.557,0.828,0.804,0.819	0.778,0.721,0.564,0.664	0.07
0.931,0.877,0.754,0.93	0.873,0.927,1.0,0.907	-0.054
1.0,1.0,0.529,0.716	0.737,0.584,0.692,0.584	0.162
0.696,0.572,0.835,0.652	0.72,0.843,0.832,0.758	-0.1
0.107,0.196,0.241,0.2	0.268,0.19,0.214,0.162	-0.023
0.264,0.254,0.366,0.289	0.177,0.481,0.323,0.331	-0.035
0.451,0.425,0.443,0.417	0.415,0.357,0.419,0.437	0.027
1.0,0.989,0.947,0.97	1.0,1.0,1.0,1.0	-0.024
0.96,0.947,0.99,0.946	0.935,0.918,0.958,0.955	0.019
0.867,0.873,0.908,0.783	0.785,0.888,0.819,0.765	0.043
0.522,0.737,0.639,0.645	0.58,0.548,0.565,0.621	0.057
NA,NA,1.0,1.0	0.373,1.0,NA,1.0	0.209
1.0,1.0,1.0,0.711	1.0,1.0,1.0,1.0	-0.072
0.094,0.197,0.163,0.088	0.167,0.134,0.118,0.104	0.005
NA,1.0,NA,0.442	NA,1.0,NA,0.345	0.048
NA,1.0,NA,0.437	0.0,1.0,NA,0.341	0.272
NA,NA,0.0,0.0	NA,NA,0.263,0.0	-0.132
1.0,1.0,0.111,1.0	1.0,1.0,0.158,1.0	-0.012
1.0,1.0,1.0,1.0	1.0,0.236,1.0,1.0	0.191
0.76,0.914,0.648,0.723	0.898,0.726,0.827,0.901	-0.077
0.605,0.522,0.597,0.422	0.402,0.578,0.658,0.507	0.0
0.437,0.631,0.938,0.649	0.536,0.683,0.703,0.73	0.001
0.284,0.493,0.335,0.365	0.269,0.338,0.492,0.286	0.023
0.736,0.772,0.83,0.75	0.678,0.702,0.766,0.876	0.017
0.243,0.304,0.253,0.257	0.195,0.277,0.208,0.201	0.044
0.822,1.0,1.0,0.847	0.732,1.0,1.0,1.0	-0.016
0.244,0.0,NA,0.0	NA,0.0,0.0,0.0	0.081
0.392,0.409,0.673,0.247	0.469,0.55,0.277,0.377	0.012
1.0,0.447,1.0,1.0	1.0,1.0,1.0,1.0	-0.138
0.761,0.651,0.706,1.0	0.833,0.893,0.58,1.0	-0.047
0.937,0.945,0.914,0.892	0.892,1.0,0.851,0.942	0.001
0.393,0.478,0.458,0.371	0.417,0.326,0.456,0.41	0.023
0.748,0.84,0.81,0.899	0.806,0.824,0.91,0.83	-0.018
0.627,0.524,0.551,0.48	0.443,0.56,0.502,0.536	0.035
0.093,0.104,NA,0.134	1.0,1.0,0.236,0.093	-0.472
1.0,1.0,NA,0.0	1.0,0.149,0.19,0.149	0.295
0.301,0.193,0.311,0.265	0.305,0.247,0.284,0.209	0.006
0.1,0.236,0.296,0.24	0.107,0.281,0.265,0.283	-0.016
0.243,0.238,0.185,0.207	0.228,0.187,0.244,0.226	-0.003
0.612,0.483,0.769,0.382	0.278,0.481,0.882,0.48	0.031
0.088,NA,1.0,1.0	1.0,1.0,1.0,NA	-0.304
0.1,0.117,0.143,0.138	0.134,0.179,0.094,0.061	0.007
0.622,0.412,0.695,0.55	0.546,0.405,0.479,0.522	0.082
1.0,0.263,1.0,0.703	0.309,0.66,1.0,1.0	-0.001
0.745,1.0,1.0,1.0	1.0,1.0,1.0,0.66	0.021
1.0,0.648,0.307,0.692	0.635,0.384,0.689,1.0	-0.015
0.118,0.166,0.213,0.153	0.15,0.123,0.144,0.09	0.036
0.834,1.0,0.59,0.848	1.0,1.0,1.0,0.763	-0.123
0.049,0.048,0.052,0.061	0.067,0.073,0.07,0.072	-0.018
1.0,1.0,0.086,0.0	NA,1.0,0.627,1.0	-0.354
1.0,0.298,1.0,1.0	1.0,1.0,0.271,1.0	0.007
1.0,1.0,0.316,1.0	0.188,0.148,0.212,1.0	0.442
1.0,1.0,0.265,1.0	1.0,1.0,1.0,1.0	-0.184
0.377,0.0,0.43,1.0	0.312,0.312,0.07,0.377	0.184
0.021,0.042,0.029,0.02	0.024,0.023,0.029,0.026	0.003
0.811,1.0,1.0,1.0	0.603,1.0,1.0,1.0	0.052
0.811,1.0,0.914,0.903	0.901,0.854,1.0,0.738	0.034
0.115,0.248,0.127,0.143	0.136,0.115,0.149,0.109	0.031
0.861,0.863,0.779,0.805	0.819,0.795,0.847,0.913	-0.016
0.785,0.778,0.764,0.762	0.785,0.816,0.788,0.764	-0.016
0.122,0.27,0.195,0.12	0.18,0.302,0.425,0.105	-0.076
0.606,0.447,0.46,0.548	0.532,0.635,1.0,0.403	-0.127
1.0,1.0,1.0,0.82	1.0,1.0,1.0,1.0	-0.045
1.0,1.0,1.0,1.0	1.0,0.473,1.0,1.0	0.132
0.505,0.66,0.713,0.479	0.4,0.66,0.394,0.562	0.085
0.561,0.672,0.605,0.517	0.452,0.54,0.481,0.463	0.105
0.601,0.717,0.71,0.635	0.644,0.582,0.583,0.645	0.052
0.846,0.868,0.541,0.781	0.622,1.0,0.712,1.0	-0.074
0.653,1.0,0.801,0.544	0.599,0.561,0.682,0.713	0.111
1.0,1.0,1.0,1.0	1.0,0.853,1.0,0.727	0.105
0.552,0.458,0.641,0.562	0.487,0.356,0.393,0.282	0.174
0.705,0.565,0.902,0.796	0.728,0.861,0.663,0.615	0.025
1.0,0.895,0.91,1.0	0.688,0.774,0.896,0.872	0.144
0.497,0.545,0.468,0.424	0.662,0.397,0.556,0.516	-0.049
0.895,0.9,0.833,0.817	0.768,0.791,0.828,0.811	0.062
0.064,0.081,0.086,0.062	0.099,0.09,0.084,0.087	-0.017
1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.77	0.057
1.0,1.0,0.184,1.0	0.153,0.213,0.265,NA	0.586
1.0,0.116,0.283,0.441	0.283,0.208,0.09,0.304	0.239
1.0,1.0,1.0,1.0	1.0,0.884,1.0,1.0	0.029
1.0,1.0,1.0,1.0	1.0,1.0,0.839,1.0	0.04
0.404,0.507,0.589,0.59	0.689,0.565,0.619,0.691	-0.119
0.801,0.857,0.849,1.0	0.618,1.0,0.864,0.868	0.039
0.288,0.36,0.295,0.39	0.3,0.262,0.405,0.364	0.0
0.187,0.226,0.199,0.274	0.211,0.205,0.179,0.3	-0.002
0.766,0.791,1.0,0.681	0.735,0.201,0.274,0.716	0.328
1.0,1.0,1.0,1.0	1.0,1.0,0.774,1.0	0.056
0.767,0.829,0.622,1.0	0.693,0.645,1.0,0.496	0.096
1.0,1.0,1.0,1.0	0.279,1.0,1.0,1.0	0.18
0.057,0.038,0.027,0.013	0.022,0.043,0.023,0.068	-0.005
0.481,0.538,0.49,0.364	0.285,0.531,0.246,0.633	0.045
