ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR
2450	284,291,273,260	1,0,1,1	301,260,310,340	0,0,0,1	262	149	0.277502613349726	0.696867549219044
2453	0,12,0,0	0,1,0,0	2,1,8,0	2,1,1,0	690	149	0.15462791864444	0.556725932911477
2457	63,33,43,44	0,1,0,0	44,36,43,34	0,2,0,0	189	149	0.598950787842125	0.877583571929854
2458	239,180,263,215	50,44,53,47	215,183,218,240	75,61,69,53	234	149	0.0194482898104341	0.297616502018984
2459	18,14,13,14	71,73,85,92	14,21,17,18	96,106,85,101	266	149	0.914831261579677	0.999202115572178
2460	126,137,116,109	3,5,8,3	146,108,96,138	2,9,4,1	260	149	0.528729464054942	0.830032304326985
2461	69,73,59,63	64,79,95,98	64,59,78,113	94,77,87,89	2328	149	0.457606158498473	0.78537076867566
2463	34,40,25,33	90,75,102,95	25,27,25,32	88,95,80,97	263	149	0.265789018265542	0.687917537808875
2464	31,45,35,43	8,7,5,4	53,57,58,37	3,15,11,8	1683	149	0.703402526681651	0.94929693297983
2465	210,185,196,199	15,15,66,76	248,244,268,245	27,68,23,73	482	149	0.999202115572178	0.999202115572178
2466	1867,1806,2101,1981	261,256,249,242	1890,1881,2011,2097	226,214,246,227	1432	149	0.0247318091877827	0.321892471672676
2467	527,471,577,580	9,7,10,7	556,506,494,539	2,3,4,3	435	149	0.00396697496656151	0.21599974657833
2468	33,34,51,54	976,1185,1210,1149	46,36,53,28	1023,870,1008,1048	363	149	0.627551548823729	0.900176402001251
2469	33,34,51,54	19,37,38,32	46,36,53,28	33,21,33,28	291	149	0.814166271254469	0.990863955887142
2470	133,167,108,140	64,58,44,52	119,135,197,165	85,73,80,73	2620	149	0.0803259078826555	0.478153690898502
2471	392,458,310,306	3,5,4,5	484,377,481,527	4,2,5,9	1141	149	0.85061433796473	0.999202115572178
2472	28,31,35,16	10,23,26,13	32,30,41,27	20,28,21,23	716	149	0.704709120453254	0.94929693297983
2473	1473,1605,1358,1304	132,95,143,87	1586,1482,1459,1498	143,102,93,128	1914	149	0.872952692371481	0.999202115572178
2474	2,0,2,0	0,0,0,0	0,1,0,1	0,2,0,0	379	149	NA	NA
2475	3119,3165,2526,2719	0,1,1,0	3414,3127,3301,3295	1,0,0,0	1857	149	0.531806281170033	0.833122989553234
2476	53,95,58,61	68,59,68,56	101,93,90,109	58,57,74,64	219	149	0.0151080757919231	0.276598287303397
2477	16,5,17,8	60,72,88,81	8,20,18,22	98,82,109,107	232	149	0.635129423496911	0.906388815311316
2478	24,40,38,31	13,25,37,23	37,44,42,45	59,33,39,27	399	149	0.343470328874688	0.723163578744042
2479	8,12,13,13	1,0,0,1	19,8,20,14	0,0,0,0	353	149	0.0679885962965797	0.455071892706308
2480	91,122,127,101	26,13,13,17	128,98,98,97	19,14,30,19	237	149	0.392401669476975	0.747070572072263
2481	477,446,515,540	20,22,22,26	429,364,424,359	20,17,27,15	341	149	0.429803633822417	0.767477304057372
2482	477,446,516,541	23,25,20,25	429,364,424,359	29,24,23,20	344	149	0.055422319448632	0.448213649642782
2483	52,46,51,46	7,3,4,4	52,48,37,48	6,6,2,2	1724	149	0.883461236558017	0.999202115572178
