IncLevel1	IncLevel2	IncLevelDifference
0.625,0.786,0.789,0.733	0.412,0.625,0.55,0.421	0.231
0.0,0.0,0.265,0.0	0.0,0.194,0.0,0.0	0.018
0.0,0.0,0.0,0.0	0.0,0.224,0.0,0.0	-0.056
0.0,0.0,0.0,0.0	0.0,0.419,0.0,0.0	-0.105
0.0,0.419,0.126,0.171	0.138,0.0,0.265,0.0	0.078
0.0,0.265,0.116,0.366	0.0,0.0,0.265,0.0	0.12
0.0,1.0,0.325,0.491	0.0,0.0,0.743,0.0	0.268
0.385,0.714,0.636,0.5	0.778,0.714,0.875,0.692	-0.206
0.3,1.0,0.786,0.625	0.833,0.7,0.889,0.6	-0.078
0.023,0.007,0.027,0.013	0.046,0.015,0.006,0.029	-0.007
0.443,0.392,0.388,0.377	0.36,0.35,0.361,0.399	0.032
0.684,0.595,0.584,0.705	0.579,0.581,0.541,0.567	0.075
0.238,0.268,0.269,0.253	0.307,0.407,0.333,0.402	-0.105
0.29,0.235,0.261,0.311	0.303,0.412,0.328,0.378	-0.081
0.0,0.053,0.0,0.0	0.0,0.0,0.0,0.04	0.003
0.0,0.1,0.0,0.0	0.0,0.0,0.0,0.04	0.015
0.413,0.463,0.442,0.449	0.425,0.395,0.436,0.44	0.018
0.615,0.556,0.527,0.534	0.318,0.414,0.448,0.514	0.135
0.511,0.5,0.439,0.48	0.452,0.636,0.512,0.529	-0.05
0.523,0.575,0.741,0.532	0.542,0.606,0.526,0.523	0.043
0.333,0.0,0.0,0.0	0.0,0.0,0.6,0.333	-0.15
0.623,0.652,0.556,0.67	0.693,0.547,0.627,0.64	-0.002
0.382,0.385,0.464,0.414	0.387,0.337,0.39,0.386	0.036
0.5,0.5,0.15,0.7	0.714,0.538,0.3,0.5	-0.051
0.045,0.021,0.0,0.011	0.012,0.015,0.011,0.033	0.001
0.096,0.105,0.037,0.12	0.117,0.082,0.073,0.103	-0.004
0.295,0.329,0.324,0.229	0.223,0.267,0.358,0.248	0.02
0.438,0.1,0.182,0.273	0.0,0.125,0.235,0.182	0.113
0.545,0.578,0.633,0.5	0.483,0.474,0.37,0.507	0.106
1.0,0.333,1.0,1.0	1.0,1.0,1.0,NA	-0.167
0.291,0.25,0.273,0.257	0.35,0.314,0.319,0.301	-0.053
0.821,0.796,0.85,0.922	0.789,0.844,0.875,0.821	0.015
0.496,0.422,0.472,0.436	0.452,0.435,0.496,0.5	-0.014
0.956,0.915,0.785,0.941	0.973,0.947,0.873,0.902	-0.025
0.413,0.319,0.381,0.341	0.433,0.388,0.479,0.337	-0.046
0.019,0.03,0.093,0.021	0.015,0.025,0.064,0.045	0.003
0.064,0.105,0.118,0.074	0.151,0.105,0.087,0.115	-0.024
0.133,0.107,0.098,0.042	0.17,0.105,0.116,0.1	-0.028
0.535,0.528,0.503,0.518	0.577,0.542,0.575,0.457	-0.017
NA,NA,1.0,NA	0.75,NA,NA,NA	0.25
0.25,0.16,0.25,0.533	0.292,0.267,0.4,0.407	-0.043
0.32,0.387,0.518,0.524	0.406,0.467,0.402,0.409	0.016
0.968,0.953,0.977,0.984	0.911,0.925,1.0,0.936	0.027
0.852,0.857,0.906,0.905	0.895,0.966,1.0,0.931	-0.068
0.477,0.458,0.547,0.477	0.514,0.846,0.871,0.753	-0.256
1.0,1.0,1.0,1.0	0.984,1.0,1.0,1.0	0.004
1.0,1.0,1.0,1.0	NA,0.0,NA,0.0	1.0
0.562,0.562,0.571,0.571	0.5,0.727,0.238,0.706	0.024
0.5,0.542,0.632,0.548	0.381,0.545,0.571,0.455	0.068
0.933,0.684,0.75,0.852	0.8,0.857,0.952,0.789	-0.045
0.516,0.565,0.522,0.536	0.458,0.55,0.5,0.529	0.026
0.649,0.75,0.658,0.769	0.639,0.636,0.549,0.607	0.099
0.077,0.208,0.044,0.182	0.181,0.078,0.111,0.12	0.005
0.064,0.185,0.49,0.307	0.194,0.0,0.228,0.49	0.034
NA,0.5,0.2,0.25	0.5,1.0,NA,0.5	-0.35
0.519,0.546,0.556,0.488	0.581,0.463,0.364,0.521	0.045
0.448,0.378,0.0,0.226	0.344,0.196,0.15,0.245	0.029
0.692,0.545,0.333,0.444	0.722,0.571,0.467,0.667	-0.103
0.523,0.547,0.533,0.541	0.515,0.503,0.434,0.47	0.056
0.45,0.486,0.477,0.465	0.443,0.46,0.459,0.465	0.013
0.465,0.504,0.542,0.488	0.481,0.522,0.44,0.447	0.027
0.991,0.975,0.984,0.98	0.971,0.985,0.968,0.976	0.008
0.827,0.822,0.839,0.833	0.806,0.864,0.795,0.796	0.015
0.602,0.641,0.628,0.617	0.627,0.603,0.586,0.578	0.024
0.043,0.105,0.078,0.095	0.111,0.088,0.114,0.086	-0.02
0.014,0.043,0.027,0.033	0.048,0.022,0.045,0.032	-0.008
0.551,0.552,0.587,0.545	0.545,0.568,0.511,0.549	0.016
0.86,0.844,0.858,0.853	0.83,0.881,0.828,0.855	0.005
0.671,0.677,0.665,0.664	0.684,0.637,0.653,0.676	0.007
0.241,0.279,0.245,0.244	0.288,0.193,0.268,0.261	-0.0
0.249,0.279,0.247,0.254	0.307,0.192,0.28,0.261	-0.003
0.658,0.667,0.668,0.663	0.699,0.649,0.654,0.65	0.001
0.0,0.005,0.0,0.002	0.011,0.004,0.0,0.005	-0.003
0.222,0.34,0.258,0.165	0.305,0.255,0.188,0.117	0.03
0.3,0.321,0.425,0.242	0.287,0.36,0.298,0.254	0.022
0.019,0.017,0.016,0.0	0.031,0.083,0.017,0.019	-0.024
0.197,0.228,0.333,0.403	0.2,0.298,0.254,0.361	0.012
0.197,0.228,0.213,0.362	0.288,0.381,0.175,0.296	-0.035
0.0,0.016,0.087,0.073	0.0,0.0,0.041,0.05	0.021
1.0,0.958,0.862,0.905	1.0,0.947,0.833,0.895	0.012
0.247,0.238,0.294,0.266	0.194,0.206,0.331,0.234	0.02
0.584,0.561,0.521,0.528	0.498,0.49,0.564,0.525	0.029
0.509,0.497,0.43,0.421	0.449,0.426,0.383,0.446	0.038
0.594,0.492,0.435,0.442	0.531,0.454,0.477,0.515	-0.004
0.576,0.495,0.571,0.479	0.56,0.436,0.543,0.505	0.019
0.875,1.0,0.926,0.849	0.956,0.9,0.6,0.833	0.09
0.562,0.568,0.528,0.537	0.528,0.529,0.551,0.404	0.046
0.104,0.2,0.062,0.197	0.135,0.123,0.186,0.247	-0.032
0.405,0.615,0.455,0.402	0.398,0.354,0.412,0.33	0.096
0.6,0.643,0.667,0.4	0.7,0.0,0.588,0.467	0.139
0.583,0.7,0.633,0.654	0.733,0.579,0.4,0.769	0.022
0.42,0.469,0.439,0.384	0.418,0.393,0.368,0.364	0.042
0.511,0.652,0.481,0.514	0.497,0.523,0.467,0.493	0.045
0.27,0.299,0.138,0.199	0.206,0.248,0.241,0.184	0.007
0.74,0.702,0.737,0.727	0.631,0.762,0.755,0.726	0.008
0.3,0.284,0.37,0.369	0.291,0.346,0.321,0.299	0.017
0.44,0.451,0.45,0.452	0.476,0.429,0.467,0.438	-0.004
0.518,0.567,0.52,0.641	0.684,0.621,0.471,0.64	-0.043
0.468,0.447,0.394,0.439	0.634,0.545,0.432,0.5	-0.091
0.0,0.0,0.0,0.0	0.007,0.0,0.0,0.011	-0.004
0.0,0.0,0.0,0.0	0.0,0.018,0.0,0.011	-0.007
0.109,0.203,0.18,0.167	0.16,0.236,0.248,0.188	-0.043
0.109,0.208,0.187,0.173	0.17,0.247,0.266,0.2	-0.051
0.25,0.198,0.173,0.205	0.273,0.309,0.303,0.15	-0.052
0.252,0.202,0.18,0.215	0.291,0.316,0.324,0.16	-0.06
0.472,0.468,0.395,0.517	0.431,0.346,0.407,0.439	0.057
0.189,0.153,0.19,0.209	0.252,0.152,0.253,0.277	-0.048
0.33,0.427,0.411,0.372	0.407,0.444,0.415,0.436	-0.04
0.571,0.604,0.569,0.615	0.672,0.517,0.73,0.366	0.018
0.5,1.0,0.4,0.5	NA,0.667,0.4,0.75	-0.006
0.69,0.7,0.672,0.66	0.725,0.698,0.64,0.592	0.017
0.348,0.302,0.35,0.347	0.333,0.333,0.286,0.373	0.006
0.512,0.515,0.493,0.497	0.512,0.489,0.495,0.483	0.009
0.4,NA,1.0,0.0	NA,NA,NA,0.0	0.467
0.511,0.529,0.462,0.523	0.522,0.474,0.475,0.532	0.005
0.0,0.222,0.2,0.1	0.25,0.143,0.067,0.25	-0.047
0.43,0.48,0.428,0.511	0.463,0.609,0.435,0.472	-0.033
0.4,0.403,0.428,0.464	0.37,0.417,0.401,0.369	0.035
0.5,0.459,0.509,0.466	0.42,0.503,0.376,0.479	0.039
0.762,0.729,0.763,0.778	0.762,0.776,0.811,0.745	-0.016
0.858,0.92,0.847,0.801	0.736,0.769,0.828,0.95	0.036
0.309,0.442,0.299,0.397	0.22,0.274,0.247,0.319	0.097
0.88,0.933,0.86,0.832	0.76,0.769,0.864,0.95	0.04
0.34,0.48,0.342,0.449	0.256,0.274,0.305,0.329	0.112
0.833,0.429,0.5,1.0	1.0,1.0,1.0,0.286	-0.131
1.0,0.842,0.862,0.968	1.0,1.0,1.0,0.812	-0.035
0.852,0.696,0.893,0.811	0.829,0.875,0.833,0.684	0.008
0.0,0.3,0.571,0.125	0.0,0.0,0.0,0.333	0.166
0.0,0.111,0.4,0.25	0.0,0.5,0.0,0.143	0.029
0.042,0.077,0.033,0.056	0.047,0.049,0.0,0.058	0.013
0.31,0.223,0.227,0.253	0.213,0.212,0.273,0.267	0.012
0.0,0.036,0.0,0.017	0.03,0.039,0.007,0.017	-0.01
0.0,0.016,0.0,0.008	0.014,0.017,0.003,0.007	-0.004
0.453,0.473,0.413,0.426	0.404,0.457,0.419,0.434	0.013
0.223,0.199,0.165,0.122	0.155,0.126,0.126,0.172	0.033
0.943,0.98,0.944,0.963	0.975,0.947,0.981,0.994	-0.017
0.349,0.367,0.368,0.316	0.275,0.325,0.333,0.354	0.028
0.0,0.0,0.0,0.007	0.0,0.0,0.0,0.0	0.002
0.335,0.348,0.435,0.364	0.353,0.4,0.389,0.417	-0.019
0.472,0.451,0.497,0.524	0.48,0.449,0.459,0.467	0.022
0.381,0.35,0.289,0.265	0.33,0.299,0.359,0.382	-0.021
0.167,0.833,0.5,0.5	0.5,1.0,0.5,1.0	-0.25
0.526,0.571,0.486,0.5	0.4,0.583,0.647,0.632	-0.045
0.622,0.648,0.59,0.645	0.646,0.629,0.659,0.664	-0.023
0.75,0.571,0.5,0.286	0.6,0.333,0.385,0.0	0.197
0.492,0.435,0.54,0.377	0.387,0.364,0.619,0.455	0.005
0.069,0.03,0.086,0.052	0.096,0.104,0.058,0.081	-0.026
0.489,0.401,0.398,0.43	0.453,0.434,0.449,0.438	-0.014
0.636,0.7,0.294,0.5	0.5,0.5,1.0,0.533	-0.101
0.053,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.013
0.107,0.114,0.059,0.0	0.08,0.095,0.0,0.038	0.017
0.053,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.013
0.1,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.025
0.28,0.217,0.368,0.375	0.25,0.417,0.208,0.324	0.01
0.0,0.0,0.0,0.062	0.0,0.0,0.0,0.0	0.015
0.1,0.182,0.2,0.286	0.143,0.417,0.174,0.167	-0.033
0.4,0.25,0.0,0.0	0.0,0.0,0.0,0.154	0.124
0.308,0.417,0.062,0.0	0.1,0.286,0.0,0.214	0.047
0.625,0.625,0.429,0.688	0.389,0.8,0.385,0.545	0.062
0.667,0.812,0.25,0.583	0.312,0.7,0.2,0.091	0.252
0.786,0.857,0.478,0.762	0.5,0.85,0.467,0.565	0.125
0.0,0.0,0.0,0.0	0.0,0.25,0.111,0.091	-0.113
0.4,0.571,0.25,0.5	0.214,0.786,0.429,0.375	-0.021
0.483,0.532,0.66,0.458	0.581,0.577,0.449,0.48	0.012
0.672,0.666,0.674,0.652	0.747,0.637,0.698,0.645	-0.016
0.833,0.87,0.878,0.831	0.794,0.8,0.851,0.785	0.045
0.651,0.483,0.5,0.675	0.621,0.762,0.514,0.582	-0.042
0.619,0.593,0.6,0.488	0.694,0.5,0.654,0.625	-0.043
0.662,0.492,0.62,0.652	0.54,0.447,0.655,0.587	0.049
0.018,0.125,0.107,0.039	0.0,0.032,0.048,0.017	0.048
0.191,0.263,0.219,0.222	0.233,0.13,0.143,0.192	0.049
0.736,0.794,0.848,0.732	0.718,0.692,0.712,0.746	0.061
0.1,0.333,0.429,0.286	0.0,0.154,0.3,0.1	0.149
0.458,0.308,0.25,0.3	0.318,0.25,0.294,0.2	0.064
0.324,0.358,0.375,0.333	0.329,0.424,0.314,0.321	0.001
0.515,0.542,0.52,0.558	0.553,0.459,0.444,0.488	0.048
0.13,0.409,0.111,0.048	0.237,0.036,0.231,0.211	-0.004
0.0,0.059,0.0,0.0	0.0,0.2,0.154,0.118	-0.103
0.457,0.359,0.529,0.545	0.519,0.32,0.318,0.561	0.043
0.459,0.309,0.311,0.302	0.395,0.405,0.296,0.333	-0.012
0.479,0.495,0.503,0.432	0.482,0.369,0.38,0.451	0.057
0.536,0.556,0.606,0.617	0.654,0.564,0.523,0.616	-0.011
0.634,0.602,0.595,0.561	0.507,0.584,0.53,0.531	0.06
0.08,0.067,0.159,0.08	0.113,0.083,0.068,0.095	0.007
0.365,0.296,0.351,0.256	0.324,0.393,0.368,0.319	-0.034
0.749,0.889,0.822,0.844	0.764,0.766,0.843,0.76	0.043
0.46,0.776,0.632,0.48	0.618,0.581,0.356,0.442	0.088
0.176,0.75,0.345,0.283	0.133,0.278,0.27,0.345	0.132
0.2,0.464,0.235,0.3	0.087,0.217,0.4,0.4	0.024
0.138,0.133,0.125,0.045	0.207,0.207,0.0,0.118	-0.023
0.708,0.712,0.713,0.708	0.696,0.677,0.669,0.66	0.035
0.596,0.671,0.662,0.567	0.619,0.406,0.517,0.569	0.096
0.19,0.094,0.254,0.062	0.183,0.043,0.049,0.056	0.067
0.034,0.0,0.0,0.011	0.028,0.02,0.011,0.035	-0.012
0.592,0.642,0.662,0.545	0.611,0.408,0.577,0.615	0.057
0.416,0.429,0.413,0.438	0.438,0.385,0.459,0.495	-0.02
0.41,0.188,0.282,0.457	0.095,0.5,0.414,0.459	-0.033
0.326,0.319,0.376,0.284	0.309,0.352,0.329,0.274	0.01
0.0,0.0,0.0,0.0	0.0,0.03,0.0,0.0	-0.007
0.778,0.795,0.863,0.776	0.802,0.812,0.859,0.833	-0.024
0.556,0.7,0.769,0.588	0.75,0.5,0.8,0.706	-0.036
0.0,0.0,0.0,0.125	0.0,0.167,0.333,0.286	-0.165
0.52,0.591,0.743,0.623	0.0,0.366,0.591,0.0	0.38
1.0,1.0,1.0,0.92	NA,0.743,0.743,0.0	0.485
1.0,1.0,1.0,0.852	NA,0.591,0.591,0.0	0.569
0.284,0.138,0.336,0.306	0.178,0.256,0.217,0.113	0.075
0.145,0.084,0.163,0.18	0.178,0.198,0.266,0.113	-0.046
0.032,0.115,0.091,0.089	0.038,0.086,0.053,0.067	0.021
0.033,0.179,0.047,0.019	0.051,0.07,0.1,0.067	-0.003
0.5,0.485,0.6,0.48	0.405,0.5,0.495,0.529	0.034
1.0,1.0,0.929,0.8	0.75,0.7,0.6,0.5	0.295
0.444,0.571,0.625,0.471	0.0,0.25,0.167,0.2	0.373
0.9,0.789,0.903,0.784	0.885,0.939,0.878,0.945	-0.068
0.501,0.613,0.554,0.586	0.498,0.573,0.557,0.596	0.007
0.243,0.243,0.253,0.243	0.211,0.179,0.25,0.195	0.037
0.243,0.243,0.254,0.241	0.211,0.179,0.25,0.195	0.037
0.062,0.0,0.077,0.0	0.0,0.074,0.105,0.0	-0.01
0.0,0.0,0.429,1.0	0.0,0.333,0.111,0.0	0.246
