"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","minuslog10padj","regulation","inPublication"
"3020","Dnajc10",1038.6691997953,0.110882982279541,0.0584070611836923,1.89845166033624,0.0576366098595608,0.171412904459427,"p adj. >= 0.05",0.765956486236854,"not significant",FALSE
"3021","Dnajc11",1119.81206243207,0.0329542588134512,0.058444992296923,0.563850853911161,0.572855639267093,0.750850680698903,"p adj. >= 0.05",0.124446421179844,"not significant",FALSE
"3022","Dnajc13",1413.84998037655,0.0700289331341384,0.0572180242794221,1.22389638607853,0.220991317104035,0.42613284712069,"p adj. >= 0.05",0.370454988274438,"not significant",FALSE
"3023","Dnajc14",988.048731793464,-0.0235017902075015,0.0561295113932499,-0.41870648120995,0.675430658424799,0.82017916209934,"p adj. >= 0.05",0.0860912688210676,"not significant",FALSE
"3024","Dnajc15",79.3774380955974,0.267768231137674,0.172066019889753,1.55619471705825,0.119661797241987,0.283972687614188,"p adj. >= 0.05",0.546723428223563,"not significant",FALSE
"3025","Dnajc16",547.48311036877,0.0898728888109886,0.0760567823397589,1.18165515350769,0.237342559667697,0.445474553494646,"p adj. >= 0.05",0.351177098793189,"not significant",FALSE
"3026","Dnajc17",131.061016268656,-0.15442516375439,0.13381442946193,-1.15402475185476,0.248490021330972,0.458360058949065,"p adj. >= 0.05",0.338793233391812,"not significant",FALSE
"3027","Dnajc18",1167.48798449675,0.0710470860127578,0.0553838152292551,1.28281314168528,0.199557548869139,0.398887988544113,"p adj. >= 0.05",0.399149041121976,"not significant",FALSE
"3028","Dnajc19",202.854053660285,0.0963434773548893,0.119859420046016,0.803803967330243,0.421510198173865,0.628739109100856,"p adj. >= 0.05",0.201529524637194,"not significant",FALSE
"3029","Dnajc2",673.269934937767,-0.0228473037717469,0.0683617888105316,-0.334211613962727,0.738219880716679,0.860113974401833,"p adj. >= 0.05",0.0654439962283981,"not significant",FALSE
"3030","Dnajc21",301.216350411955,0.0284591222009128,0.102724620728869,0.277042854955168,0.781747199997934,0.884846686637749,"p adj. >= 0.05",0.0531319710142355,"not significant",FALSE
"3031","Dnajc24",90.3039494543823,0.402908983539799,0.158544157166661,2.54130452197152,0.0110439682935971,0.0522417372710404,"p adj. >= 0.05",1.28198238926205,"not significant",FALSE
"3032","Dnajc25",100.909928422056,0.473312972517687,0.168192033875828,2.81412241478168,0.00489105990130145,0.0282484976500418,"p adj. < 0.05",1.5490046444692,"not significant",FALSE
"3033","Dnajc27",516.644506438145,0.168496067862853,0.0762899579383677,2.20862709085482,0.027200589431684,0.100544490789283,"p adj. >= 0.05",0.997641721043004,"not significant",FALSE
"3034","Dnajc28",107.501772147446,0.168618655861937,0.15069052158559,1.1189732047358,0.263151570484184,0.474378597367083,"p adj. >= 0.05",0.323874913351749,"not significant",FALSE
"3035","Dnajc3",571.450248163012,0.318841899618498,0.0851669536778852,3.7437278879835,0.00018131000620947,0.00214414544147536,"p adj. < 0.05",2.66874575895694,"not significant",FALSE
"3036","Dnajc30",262.174653739597,-0.300423470173642,0.110799060362725,-2.71142615460944,0.00669944617890486,0.0359505107783677,"p adj. < 0.05",1.44429493485966,"not significant",FALSE
"3037","Dnajc4",72.574493248398,-0.0526165612526295,0.186702065286668,-0.281820992027272,0.778080773772519,0.882701168891281,"p adj. >= 0.05",0.0541862983104781,"not significant",FALSE
"3038","Dnajc5",4479.00850324462,0.100559812453677,0.0460947191851901,2.1815907381856,0.0291397510452178,0.105376634715811,"p adj. >= 0.05",0.977255675071359,"not significant",FALSE
"3039","Dnajc6",1928.43412612403,0.207948990048224,0.0526538432260439,3.94936014747291,7.83603774693788e-05,0.00109240170664719,"p adj. < 0.05",2.96161763003827,"not significant",FALSE
"3040","Dnajc7",2248.3035450577,0.0429426637384658,0.0490414614051859,0.875639968875903,0.38122578974262,0.593789140939853,"p adj. >= 0.05",0.226367748930986,"not significant",FALSE
"3041","Dnajc8",945.309434647408,0.0160747845143022,0.0620095936565701,0.259230605562903,0.795457318180504,0.89268238052702,"p adj. >= 0.05",0.0493030371040434,"not significant",FALSE
"3042","Dnajc9",614.504061668975,-0.178479381761386,0.0750206396826878,-2.37907038004867,0.0173563617735031,0.0720619949587549,"p adj. >= 0.05",1.14229371907182,"not significant",FALSE
"3043","Dnal1",1079.611845926,0.225990970401443,0.0669942376400905,3.37328967926349,0.000742757658904953,0.00645676652177918,"p adj. < 0.05",2.18998491750251,"not significant",FALSE
"3044","Dnal4",446.463029423766,-0.315487404198676,0.0809984392704797,-3.89498127420903,9.82063164188854e-05,0.00130683839646707,"p adj. < 0.05",2.88377811392051,"not significant",FALSE
"3045","Dnase1l2",104.464892426734,0.362630845258646,0.158024014916725,2.29478314071278,0.0217455553008955,0.0850834409070383,"p adj. >= 0.05",1.07015495486802,"not significant",FALSE
"3046","Dner",3729.16292574252,0.123818870152054,0.0682292381222468,1.8147479520467,0.0695626522594895,0.19589961113008,"p adj. >= 0.05",0.707966426099332,"not significant",FALSE
"3047","Dnhd1",134.945889771259,0.0767934568727566,0.183628630842937,0.418199800980056,0.67580104128103,0.82047764425733,"p adj. >= 0.05",0.0859332477710958,"not significant",FALSE
"3048","Dnlz",494.109422885448,-0.0154741074691058,0.0777619654346415,-0.1989932659574,0.84226801224377,0.917759631221804,"p adj. >= 0.05",0.0372710491944077,"not significant",FALSE
"3049","Dnm1",2105.62076243569,0.276735505818269,0.0513038946881945,5.39404478939,6.8889034196922e-08,2.88109249685794e-06,"p adj. < 0.05",5.54044279856438,"not significant",FALSE
"3050","Dnm1l",2986.06204585165,0.103395020601704,0.0438268926720265,2.35916840775021,0.0183159416274513,0.0750188613391233,"p adj. >= 0.05",1.12482953199932,"not significant",FALSE
"3051","Dnm2",1196.35016659632,-0.0536218229637421,0.0566919311640622,-0.945845764339279,0.344227259641996,0.558479054005376,"p adj. >= 0.05",0.252993110642319,"not significant",FALSE
"3052","Dnm3",2259.2978518203,0.317448590972843,0.0539547317193623,5.88360984953101,4.01413457795785e-09,2.47635478153454e-07,"p adj. < 0.05",6.60618713484381,"not significant",FALSE
"3053","Dnmbp",188.15843469837,-0.26437649456497,0.138493687593893,-1.90894256018516,0.0562695018904247,0.168674374733052,"p adj. >= 0.05",0.772950891076261,"not significant",FALSE
"3054","Dnmt1",2818.50049657517,-0.152266550807452,0.0475177242190675,-3.2044158955397,0.00135336824448125,0.010402143087979,"p adj. < 0.05",1.98287717652809,"not significant",FALSE
"3055","Dnmt3a",3171.8634627845,0.26144023735445,0.0508305133713246,5.14337196330459,2.69850586881465e-07,9.35529376730635e-06,"p adj. < 0.05",5.02894257058867,"not significant",FALSE
"3056","Dnmt3b",59.3594034271099,-0.245907098510118,0.213991697284896,-1.14914317532017,0.250496947709212,0.460514483550259,"p adj. >= 0.05",0.336756706342181,"not significant",FALSE
"3057","Dnpep",735.999790445847,-0.0833883852612411,0.0656465735409298,-1.27026257066181,0.203991116057613,0.404603878792982,"p adj. >= 0.05",0.39296995811906,"not significant",FALSE
"3058","Dnph1",73.4631080286977,-0.297695877205687,0.190692960081533,-1.56112672999781,0.118493852376045,0.282438576298538,"p adj. >= 0.05",0.549075986340433,"not significant",FALSE
"3059","Dnttip1",304.889945250798,-0.142000253665136,0.109286265948925,-1.29934216740006,0.193826529281634,0.390655339064393,"p adj. >= 0.05",0.408206235835758,"not significant",FALSE
"3060","Dnttip2",516.19282197228,0.329637771598557,0.0805470315779007,4.09248814190935,4.26769074898564e-05,0.000663784627238923,"p adj. < 0.05",3.17797280974998,"not significant",FALSE
"3061","Doc2a",179.779661574254,0.140492291967746,0.119190125112305,1.17872425954222,0.238507992328148,0.446956513645949,"p adj. >= 0.05",0.349734729222242,"not significant",FALSE
"3062","Doc2b",466.724175573787,0.204380994026626,0.0963438062621832,2.12137138811434,0.0338905610930877,0.117400539532037,"p adj. >= 0.05",0.930329907217466,"not significant",FALSE
"3063","Doc2g",135.799896647154,-0.258960414902123,0.153628036353688,-1.68563252547169,0.0918666004515921,0.237304038107701,"p adj. >= 0.05",0.624694871504657,"not significant",FALSE
"3064","Dock1",292.886661543143,-0.342829778393894,0.101247202215616,-3.38606668521867,0.000709021519241819,0.00624305726241234,"p adj. < 0.05",2.20460268162555,"not significant",FALSE
"3065","Dock10",161.469587617951,0.45543738026662,0.13619625491627,3.34397873529351,0.00082586067400115,0.00700572345092798,"p adj. < 0.05",2.15454701033926,"not significant",FALSE
"3066","Dock11",871.770052764848,0.341393562540092,0.0646614464584879,5.27970809869316,1.29389851398742e-07,5.0134761833148e-06,"p adj. < 0.05",5.29986104384805,"not significant",FALSE
"3067","Dock3",2187.95301964665,0.112734800700381,0.0540526908666242,2.08564641080601,0.0370106640260645,0.125662715920449,"p adj. >= 0.05",0.90079355820819,"not significant",FALSE
"3068","Dock4",1194.1145570578,0.282660668864694,0.0728223237712385,3.88151124856485,0.000103809349423926,0.00136189386474813,"p adj. < 0.05",2.86585673658643,"not significant",FALSE
"3069","Dock5",51.1243123245463,-0.0594309517361228,0.218943049837507,-0.271444797084131,0.786048951778604,0.886669140399977,"p adj. >= 0.05",0.052238406441346,"not significant",FALSE
"3070","Dock6",316.577749422047,-0.0677215551488179,0.106715676189848,-0.634598004405095,0.525690630026892,0.714037360549982,"p adj. >= 0.05",0.146279064055467,"not significant",FALSE
"3071","Dock7",3953.12673278493,0.0566607699071327,0.0556378550110806,1.01838523242581,0.308494917414283,0.523253771342315,"p adj. >= 0.05",0.281287632808188,"not significant",FALSE
"3072","Dock9",2371.4559823944,0.279365182795276,0.0711959916360621,3.92388920184338,8.71308200230693e-05,0.00118703352945596,"p adj. < 0.05",2.92553701360476,"not significant",FALSE
"3073","Dohh",479.163586987165,0.0213799698936194,0.0953202902589339,0.224296105640693,0.82252690626939,0.907584478805035,"p adj. >= 0.05",0.0421129398771904,"not significant",FALSE
"3074","Dok3",142.315857060355,0.0307840395062121,0.167572285337096,0.183706031366019,0.854244077094172,0.924528164153997,"p adj. >= 0.05",0.0340798542718606,"not significant",FALSE
"3075","Dok4",1422.37926553888,0.177083987295574,0.0514622931440241,3.44104346069424,0.000579475448593037,0.00533846822361165,"p adj. < 0.05",2.27258333800204,"not significant",FALSE
