"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","minuslog10padj","regulation","inPublication"
"21","1500035N22Rik",61.1292402891095,0.208964520258202,0.207535783353881,1.00688429186154,0.313990381426725,0.5287625316267,"p adj. >= 0.05",0.276739326752916,"not significant",FALSE
"22","1600012H06Rik",329.183090222126,0.0204335171109992,0.098037389414822,0.208425757080695,0.834896546668843,0.914042080752937,"p adj. >= 0.05",0.0390338097168195,"not significant",FALSE
"23","1600014C10Rik",188.660930588938,0.120849537464636,0.118151714881018,1.02283354571988,0.306386554221473,0.52122113446716,"p adj. >= 0.05",0.282977982835937,"not significant",FALSE
"24","1600020E01Rik",42.8863785594942,-0.360841286709202,0.247631276184108,-1.4571716960378,0.145068991474011,0.323100404679396,"p adj. >= 0.05",0.490662498033366,"not significant",FALSE
"25","1600029O15Rik",139.033929518434,-0.361703616774766,0.148721069104221,-2.43209397937619,0.0150118116754501,0.0651187379033189,"p adj. >= 0.05",1.18629402530153,"not significant",FALSE
"26","1700003E16Rik",51.289047207148,0.203803693723447,0.244773950654186,0.832620028310849,0.405059059761697,0.614845956135569,"p adj. >= 0.05",0.211233678989179,"not significant",FALSE
"27","1700003M07Rik",61.0186922883062,-0.0235841116340668,0.212138735041676,-0.111173056770766,0.911479116748879,0.95619196809481,"p adj. >= 0.05",0.019454908649802,"not significant",FALSE
"28","1700008J07Rik",54.8057025289105,-0.379164980365672,0.21368820689143,-1.77438421090929,0.0759996197226865,0.208240222592902,"p adj. >= 0.05",0.681435380670923,"not significant",FALSE
"29","1700017B05Rik",99.7734567167534,-0.304912092809287,0.187443211776816,-1.62669050492123,0.10380284637269,0.258408673112967,"p adj. >= 0.05",0.587692913966853,"not significant",FALSE
"30","1700019D03Rik",42.9379451780025,-0.168912330026759,0.235588157017079,-0.716981414369287,0.473385564647982,0.672802792848211,"p adj. >= 0.05",0.172112214421724,"not significant",FALSE
"31","1700025G04Rik",1477.89656183199,0.179885912389472,0.0556961604048346,3.2297722335247,0.00123888871957404,0.00971904031118644,"p adj. < 0.05",2.01237661656888,"not significant",FALSE
"32","1700030J22Rik",94.7019446970452,0.0493462818504555,0.177358621764952,0.27822883014874,0.780836704981215,0.884272565238763,"p adj. >= 0.05",0.0534138488627876,"not significant",FALSE
"33","1700030K09Rik",251.355974619614,-0.0254318722274549,0.106949646937489,-0.237792951689868,0.81204168563073,0.900642967376599,"p adj. >= 0.05",0.0454473377978812,"not significant",FALSE
"34","1700048O20Rik",137.742459247664,-0.158522278626758,0.163239880701277,-0.971100186705287,0.331498390851637,0.5459632205375,"p adj. >= 0.05",0.262836613074792,"not significant",FALSE
"35","1700052K11Rik",118.246927045967,-0.496667921669503,0.144682818079344,-3.43280514067075,0.000597371258837391,0.00545753742297072,"p adj. < 0.05",2.26300327760069,"not significant",FALSE
