Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
CONTROL_REP1_1	31.09764452274094	31.032137345706317	34.1768748986986	35.21601787764749	35.821403065973136	38.843997424614656	39.05865305647705	39.19900674493328	39.325473311991324	39.33085685826109	39.18612762879345	39.02786150768569	38.84505336091799	38.684680236748605	38.5999645825533	38.45340964174635	38.33750688259701	38.15824737902165	38.039582870620386	37.835987079662594	37.630831901842804	37.54417741375727	37.8464987475785	39.07629139791567	38.980860404252454	38.83506295137367	38.689846437104414	38.50716089717592	38.31714910787529	38.13452338974126	38.00071080258076	37.793227784057386	37.5999142072987	37.342130638285525	37.04225359901609	36.74227928209128	36.42228907780396	36.20484533886159
CONTROL_REP1_1_val_1	31.099994953002913	31.034237495615777	34.18100710086027	35.21986222076	35.825088613076694	38.84942170770156	39.06367382259654	39.20383493332908	39.33045780516682	39.335885415775685	39.191277664325355	39.03332248154308	38.85200342444519	38.6928089917371	38.60894196197431	38.46314843354622	38.34858074559792	38.17006766172723	38.052655056520436	37.85053676627463	37.64683282697008	37.562665799849356	37.86701841178136	39.09868314210518	39.00515333597612	38.86181204072512	38.71938956146787	38.53977670241126	38.352991734820236	38.17393190824045	38.04425756154989	37.84164864849989	37.65453473461846	37.40526654937012	37.119371752871466	36.85129902821073	36.718374582875605	37.826627786258754
CONTROL_REP1_2	30.756548700522746	30.866197453916858	33.79704472408153	34.90265888011317	35.290731420291046	38.20075775216706	38.35577509402304	38.38702742823142	38.43091373096094	38.51362197184015	38.29286020418587	38.04509673384233	37.96139729518479	37.81753238164871	37.651396518983084	37.47990471357331	37.33589197725941	37.114318335653685	36.84427090241588	36.66288405882241	36.623557197926004	36.42107998675974	36.507245179940774	37.806319518122656	37.76813452778743	37.63296707465621	37.41909698722854	37.260210235056995	37.08738644865072	36.869474223615455	36.64820900540251	36.38006429026264	36.03096945705281	35.732836960601745	35.39305805776404	34.989327797528844	34.547678635508184	34.246523595470094
CONTROL_REP1_2_val_2	30.76801288855616	30.879762997175288	33.81468702616471	34.921450011714896	35.31028971180985	38.22405236250028	38.37962751271224	38.41103334997078	38.455449003638655	38.53876692976896	38.31945263898877	38.074868884705516	37.99590513650654	37.856270603233675	37.69502189322982	37.528415457662334	37.3897820790909	37.17354223571425	36.90852569710123	36.73323984041433	36.7021980962182	36.50480551769643	36.597127030942815	37.906628718566694	37.87573392830329	37.74846223056523	37.543130467275525	37.39357621378421	37.231360699215394	37.02543970172312	36.81796265174054	36.56663051653969	36.23878352247105	35.97136875032177	35.68134624257433	35.376976343841875	35.33190539675539	37.074244054276825
CONTROL_REP2_1	31.07076424510224	30.972275687445837	34.113389582399975	35.1905609649374	35.74837553307497	38.79865045317295	38.99792092268104	39.191026171313624	39.27784685387606	39.29819067767095	39.16186466917725	39.00742131044546	38.783233268897746	38.59025386864282	38.451105293835944	38.27649821296505	38.159207201440914	37.927741640509495	37.80300835305434	37.56108383425637	37.3618459037735	37.2412558972939	37.550622352766574	38.86406834230629	38.75820257752527	38.59237376764797	38.43132516243283	38.23832486140062	38.03190297971963	37.84730513318376	37.73136805016223	37.47183502862117	37.27576059393704	36.9798874528733	36.633076427560766	36.29024431492618	35.931651333806535	35.71006420495075
CONTROL_REP2_1_val_1	31.073147310380165	30.974369451732407	34.11740947755815	35.19423198593504	35.75188343543065	38.80357253919674	39.00273000957729	39.19578746296527	39.28254719879934	39.30303582951309	39.16681870818727	39.012697230508216	38.790013209946196	38.59830026038747	38.459839714588405	38.28603857381164	38.16973062414355	37.939121012090354	37.81548273271942	37.574840939236296	37.37682134536057	37.25783437234753	37.568604185042744	38.883848093904966	38.78000133975614	38.61666156866373	38.45849121770874	38.26866203075962	38.06569622928368	37.884874317386405	37.7733172040787	37.519091820620154	37.32976614246546	37.04322209344469	36.712148763951014	36.406161910613164	36.253520554620096	37.47174038451956
CONTROL_REP2_2	30.928567780476577	30.93295708236612	33.58776993004896	34.8252489339425	35.427008287606526	38.22772598572563	38.490801832298395	38.57952748066273	38.53823028099251	38.60523710988933	38.38942594457577	38.13602107530478	38.08232616499532	37.925255723690796	37.743637277872054	37.47912063654098	37.30571872906081	37.109055874174544	36.84907436872789	36.65649153784286	36.41170718075738	36.191774088203594	36.31096886380426	37.64047782634135	37.58666869665812	37.43205271469991	37.2054166476586	37.01365958697901	36.81974824870483	36.57113423323151	36.339217276521495	36.01711818030678	35.63720192300093	35.310543850519416	34.930357657964834	34.461148547167184	33.96444770389339	33.61865413322577
CONTROL_REP2_2_val_2	30.938595516183476	30.94418358118171	33.6019969598483	34.84076367892415	35.44320664738868	38.246902049510936	38.51064668565343	38.599508048516554	38.55845424649441	38.62610510920964	38.4115616835747	38.1613193305244	38.11200010268599	37.9592058234659	37.7821830219983	37.52230135944065	37.35402319519619	37.162519170530985	36.90779318637982	36.72105622349294	36.48234685502219	36.267690278124874	36.39279544374729	37.73255539211338	37.686138541706974	37.53949964322514	37.32158424413744	37.139744284397345	36.95680061897961	36.72065508543847	36.503000543841054	36.19830570261323	35.840776197300734	35.54615529944952	35.21954092375853	34.85855921301915	34.78816171490517	36.6609789009844
CONTROL_REP3_1	31.066791532371298	30.950685587558162	34.11404092747597	35.17300198391723	35.79292383092421	38.84773934407469	39.049927216213305	39.23452034955758	39.32344049597599	39.35333303644055	39.22245689399026	39.068349697769314	38.858531975233824	38.677648559858966	38.54564881577485	38.38261891966788	38.262233896210745	38.04710340543133	37.914298968088914	37.68364651490324	37.477853226169266	37.37765768954908	37.67206554330217	38.96070274046738	38.865638089693206	38.708167487176816	38.55213883503162	38.35721660268058	38.16074144086809	37.974930402119455	37.85621991085344	37.608102886912356	37.41364414877212	37.12315700605542	36.77776392594318	36.43961891867191	36.096817181346424	35.87042788083103
CONTROL_REP3_1_val_1	31.0687480169453	30.95255400828559	34.117510023461705	35.17619453185618	35.796021408895946	38.852071941129665	39.053978446299226	39.23851881653337	39.32747641307321	39.357482633034216	39.22671345302884	39.07290317254962	38.86424822875865	38.6843461648416	38.55303077950617	38.390835670106355	38.27148815075551	38.05723893924104	37.925453634148525	37.69591323309942	37.49133922887718	37.39257423771957	37.68846261106129	38.978764676057715	38.885688739651364	38.73054912965078	38.5772851091149	38.385235629825296	38.191950789355715	38.00957897744003	37.89490110866168	37.65196526725025	37.463967297653056	37.182194765381524	36.85113149554316	36.546674626888105	36.39907986270101	37.5694618427177
CONTROL_REP3_2	30.990877566207683	30.961615130870197	33.90995891734301	34.92915365211555	35.52826734654165	38.44776899541111	38.64887761961044	38.73814270232093	38.69619161023688	38.75004082749994	38.53129452413518	38.28685520496439	38.237443017098414	38.09721239021785	37.924299426707634	37.65460912049877	37.472682672412546	37.27637186399294	37.03130539913749	36.837674489127444	36.59702889056054	36.380930282698365	36.45895384754309	37.784859957430506	37.73232995904729	37.58079906178087	37.363259082156446	37.17036307188795	36.975831144460486	36.738210133974995	36.497290104037205	36.188960615844785	35.81510857003774	35.49031817942313	35.10793878488235	34.6450864410917	34.1409133474789	33.81346710392428
CONTROL_REP3_2_val_2	30.999716942160628	30.97144842766403	33.92245482836995	34.94271810444492	35.5422924352104	38.46451899419228	38.66611314821705	38.75552742596402	38.71386546149799	38.76839095671508	38.55085078061437	38.30922862864567	38.263924817800415	38.12764899163459	37.95895950895023	37.69393526977444	37.516974338688705	37.32550300106921	37.085392739675434	36.897155658631604	36.662248716208936	36.45122553397506	36.535017176767404	37.87051393482376	37.82503136247779	37.68107296202004	37.471869724979975	37.28840930121341	37.10413380982476	36.878147169986164	36.650884568704036	36.3588727372084	36.006220096891596	35.71197400104124	35.38065428605087	35.01985988696012	34.92361726597136	36.750359355755734
CONTROL_REP4_1	31.039548777409493	30.941953025202665	34.05927274899853	35.11432131378269	35.7652548599412	38.78251069276993	38.99469046526806	39.18178913107251	39.27828175368663	39.307006671494584	39.17038330652345	39.01329545081016	38.8054572250957	38.62152082622257	38.49205001419225	38.32388739684777	38.196093316990364	37.98445229181582	37.85210765767507	37.62162710787992	37.41651356677811	37.3102398273197	37.620518820288076	38.92762930297549	38.83374215214051	38.67553335674934	38.51600184985075	38.32745806567384	38.12586310690992	37.935130315452476	37.80631177840988	37.559251589831774	37.35460634129994	37.05746303554554	36.71190586103751	36.373322528755075	36.02901522322973	35.799998945659496
