IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1,3,6,2	0,0,0,2	0,5,6,5	0,0,0,0	152	149
1448,1334,1717,1403	3,4,5,5	1503,1436,1390,1417	2,5,1,4	3877	149
1412,1308,1679,1376	3,4,5,5	1462,1402,1374,1385	2,5,1,4	3896	149
0,2,1,2	36,28,39,29	1,0,0,1	42,34,16,33	168	149
368,353,348,384	0,1,0,0	478,433,340,452	1,0,0,1	1224	149
10,5,8,6	3,1,3,5	7,3,15,15	7,2,4,6	223	149
16,10,14,19	1,2,1,4	17,13,16,15	3,3,0,0	218	149
12,4,13,10	0,0,0,0	11,12,13,12	0,0,3,1	218	149
13,15,19,25	0,1,0,0	33,32,20,30	0,0,0,0	200	149
71,63,97,79	9,6,6,3	117,101,112,115	7,10,8,6	200	149
188,197,207,167	5,7,2,4	231,185,204,203	4,3,7,3	214	149
36,43,45,36	4,2,1,5	39,41,35,29	2,1,4,8	166	149
2,1,2,2	0,0,1,0	2,4,3,0	0,0,0,0	166	149
137,116,154,131	3,0,2,3	147,146,129,126	2,0,2,7	249	149
113,101,100,99	3,0,2,3	105,128,77,93	2,0,2,7	455	149
43,47,24,30	67,62,78,62	39,64,14,32	81,82,66,65	355	149
0,0,2,2	0,0,0,1	0,1,3,2	0,0,1,0	201	149
103,102,100,98	33,39,40,35	113,86,118,101	35,39,29,18	1886	149
3841,4458,3825,3829	18,7,13,6	3812,3202,4039,3665	15,2,5,19	6238	149
14,12,8,10	5,5,5,2	29,9,12,18	11,3,2,3	1089	149
2,1,0,3	0,0,0,3	0,0,0,0	0,0,2,1	422	149
2,0,1,3	0,0,0,3	0,0,1,0	0,0,2,1	560	149
0,0,1,0	0,1,0,0	0,0,1,0	0,0,0,0	287	149
2,5,1,6	0,0,0,0	5,4,2,4	0,0,2,0	152	149
250,273,261,295	68,84,92,69	355,264,362,380	86,110,105,92	152	149
1,2,1,0	39,36,44,25	0,1,0,0	21,29,20,34	174	149
0,2,3,2	40,46,64,53	2,0,0,0	73,40,56,66	161	149
0,3,4,3	1,3,1,3	2,0,0,2	4,2,1,3	164	149
40,47,65,54	1,3,1,3	73,40,56,68	4,2,1,3	152	149
26,43,28,29	42,35,38,44	19,35,17,29	45,49,49,40	465	149
7,8,3,5	0,0,1,0	4,2,2,6	2,0,0,0	206	149
1,0,1,0	3,7,1,4	0,0,0,0	3,6,0,4	172	149
0,0,1,2	2,2,3,3	1,0,0,0	5,4,3,1	152	149
1,0,0,1	1,0,1,3	0,1,2,3	1,0,3,1	171	149
1,1,3,5	2,0,1,0	7,3,4,5	0,0,0,0	304	149
1,1,4,7	2,0,1,0	8,2,5,3	0,0,0,0	282	149
61,50,62,79	2,2,1,2	58,40,65,51	1,0,2,1	166	149
9,8,11,6	0,0,1,0	10,5,20,8	4,0,0,0	152	149
45,37,17,23	11,7,9,12	22,21,14,14	11,9,7,11	2968	149
1,1,1,3	4,2,1,5	0,0,0,0	0,3,2,1	154	149
2,0,0,1	0,2,2,4	0,0,0,0	1,2,1,3	154	149
10,14,15,18	0,0,0,2	8,19,14,19	0,0,0,0	153	149
1,1,4,1	73,84,82,72	3,4,1,3	110,63,82,85	164	149
