IncLevel1	IncLevel2	IncLevelDifference
0.016,0.002,0.063,0.0	NA,NA,0.011,NA	0.009
0.609,0.62,0.718,1.0	NA,NA,0.59,NA	0.147
0.153,0.088,0.154,1.0	NA,NA,0.139,NA	0.21
1.0,1.0,0.842,0.796	0.85,1.0,1.0,1.0	-0.053
0.697,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.076
0.009,0.016,0.0,0.022	0.023,0.026,0.037,0.029	-0.017
0.126,0.16,0.053,0.191	0.147,0.174,0.106,0.158	-0.014
0.586,0.565,0.099,0.412	0.407,0.51,0.241,0.275	0.057
0.354,0.397,0.197,0.459	0.418,0.576,0.283,0.379	-0.062
0.78,0.772,0.24,0.643	0.647,0.783,0.438,0.472	0.024
0.843,0.798,0.413,0.674	0.71,0.78,0.561,0.556	0.03
0.109,0.03,0.078,0.079	0.153,0.098,0.156,0.069	-0.045
NA,0.448,0.0,NA	NA,0.0,0.619,0.0	0.018
NA,NA,1.0,0.0	NA,0.0,0.0,0.0	0.5
1.0,1.0,1.0,1.0	0.911,0.931,0.862,1.0	0.074
0.939,0.886,0.942,0.971	0.928,0.928,0.824,0.926	0.033
1.0,1.0,0.731,1.0	0.788,0.456,0.585,1.0	0.226
1.0,0.576,0.61,0.673	0.35,0.333,0.256,1.0	0.23
0.219,0.0,0.0,NA	NA,0.0,1.0,0.086	-0.289
1.0,1.0,0.685,0.782	1.0,1.0,0.532,1.0	-0.016
1.0,1.0,0.919,1.0	0.911,1.0,1.0,1.0	0.002
0.521,0.806,0.303,0.362	0.682,0.676,0.441,0.854	-0.165
0.024,0.013,0.003,0.0	0.005,0.014,0.013,0.008	0.0
0.526,1.0,0.796,1.0	0.595,0.563,1.0,1.0	0.041
0.0,0.0,0.085,0.162	0.154,0.103,0.207,0.156	-0.093
NA,0.0,NA,NA	1.0,1.0,NA,NA	-1.0
1.0,1.0,1.0,0.406	0.757,1.0,1.0,0.281	0.092
0.633,0.523,0.701,0.715	0.633,1.0,0.809,0.838	-0.177
0.292,0.22,0.253,0.233	0.233,0.279,0.315,0.299	-0.032
0.966,1.0,1.0,1.0	0.914,1.0,1.0,1.0	0.013
1.0,1.0,1.0,0.639	1.0,1.0,1.0,1.0	-0.09
0.12,1.0,1.0,1.0	0.12,0.577,0.214,1.0	0.302
0.07,0.367,0.106,0.346	0.121,0.217,0.0,0.0	0.138
