"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Fam91a1",1454.40572493256,0.136490389841232,0.0558354548310538,0.00553638139702004,0.0311427363468582
"Fanca",117.474927284277,-0.524168644116531,0.190192514541215,0.000282915700571502,0.00300817711003145
"Far1",1646.02192473224,0.232190471566593,0.0715180240955949,0.000186162543150089,0.00218583363944676
"Farsa",636.669585964155,-0.145952108100192,0.0679685690973208,0.0102716704980491,0.0494225665234838
"Farsb",1061.11527765602,0.241302760921962,0.0598442322555914,8.82573493038019e-06,0.000178055485410151
"Fastk",570.988386238584,-0.179294328746024,0.0755198325275433,0.00402139952128967,0.0242438631669287
"Fat1",1814.78743386817,0.158182282330278,0.0512443608848535,0.00063769327352515,0.00575015139316929
"Fat3",2742.85257927388,0.310358823760667,0.067743242568444,5.08167553731346e-07,1.62885629023279e-05
"Fbh1",1230.66297742112,0.186840339354375,0.0593646417576498,0.000388476858550913,0.00387711676859828
"Fbln1",495.011719583729,-0.358571773090473,0.0910419654248943,7.19793818998794e-06,0.000151964163004649
"Fbrs",1220.5649616623,-0.145518408815418,0.0590014464049999,0.00464941009879366,0.0270903709161909
"Fbrsl1",1452.82274163627,-0.232914518756412,0.0560064496993377,5.44224476055192e-06,0.000120497701639514
"Fbxo11",3038.549555107,-0.160110718852492,0.0468620963641722,0.000198309903661756,0.00228487182456235
"Fbxo3",1081.32120699585,0.156065984743194,0.0605111286194304,0.00304052574352481,0.0194069215819747
"Fbxo30",657.057486308043,0.235891414124866,0.0858626106026961,0.000863230918671621,0.00725959636184439
"Fbxo41",1502.92734200689,0.176067979595256,0.0560133426997945,0.000440985763232288,0.00431528470833701
"Fbxw5",958.235183374472,-0.182052198226895,0.0569926908453363,0.000341587997510504,0.0034965658735069
"Fcrl2",81.4683201830175,0.389070874181295,0.22851691557191,0.00403718749288189,0.0242968972276044
"Fem1b",4969.40629391335,0.324306747435975,0.0465013600837671,3.6198413054949e-13,6.62330407758191e-11
"Fem1c",608.15003148824,0.17215427908064,0.0769525411082861,0.00609463512484288,0.0334684131449271
"Fer",1123.70020985531,0.284188035365309,0.0657360760834517,1.90284422263583e-06,4.93465940728432e-05
"Fez1",3669.11041901362,0.115512502178202,0.0418955666299499,0.00291173438411472,0.0188219768284236
"Fezf2",1574.96257051894,-0.371119998943297,0.0659180514098895,1.60998301186932e-09,1.09895938851639e-07
"Fgd1",835.708989113754,-0.199327707052931,0.0673754100623903,0.000627772467035932,0.00568961443625711
"Fgd4",1425.76420649223,0.260569104561121,0.0544347242192825,2.47714491691029e-07,8.7023752361003e-06
"Fgf12",560.163899742979,0.210999467615452,0.0922642937696327,0.00361703066711856,0.0222844830914619
"Fgf14",1030.64767704472,0.337578885177577,0.0650970027242552,2.17760934818418e-08,1.04700093259045e-06
"Fgfbp3",367.726030930519,-0.241000556373167,0.126344439175931,0.00619971070058868,0.0338338810147288
"Fgfr1",1793.19680160522,-0.40824063392708,0.0828744434364486,6.61449308588349e-08,2.7929273049176e-06
"Fhip1b",1224.72413234774,0.14787474626396,0.0651775477872882,0.00752587679182993,0.0394204011942927
"Fign",218.661606111725,0.341321134597744,0.164402543323919,0.00244342903142638,0.0164821986994424
"Fkbp1a",2876.86245413366,-0.201198831057293,0.062454463855469,0.000262813105465988,0.00284962950733245
"Flrt2",2284.14100285624,0.137415571576899,0.0490830845619376,0.00199292197059261,0.0140625356403787
"Flrt3",938.963250788375,0.273025709578292,0.0653127827688698,3.81832022798589e-06,8.91889196515711e-05
"Fnbp1l",13121.933709363,0.171746052746055,0.0529336809627594,0.000324938221407734,0.00336800639561407
"Fndc3a",1479.45148003067,0.143945412363442,0.0642104516183979,0.00841468316936615,0.0428177041611548
"Fndc3b",397.331603828791,0.270167886571563,0.11385943070232,0.00183453052883731,0.013206614856231
"Fnip1",799.781331411732,0.267437548384834,0.0637179412850313,3.66345637008394e-06,8.64818812665065e-05
"Foxg1",7595.59508706067,-0.351786372571346,0.0522930920006474,1.81421531744701e-12,2.54260346723904e-10
"Foxm1",373.171988654683,-0.730384064926969,0.117612620326044,2.91163796436633e-11,2.97348205756295e-09
"Foxo6",701.515195939404,-0.248147203089235,0.101910803487176,0.001823989704931,0.0131403223360796
"Foxp2",1372.14458335647,0.22497248517226,0.0626991021300067,5.82369615211087e-05,0.000861070405251499
"Foxp4",1746.54416521814,-0.322916083341439,0.0554174540888836,6.14195493474847e-10,4.57141888759189e-08
"Fpgt",320.224594604862,0.254163038092551,0.0921530769565936,0.000735711361593799,0.00641193896384471
"Frmd3",667.864204164096,0.360081331352247,0.0928713100303735,8.98805085735121e-06,0.000180500887187111
"Frmd4b",2071.81713096057,-0.227993810352378,0.0560837225209055,8.12544451149255e-06,0.000167257196866254
"Frmd5",1361.71572694314,0.243743680675953,0.0871644388742228,0.000709416784714686,0.00624305726241234
"Frrs1l",1599.74828783677,0.125151861924416,0.0503401768726747,0.00517292881039933,0.0295781962448788
"Fry",2700.12086572532,0.241373459987145,0.0513367075372876,4.24753329598466e-07,1.39892509103255e-05
"Fscn1",6874.55195695933,-0.213822845945372,0.07035444043863,0.000415103689539916,0.00409938231334246
"Fstl1",966.503588790633,-0.211886501129941,0.0787880592923301,0.00124775386531611,0.00976122887272826
"Fstl5",766.798469369596,0.347726734290707,0.0798287516076704,1.23711345441027e-06,3.4238934135296e-05
"Fth1",3728.23204299128,-0.133471597974177,0.0495597562119563,0.0028397227834027,0.0184379043610385
"Fto",2427.84693377148,-0.108530931511144,0.0456965564032215,0.00916687352798842,0.0455542783318444
"Fubp1",5560.47558610518,0.294969008599099,0.0429905748531326,8.06988492454777e-13,1.26562695233324e-10
"Furin",621.180718005093,-0.157582508651953,0.0675716479958114,0.00570811710528752,0.0318234171582978
"Fus",5054.76919683353,-0.116068369281289,0.043679086064434,0.00397749085394815,0.0240645046829195
"Fut11",436.804622248589,0.227206902018871,0.0840801512980965,0.00105889385397405,0.00857925438638013
"Fut9",2938.42687669192,0.42374409738349,0.0656952033369109,9.07077389866706e-12,1.06694977983071e-09
"Fv1",76.0465119637606,0.561407247609905,0.193333448386883,0.000180840712340011,0.00214244203630154
"Fxr1",1067.66560488667,0.150757740425395,0.0697185213151982,0.00934683583873555,0.0461526294375945
"Fxr2",1670.28777759532,-0.130203926219684,0.0565469827954801,0.00847934917801018,0.0430151798900548
"Fyttd1",1789.81885525958,0.145019472938358,0.0513229611527478,0.00168665529031275,0.0123650510821259
"Fzd2",410.48433683677,-0.244568010971367,0.132090445351499,0.00666893718822374,0.0358013767390626
"Fzd3",4644.34587288228,0.232404637809278,0.054937102939788,4.11740586542953e-06,9.51626401248571e-05
"Fzd4",110.8279734423,0.378881302316092,0.169136079012644,0.00148675219558587,0.0111794939638403
"Fzd7",209.333513120237,-0.297601945362514,0.174356090595723,0.00592045929060608,0.0327164977745153
"Gab1",671.59591594059,-0.177647005426313,0.0848394363387019,0.0079068067869676,0.040945075712072
"Gabbr1",5535.93079116695,0.0855115443756234,0.0345765902713107,0.00894836666887569,0.0447554223598209
"Gabra1",349.900217519057,0.498174779503733,0.0992242264395168,3.29826005345596e-08,1.49317106337556e-06
"Gabra3",826.23547308937,0.377844772702187,0.0706921212466959,7.99197947588834e-09,4.53820420755832e-07
"Gabra5",658.745908035463,0.21978443008684,0.0757314193793846,0.000628220312843623,0.00568961443625711
"Gabrb1",987.991632402652,0.321928455017709,0.0792217070400094,4.83630162942388e-06,0.000109017147794801
"Gabrb2",2347.84521842599,0.479234635358307,0.0531982520144352,1.57211976909277e-20,9.41413901728551e-18
"Gabrb3",3713.76401829942,0.259437882212795,0.0577305248642444,1.01004572531199e-06,2.89268312723048e-05
"Gabrg1",212.730769327015,0.884290539413042,0.1436134847906,3.92222637842645e-11,3.97472386995308e-09
"Gabrg2",1533.52498161183,0.284644299235282,0.064407653929536,1.23039876243339e-06,3.41247858869421e-05
"Gabrq",48.1796752619391,0.998583022079409,0.25641829367083,4.43994003034095e-06,0.000101196833840332
"Gad1",1686.4077057926,0.177938818683769,0.0673175491171723,0.00199713673912673,0.0140847320135201
"Gad2",1813.23764090735,0.178305871225088,0.0771300329375737,0.00475361561761227,0.0275998819508259
"Gadd45g",157.483763434757,-0.378219586188595,0.167708262718486,0.00145502403146404,0.0110157248409355
"Gak",1391.21917382154,-0.200305157883716,0.0527316495201695,3.19886703554581e-05,0.000519628536698896
"Galnt17",864.284820113824,-0.185284406593626,0.0629056785066961,0.000753295349912714,0.00652812112297349
"Galnt4",75.7434293527352,-0.482959646043378,0.200816793295317,0.000777152839808775,0.00669601799322486
"Galntl6",228.958287959492,0.203730151419215,0.110434179515749,0.00989511825271366,0.04820942598419
"Gan",168.66501969547,0.854502977995795,0.167721071641065,1.75361052833127e-08,8.75078223493791e-07
"Ganab",2280.39608969946,-0.129342469364666,0.0491016241116867,0.00354317121250286,0.0219229741252789
"Gas1",422.007027693687,-0.362268495768574,0.146155134491109,0.000881951110518879,0.0073958140865536
"Gas7",3707.53942074744,0.135803422378066,0.048052837388201,0.00187571341752933,0.0134443136901694
"Gatad1",646.108784971493,0.194431503804378,0.0716672358383398,0.00138625569473146,0.0105931163122925
"Gatad2a",1025.66301818284,-0.218566815203143,0.0680815723254966,0.000228601614700641,0.00255436613406806
"Gbf1",1825.61122127442,-0.151624746504185,0.0498519091876257,0.000792484949326569,0.006788164318874
"Gcc2",1221.98853977328,0.133290708289752,0.0549879169754354,0.00600245529926309,0.0331001867360787
"Gda",644.03585863593,0.421393304157626,0.104246156747397,3.84363475937427e-06,8.96213173805249e-05
"Gdap1",2371.23616092743,0.205157852128092,0.0481544996433753,4.38800458377731e-06,0.000100186433945723
"Gfod1",616.096221843334,0.162877628770978,0.0722330304784062,0.0064903792386197,0.0350283720153937
"Gfpt1",2473.96587106511,0.115048130395556,0.047494813836311,0.00752859643273421,0.0394204011942927
"Gga1",1018.28435143714,-0.188874797518537,0.0652919652735159,0.000849020761112345,0.00716069110556596
"Ghitm",1414.27019675458,0.150844710941057,0.0494333172876281,0.00077848985238759,0.00669845031305549
"Gipc1",695.705901064718,-0.174373867880171,0.0680697633549266,0.00256443897651719,0.017157907098343
"Git1",2146.90610791772,-0.169031085964919,0.0542570690335555,0.000539584631236161,0.00505223022878833
"Gjc1",545.622626725262,-0.170679109235065,0.0749902332609273,0.0056240267837661,0.0314477626694969
"Gjd2",206.433716896085,0.319466093108062,0.124173670108443,0.000836655418567312,0.0070745176406969
"Glcci1",1228.34320982108,-0.129022434653834,0.0564950918152106,0.00908834664227548,0.0452152109763358
"Gldc",232.312746042124,-0.418230008408,0.12323750908946,4.65654373978779e-05,0.00071832912444923
"Gli1",77.6926741724627,-0.444013997496945,0.210525786336767,0.00164072538305669,0.0121151653719756
"Gli2",210.146258590732,-0.556483045972915,0.125616639394394,5.54217600353727e-07,1.76359001619807e-05
"Gli3",449.919522482711,-0.418009239435359,0.0891667942643311,2.09432136208958e-07,7.5384124656197e-06
"Glis2",416.166308298286,-0.185087213982786,0.0862521665951568,0.00646383988967682,0.0349137460871678
"Glod4",792.848866172699,0.17033573526149,0.0675839442360389,0.00303909891398291,0.0194069215819747
"Glra2",1235.77923678433,0.236351891814029,0.0604753459353406,1.52637387448477e-05,0.000280249352967504
"Glra3",51.3116809821811,0.729714652556652,0.294422166965155,0.000498266815519489,0.00474975906487246
"Glrb",598.545770711845,0.249000536366684,0.0719463185404344,7.78498914666461e-05,0.00108643482010762
"Glrx3",1437.25498176661,0.15815939076199,0.0519532889804973,0.00073641788839102,0.00641214095285082
"Gm10336",128.809874361904,-0.35893269995029,0.16143296607439,0.00165311681708094,0.0121733711281299
"Gm10509",188.226464711209,0.233937376965231,0.138557690490273,0.00967791667425015,0.0474671907172642
"Gm11266",148.858995650262,-0.357753448504974,0.145336650269942,0.000942110665172161,0.00781572160137157
"Gm13889",321.795390742138,-0.246369932569756,0.131633249847245,0.00653973435567256,0.0352658454366068
"Gm14230",96.9422261195613,-0.467681970171244,0.1924110789841,0.000722808193423876,0.00632996317939278
"Gm14502",123.922110537752,0.423511416254265,0.164201893616071,0.000566857164480829,0.00525976692583651
"Gm15521",521.284671761943,-0.346386204923914,0.0826824536397347,2.57493532839302e-06,6.43684971845344e-05
"Gm15564",116.857266402209,1.06575255823324,0.152603363122807,1.53886889771713e-13,3.1676654466446e-11
"Gm19345",68.6402382440192,0.466006890031442,0.234972059947749,0.0020239575759436,0.0142433852059193
"Gm2164",163.247660430743,-0.242286599482285,0.144042221775673,0.00905014963595793,0.0451757216671314
"Gm26782",144.460097654978,0.263120281532563,0.165381287135958,0.00885561196401068,0.0444237947992495
"Gm26917",66800.6910953734,0.30989725548195,0.178620812897942,0.0043172386206409,0.0255964453592814
"Gm28455",144.366213636906,0.520325170141888,0.140817568972829,1.27397668027574e-05,0.000242534231010876
"Gm29260",306.211377895774,-0.322316476497104,0.106241456664068,0.000214590224963142,0.00242870414404161
"Gm29975",327.654873918129,-0.348559375932364,0.0967095824305992,2.68616363060084e-05,0.000453686149609428
"Gm3055",306.287047886859,0.306610344690128,0.115834745110988,0.000729914552476816,0.00637658774159786
"Gm31214",108.401350933932,0.441708711408255,0.213208816629063,0.00176002003243255,0.0127398373116848
"Gm31550",105.006419764986,-0.29630913942468,0.217069553495829,0.00933089563831033,0.0461084842982372
"Gm31606",933.39646312704,-0.29300327175003,0.111197690645789,0.00080339083813716,0.00686818358314013
"Gm33869",176.397327597095,0.745607982179488,0.162999106795561,2.44696462633569e-07,8.61933475597496e-06
"Gm33887",330.779718411327,-0.263002927076473,0.0979798748122223,0.000849854020299771,0.00716313299003787
"Gm33989",1174.50799201771,0.234064164251848,0.0784833930183382,0.000435522402890084,0.00426585288897692
"Gm35002",81.6540143940367,0.342064336623316,0.245521175800552,0.00721719937853665,0.0380774467812743
"Gm35241",55.4222755903088,0.529303862020452,0.251416909857642,0.00140990490054937,0.0107466696752507
"Gm36722",62.0256205728395,0.390012203173878,0.273525057556046,0.00582264361007263,0.0323251188028221
"Gm36907",93.5772639212026,0.349707606775608,0.195000625459493,0.00402270845137281,0.0242438631669287
"Gm3764",913.744608553824,-0.256800937323678,0.0835810133525924,0.000274244277836973,0.00294209618585039
"Gm38604",105.633538219731,-0.303797889836143,0.244403341287306,0.010318995295828,0.0495959299625092
"Gm38865",282.167017538237,-0.472827411015113,0.109085080064781,9.56195491734936e-07,2.76096510890057e-05
"Gm39244",67.171886090784,0.426328495898979,0.229984688960131,0.00278621688150917,0.0181800996518087
"Gm39752",776.908612232923,-0.320770673476419,0.102457986081285,0.000160578453804875,0.00194435712355278
"Gm41284",1542.41856660335,-0.315494692025328,0.085245397786864,2.14053897367232e-05,0.00037313297834545
"Gm41553",116.668593411372,0.410912733217352,0.240348883471988,0.00368521526531157,0.022612494599541
"Gm41607",130.55534035324,-0.307178946319254,0.169164588911985,0.00469974596753742,0.0273111836684332
"Gm46218",93.7160401018337,-0.472371297149411,0.206894599926051,0.00104711140287143,0.00849947358067046
"Gm46277",214.975535946701,-0.255040475010803,0.160430086709376,0.00935925949321079,0.0461966596341547
"Gm46290",109.237568160766,-0.807382320067507,0.246975461680762,4.53020768120948e-05,0.000700480704134433
"Gm46548",116.873774280442,-0.315841772778414,0.176095950448855,0.00466302549179282,0.0271337004544517
"Gm46583",51.8176431969606,-0.422903389070647,0.331380359165461,0.00610798448395842,0.0334986514011774
"Gm46946",594.3399161342,-0.339424117033395,0.134034222671887,0.000838142007445867,0.00708254188973179
"Gm47340",653.813038481137,-0.362094778362961,0.0844624594347335,1.56852098841487e-06,4.14933644605974e-05
"Gm48893",69.8351799302534,0.501125521483594,0.209170614286721,0.000779466550426842,0.00669845031305549
"Gm49328",44.1890774765038,0.439200822783585,0.313158433823951,0.00523447206263511,0.0298372930766346
"Gm50012",44.5888430070341,0.499216548998515,0.275409455813796,0.00260626256840668,0.0173759630952377
"Gm50594",312.768357548976,0.281838229424096,0.10446058683099,0.000728057316910091,0.00636458333973028
"Gm5124",291.450076375249,0.338004255156006,0.103094522474254,9.09357906156836e-05,0.00122996725417969
"Gm51541",181.3633776129,0.510207963446116,0.189500856208699,0.000347927845891951,0.00354202585837279
"Gm51748",83.5120503577246,-0.405735899550902,0.271470317698053,0.00505154833653731,0.0290227203600273
"Gm52316",90.9688728072933,0.276395705134606,0.194629919833599,0.0100721980369152,0.048786253180152
"Gm53183",78.1429168988709,0.661042457748749,0.239887115437049,0.000247732015870707,0.00272062110545368
"Gm53191",273.088279315738,0.210929895508299,0.108894505830323,0.00772580084812776,0.0402658205097511
"Gm53258",82.3349566274467,-0.601465244436898,0.204429278554517,0.000150600413752068,0.0018387487032157
"Gm53259",1753.31511004388,-0.146215648081473,0.0610938995256125,0.00557064412665143,0.0312287939253217
"Gm53411",148.309740641666,0.990025609391724,0.158352418024764,2.0669105559088e-11,2.23028846951368e-09
"Gm53666",81.6280074996059,-0.418687233456931,0.273409872187942,0.00461619084759003,0.0269594017598717
"Gm53696",675.801802604871,-0.594234471963859,0.111323171943027,5.54385766441813e-09,3.24599026093531e-07
"Gm53737",275.384749170063,-0.548313750009351,0.129750262136136,1.38910506529387e-06,3.8045883846531e-05
"Gm53853",128.525923045168,0.287019239276297,0.180907144514333,0.0075914184054895,0.039670506177675
"Gm53955",179.644211452058,-0.561806343022461,0.153610293783526,1.37624304295995e-05,0.000257171997843324
"Gm54104",75.3321054286565,-0.35158794585552,0.240914124024774,0.00638678755797562,0.034609414452735
"Gm54215",37.5899538813518,-0.885526256456539,0.38802188557777,0.000721380907254659,0.0063230020440272
"Gm54216",284.240913110309,0.366856405764594,0.110024418893083,6.72521710953692e-05,0.000969343656466514
"Gm54326",987.10185956946,0.15895874579977,0.0657100138912208,0.00451231726836167,0.0264780534089278
"Gm57496",546.116715461285,-0.628806865385267,0.108455292673469,3.93081000374132e-10,3.04614652878166e-08
"Gm57643",137.177873712831,0.740924447458021,0.198211793544289,8.77596311969814e-06,0.000177322911255987
"Gm57781",57.4094742381493,0.370298738718263,0.385590080564076,0.00889939143475217,0.0445781683503517
"Gm57798",246.952077104061,0.357454829788397,0.171749808460579,0.00224936190502259,0.0154339029878998
"Gm57815",46.1080124997466,-0.463356048134981,0.395703219724404,0.00603144383651838,0.0331802842295972
"Gm57820",108.802695320877,-0.314643622859138,0.206787131561584,0.00715405824158945,0.0378688227497947
"Gm57837",42.9224573229295,0.795408887147839,0.268353121387411,0.000126382537268906,0.00159632171234954
"Gm57849",162.674688353726,0.420424112960382,0.140105699833258,0.000171229084268253,0.00204553219110815
"Gm57850",35.6110393319418,1.44075304613681,0.340819389333585,1.07433334142325e-06,3.05686121812309e-05
"Gm5859",91.246968844011,-0.381097282549322,0.214016024243392,0.00360700395814072,0.0222465684197312
"Gm9567",151.544787149648,0.295779818687454,0.214162864958872,0.0090590828780313,0.0451890790742841
"Gmfb",2767.85302728076,0.198408018682138,0.0489568272858244,1.14922690595325e-05,0.000223632426278111
"Gmps",1959.07415779995,0.364050992620347,0.0525941566226061,4.33121716704165e-13,7.22271581754515e-11
"Gna12",757.034021823644,-0.158201053559483,0.0696825850547839,0.00659185915993841,0.0354743270314659
"Gnai2",2579.92082523734,-0.195553251797927,0.0601563757395607,0.000249383305506072,0.00273098559163507
"Gnal",3195.69813408417,0.177989922244836,0.0524252614665032,0.000181029379198183,0.00214275026195585
"Gnas",11042.5120370128,-0.144607120138171,0.0475365452089996,0.000855693434452711,0.00720313438049841
"Gnb2",5201.71387956188,-0.213295770977495,0.0577799645633347,4.76262317889254e-05,0.000731268039146041
"Gnb4",1121.21307115985,0.184987457516957,0.0594142310658133,0.000442475008572174,0.00432110138097095
"Gng4",630.753226210074,0.260628060242665,0.103124575688822,0.00132350393597821,0.0102262996202797
"Gnl3l",2660.7787367409,0.197936989113803,0.0452322570305375,2.78673476427176e-06,6.86213902514321e-05
"Gns",998.031474036634,-0.256321163565828,0.0644614307246557,9.94414927261588e-06,0.000198491246238548
"Golga7b",737.0470468637,0.201651340965698,0.0675014030345557,0.000566231620565253,0.00525976692583651
"Gpaa1",533.645600910068,-0.217668456789796,0.0755455718008601,0.000677978201177875,0.00603084728043033
"Gpalpp1",832.269956175502,0.148017951319284,0.0693573565980925,0.0103297244852919,0.049628335762962
"Gpbp1",2299.13157823667,0.163975553163689,0.0449300057077932,8.05327484042122e-05,0.00111677729208115
"Gpc1",3268.72239613056,-0.152235161718878,0.0443040038840953,0.000201546231799943,0.002308843528463
"Gpc2",5478.26082452405,-0.109320627278405,0.0434986155745763,0.00628255046127867,0.0342009585854897
"Gpc4",417.898753020295,-0.401501304734513,0.104096309725781,8.42045554234963e-06,0.000171986172581262
"Gpcpd1",1235.60833348028,-0.166062161744011,0.0715743359971195,0.00541576633294882,0.0306606384487614
"Gphn",808.87198192902,0.175358840568807,0.0613773402451398,0.00109564932991518,0.00880664080067268
"Gpm6a",18542.3971473035,0.235210230273749,0.0404193297174911,1.1619824421884e-09,8.01463701224605e-08
"Gpr135",116.940330761009,0.288990919303792,0.203811934109057,0.00928454621076602,0.0459656564376668
"Gpr153",384.630457246165,0.213396190573789,0.102597697956445,0.00563733827758761,0.0315088224306064
"Gpr158",122.8424931335,0.339340528207116,0.168268823652509,0.00278048434349142,0.0181516852037443
"Gpr161",2374.90270057224,0.10034016882515,0.042409177087029,0.0102898591401704,0.0494739431797829
"Gpr165",86.1980748316264,0.433059088324378,0.224308299105931,0.00240026110562461,0.0162743385514661
"Gpr17",209.528650804218,0.34020179757169,0.123662081072129,0.000468516451364082,0.00451186822388188
"Gpr21",525.441284073285,0.242877826415996,0.0957936838325176,0.00147419858242437,0.0110977669284907
"Gpr22",219.194378399289,0.483171835962518,0.123395715380369,5.71990070393433e-06,0.000125380984814694
"Gpr26",349.321350172296,0.574621000080417,0.0982107647168279,3.01987056039333e-10,2.38226196183364e-08
"Gpr63",232.735386339514,0.446596037004548,0.137824075677244,7.18608298836533e-05,0.00102567125989951
"Gpr75",101.685680531301,0.571334953127072,0.17934020373119,7.26883808753404e-05,0.0010352397077316
"Gpr85",2292.87074750401,0.176921252391992,0.0504175715686029,0.000117631811236146,0.00150162934227228
"Gpr88",653.642798890446,0.271060639099112,0.0685707241800445,1.0046469274684e-05,0.000199626223566647
"Gpr89",423.1759701796,0.410125188967339,0.0902741728719096,4.27814073711706e-07,1.40549192196459e-05
"Gprasp1",6749.08311255365,0.435778937980561,0.0482913981857305,1.47448275597571e-20,9.24992182248763e-18
"Gprasp2",1680.66988873504,0.243272534445355,0.0719757338214907,0.00010783603298022,0.00139551267041397
"Gprin2",1032.75875883823,0.369457179234436,0.0626917131872615,3.50791933336254e-10,2.7345165264922e-08
"Gprin3",487.050794709765,0.515593938805434,0.102162034364094,2.88864786082214e-08,1.34470130453961e-06
"Gps2",326.688141458082,-0.57979921470498,0.0963368337589686,1.09214352398155e-10,9.40385541498882e-09
"Grb2",2120.38759527321,-0.133127770309608,0.0488559680126473,0.00259070518146178,0.0172911728520749
"Gria1",3384.14122106398,0.144136550765006,0.0444702689113488,0.000443562181096734,0.00432850975834694
"Gria2",13249.9490110033,0.243574267494686,0.072026827951533,0.000106799162188331,0.00138891625140087
"Gria3",1036.12087440269,0.190583055795449,0.068911338745068,0.00123397811735081,0.0096937553476324
"Gria4",1169.31941948433,0.325857312769723,0.0613766164615234,1.17842765202479e-08,6.20984235510983e-07
"Grid1",462.287623383898,0.235200514823941,0.117498670028716,0.00544773850905592,0.0308151597759994
"Grid2",128.340123485753,0.344922056014785,0.154942390554821,0.0017455485210754,0.0126753454752612
"Grik2",2004.35290208588,0.253258675238156,0.0715247595920802,5.631559801811e-05,0.000840188385350432
"Grin1",1298.4742664443,0.134202485126847,0.0584723191361717,0.00832450075815411,0.0425065786774892
"Grin2a",201.522623245818,0.334794441056251,0.165530901542449,0.00280401854177317,0.0182781495642354
"Grin2b",8385.61942060258,0.395466023825282,0.054618866074953,3.95401770412174e-14,9.30182664894638e-12
"Grin2d",324.025782588636,0.263618755615098,0.140512536725931,0.00556073745581553,0.0312287939253217
"Grin3a",1006.4315472491,0.478351311328964,0.101227647970694,1.56054840277853e-07,5.82398432243749e-06
"Grina",2098.54663929836,-0.180775819058308,0.0449446238646911,1.51307904890895e-05,0.000278787460004567
"Grk5",364.453618160037,0.235871655528356,0.092575278938604,0.00150658433870862,0.0113070676631201
"Grk6",1162.2527128553,-0.239673769122984,0.0636219064719679,2.5954893111339e-05,0.000441199692708104
"Grm3",536.688607418941,1.01182545951528,0.0894490198488778,6.33653424969864e-31,4.1738751102765e-27
"Grm5",2873.19782809309,0.514813809067837,0.0555224786534574,1.28153451823574e-21,1.20592398165983e-18
"Grm7",330.112361294306,0.275337778677158,0.132772574496841,0.00348971541502659,0.0217098387768189
"Grn",420.688230881417,-0.401692622955319,0.0927765397479975,1.16184224643605e-06,3.26163753433989e-05
"Gse1",3004.95973210114,-0.374194245292884,0.0587558580043398,1.74911596400961e-11,1.92023780915522e-09
"Gstm7",279.822669965775,-0.196477430323264,0.10335917439783,0.00957717252921178,0.04712687585273
"Gtf2i",4671.63555716334,-0.197588321171818,0.042124912403372,6.28417221463722e-07,1.96645331961118e-05
"Gtf2ird1",1089.60853348944,-0.248895011229303,0.0673317391879175,3.19385656149426e-05,0.000519455140013894
"Gtf3c2",1329.98041468627,-0.240956963356632,0.0560604158169119,2.87394445043119e-06,7.03742457062834e-05
"Gtf3c3",593.168138549851,0.19992635495599,0.0785884618945589,0.00209647932623064,0.0146519992805106
"Gtf3c4",2125.36751954735,0.144252301778165,0.0519838626974574,0.00198613273025579,0.0140464221096584
"Gtf3c5",453.475235540105,-0.179996981460152,0.0879235997106644,0.00849017341208959,0.0430429130188732
"Gtse1",101.406098967084,-0.460209829935903,0.205637366480253,0.00119057631189804,0.00938638679410217
"Gucy1a2",1131.15990457679,0.456653233673032,0.0718778213896882,1.58102416532153e-11,1.76511969101236e-09
"Gucy1b1",1714.8131188495,0.321872045044421,0.0584041990037963,3.89011385206094e-09,2.42883222213511e-07
"Gypc",37.8369724469952,-0.376844872913861,0.435600520035167,0.00895243904249092,0.0447587977023816
"Gys1",345.423256251055,-0.206286625235345,0.100154889744484,0.00615166394776301,0.0336134470542638
"H1f0",2869.17034793385,-0.277382645761882,0.0783944080358138,4.77812912816024e-05,0.000732794797839151
"H1f10",458.817199488572,-0.275392913847063,0.108241567839835,0.00113901894060832,0.0090719882304052
"H2-DMa",95.6196915707014,-0.342042758463118,0.190924258068938,0.00409875616661223,0.0245888040705599
"H2ac23",368.130455021971,-1.27404246183839,0.130048390692679,6.04080903345752e-24,9.94770227584618e-21
"H2ax",930.527892583712,-0.307525685961265,0.100553357370229,0.000213081991865549,0.00241578499211423
"H2az2",728.085241589721,-0.176628426697444,0.0702673192007354,0.00286592720927292,0.0185897218389766
"H3f3b",11211.9461839852,-0.213151196498457,0.038042345013943,4.280539543554e-09,2.60730360828373e-07
"Haghl",507.529044906008,-0.294864209965471,0.0764394238863222,1.29085084077539e-05,0.000244299669558845
"Has3",390.771774533572,0.49786771188404,0.0861902350499219,5.29077952670399e-10,3.98289882770277e-08
"Haus5",179.842291282105,-0.247516388013286,0.144554470666638,0.00827408579499248,0.0423147539841735
"Hbb-bs",6133.78564867586,0.158841420485899,0.0582305852801443,0.00192262680121238,0.0136985859811638
"Hbb-bt",2025.36324604474,0.154821514135349,0.0651497636376588,0.00529319238727303,0.03007081063451
"Hcfc2",615.107049534733,0.29872700809628,0.0700362104602274,2.28467989088785e-06,5.77703894098973e-05
"Hdac7",1218.36479406828,-0.148314832267876,0.0693305036085946,0.0101270836416127,0.0489773127366396
"Hdgf",2269.53306723742,-0.239644519216747,0.0631294384601397,2.27729469220778e-05,0.000393714964240752
