Sample	NC_000067.7	NC_000068.8	NC_000069.7	NC_000070.7	NC_000071.7	NC_000072.7	NC_000073.7	NC_000074.7	NC_000075.7	NC_000076.7	NC_000077.7	NC_000078.7	NC_000079.7	NC_000080.7	NC_000081.7	NC_000082.7	NC_000083.7	NC_000084.7	NC_000085.7	NC_000086.8	NW_023337853.1	NC_005089.1
CONTROL_REP1	0.9116116329429647	1.1213601481539788	0.733925212184434	1.0590169746819442	1.1735060753855602	0.8702088776285621	1.1960492697110738	1.0344874958278483	1.2398987264964185	0.9411647650836484	1.8332404980980768	0.9167395805418214	0.8667350336707872	0.7053675297653372	1.18861360123959	0.8889313768694906	1.3526319004442986	0.8273007214508654	1.2147646278171453	0.5204383981115249	86.35026651192629	3639.8464755195973
CONTROL_REP2	0.900966925273016	1.1246368994504263	0.7310943503477516	1.065940625974337	1.184827409561139	0.8635298400628094	1.1989576109523974	1.0357743291213342	1.2467914888320377	0.9431004578906492	1.8503509098771704	0.9138264498434655	0.8680196007748832	0.7054939157838793	1.1984237872094685	0.8780986644387323	1.3577954234397653	0.8206395523012454	1.208526759772767	0.5472520276153857	82.69373405968965	3234.736792468687
CONTROL_REP3	0.910109772941315	1.1199830693662534	0.7352211416276839	1.0696432946424597	1.1875183490790464	0.8549464809235006	1.1866137509175	1.0317443094582464	1.2479112269261379	0.9408728625776981	1.8437533764367806	0.9158565971719201	0.8742093563718861	0.7032478301455911	1.2084630477793434	0.8818750005163626	1.3456217807374418	0.8220058474208534	1.207656183074799	0.5429696269753742	73.46314331732391	3405.654747441784
CONTROL_REP4	0.9034860574542876	1.1321015986130722	0.7322080701706657	1.066035625937618	1.1888177348763702	0.8733338905225758	1.1863804985871538	1.0359242259716506	1.245864822595543	0.939789857022366	1.8330545876958908	0.9225937979065466	0.864989916483852	0.7030332522716658	1.1925136625003525	0.8880596998696992	1.347254548319128	0.8283590457315201	1.210114161509634	0.5415725901330487	86.40936703071299	3324.9252641603775
PREECLAMPSIA_REP1	0.9283896550417324	1.1246469216521149	0.7439366563855873	1.045237449759675	1.1534667852878768	0.8781917356196929	1.188117119409117	1.0176547337395088	1.253883591744153	0.9245066389296218	1.7995152958508736	0.9422778763160282	0.8663883496975925	0.7143011528218329	1.1735141874375765	0.9077812323425114	1.345211298348441	0.8271062481942456	1.185720617549964	0.5366457705421274	161.4302369810255	3672.0865645657814
PREECLAMPSIA_REP2	0.9302476596373424	1.1279646770422695	0.7437551547952019	1.0390181628260646	1.1563096786438776	0.8781278140809672	1.191894786585691	1.0251117116089477	1.2628259875106402	0.9276342112397209	1.789961393502387	0.9361275154770198	0.8645010978705981	0.7182016293462298	1.1772214943272459	0.9011427325545367	1.3265136279034313	0.8073975426796598	1.1757761325671376	0.5382358274775769	116.9037640344706	3881.0523438065616
PREECLAMPSIA_REP3	0.9130931055071293	1.1214483547531706	0.7335889204777558	1.0371041601518278	1.158261569819191	0.8766842298898909	1.1872320715183475	1.0145437742892165	1.257359872810662	0.9360791669376474	1.8294594522098753	0.9253219507378729	0.8853361133683044	0.7105096979443085	1.2033193293726723	0.8956859983520298	1.351945043732165	0.8264249213621083	1.1790572122852687	0.5555820572816786	148.667920382551	3456.1761199292737
PREECLAMPSIA_REP4	0.9166596448544551	1.1114845426950617	0.728901302264176	1.0333723442873182	1.1661839622830692	0.8534033321799632	1.1952067327793523	1.01182767987137	1.2562856269053906	0.9383146163176523	1.844220278623811	0.914918008553113	0.8889257454753484	0.7003926539386262	1.2248503049439514	0.8870834227792631	1.3434469089969305	0.8283420389154107	1.1936699601991958	0.5321279868223892	153.41718798267826	3743.106523536871
