IncLevel1	IncLevel2	IncLevelDifference
0.131,0.262,0.221,0.123	0.224,0.183,0.162,0.144	0.006
NA,1.0,NA,0.6	NA,1.0,NA,0.5	0.05
NA,1.0,NA,0.6	0.0,1.0,NA,0.5	0.3
NA,NA,0.0,0.0	NA,NA,0.455,0.0	-0.228
1.0,1.0,0.333,1.0	1.0,1.0,0.333,1.0	0.0
NA,1.0,NA,1.0	1.0,0.0,NA,1.0	0.333
0.91,0.966,0.85,0.885	0.965,0.895,0.933,0.96	-0.036
0.794,0.718,0.829,0.671	0.626,0.842,0.862,0.698	-0.004
0.77,0.885,0.983,0.897	0.836,0.896,0.885,0.914	0.001
0.709,0.852,0.722,0.751	0.657,0.73,0.802,0.694	0.038
0.921,0.934,0.957,0.922	0.889,0.902,0.917,0.967	0.015
0.487,0.543,0.493,0.468	0.451,0.49,0.438,0.425	0.047
0.92,1.0,1.0,0.931	0.9,1.0,1.0,1.0	-0.012
0.333,0.0,NA,0.0	NA,0.0,0.0,0.0	0.111
0.6,0.769,0.9,0.5	0.818,0.857,0.6,0.769	-0.069
1.0,0.818,1.0,1.0	1.0,1.0,1.0,1.0	-0.045
0.899,0.83,0.844,1.0	0.915,0.957,0.794,1.0	-0.023
0.978,0.981,0.969,0.964	0.962,1.0,0.948,0.981	0.0
0.71,0.778,0.775,0.709	0.724,0.659,0.764,0.731	0.023
0.914,0.95,0.941,0.975	0.937,0.946,0.974,0.95	-0.007
0.861,0.789,0.821,0.748	0.724,0.821,0.771,0.8	0.026
0.0,0.333,NA,0.333	1.0,NA,0.6,0.333	-0.422
1.0,NA,NA,0.0	1.0,0.0,0.0,0.5	0.125
0.438,0.301,0.449,0.394	0.442,0.372,0.418,0.323	0.007
0.133,0.3,0.368,0.304	0.143,0.351,0.333,0.353	-0.019
0.461,0.452,0.397,0.4	0.447,0.381,0.46,0.397	0.006
0.877,0.797,0.927,0.722	0.594,0.795,0.973,0.787	0.043
0.333,NA,NA,1.0	1.0,NA,1.0,NA	-0.334
0.379,0.362,0.433,0.442	0.375,0.484,0.36,0.2	0.049
0.804,0.647,0.849,0.745	0.75,0.571,0.686,0.68	0.089
1.0,0.474,1.0,0.867	0.636,0.833,1.0,1.0	-0.032
