ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
15905	4,2,1,4	183,222,197,201	7,2,5,8	164,159,175,188	78	39
15906	269,347,304,343	0,0,0,0	301,265,242,327	0,0,0,1	78	39
15907	82,103,80,80	0,0,0,0	91,66,82,93	0,1,0,0	78	39
15908	80,105,79,80	0,0,0,1	91,63,83,93	2,0,0,0	78	39
15909	374,469,424,466	2,0,0,0	376,363,339,426	0,0,0,0	78	39
15910	96,100,85,104	0,0,0,0	88,79,63,83	0,1,0,0	78	39
15911	29,25,39,32	0,0,0,1	31,20,21,31	2,0,0,0	78	39
15912	284,340,305,361	4,3,3,2	297,280,223,316	2,5,4,4	78	39
15913	217,269,238,306	2,5,1,0	243,236,203,271	1,3,2,0	78	39
15914	210,260,253,290	2,5,2,2	236,219,181,264	2,2,5,4	78	39
15915	186,244,217,256	2,0,4,0	207,210,166,244	0,0,0,0	78	39
15916	0,0,0,3	3,1,0,2	1,1,0,0	0,1,0,0	78	39
15917	18,6,12,10	0,1,0,0	7,8,13,10	0,0,0,1	78	39
15918	81,89,79,69	0,0,1,0	76,92,68,82	0,0,0,0	78	39
15919	40,46,44,34	0,0,0,0	44,39,34,36	0,0,0,1	78	39
15920	18,22,18,15	0,0,0,0	10,13,11,12	0,0,0,1	78	39
15921	61,65,52,50	2,0,0,0	42,67,46,58	0,1,1,0	78	39
15922	25,23,14,27	1,5,3,2	11,15,10,23	4,2,4,1	78	39
15923	31,31,27,18	1,5,3,2	26,18,22,37	4,2,4,1	78	39
15924	0,0,3,1	0,0,0,0	0,1,0,2	1,0,0,0	78	39
15925	1,0,0,0	0,0,1,0	0,5,0,2	0,0,0,0	78	39
15926	49,46,50,45	0,0,0,0	53,59,49,51	0,0,0,1	78	39
15927	2,0,0,0	23,24,19,22	8,9,1,4	29,25,26,24	78	39
15928	2,0,5,3	2,0,0,1	0,3,1,1	0,0,3,0	78	39
15929	57,54,55,62	0,0,0,0	67,74,64,71	1,0,0,0	78	39
15930	134,142,153,135	0,0,0,0	174,164,181,168	1,0,0,0	78	39
15931	159,178,193,200	0,0,0,1	206,192,216,250	1,1,1,0	78	39
15932	138,160,162,152	0,0,0,0	173,150,175,211	0,1,0,0	78	39
15933	26,26,39,32	29,37,35,29	34,30,30,37	25,20,26,34	78	39
15934	60,53,59,63	29,37,35,29	84,75,69,89	25,20,26,34	78	39
15935	32,24,19,30	2,7,2,2	48,39,33,50	2,5,4,5	78	39
15936	79,92,89,108	2,7,2,2	81,82,100,107	2,5,4,5	78	39
15937	78,84,94,114	0,0,2,1	97,101,110,114	2,0,0,0	78	39
15938	145,126,130,120	6,8,1,7	145,119,124,140	11,0,2,15	78	39
15939	71,61,66,56	0,0,1,0	73,67,50,59	0,0,0,0	78	39
15940	73,63,65,56	0,1,0,0	75,67,48,59	0,0,0,0	78	39
15941	11,22,17,24	0,0,0,0	13,11,17,19	0,0,0,1	69	39
15942	17,30,17,30	0,0,1,0	24,11,19,33	0,0,0,0	69	39
15943	87,87,81,87	2,1,1,0	84,64,93,98	1,1,2,0	69	39
15944	19,23,22,18	0,1,0,0	15,22,14,23	0,0,0,0	78	39
15945	21,24,22,18	4,3,0,0	16,23,16,23	3,1,0,0	78	39
15946	143,134,141,137	1,1,0,3	119,99,96,133	0,0,0,1	78	39
15948	3,5,11,6	101,85,81,83	6,6,12,10	63,64,49,70	78	39
15949	0,4,5,4	101,85,81,83	0,1,1,7	63,64,49,70	78	39
15950	56,54,32,51	1,0,0,0	42,40,49,47	0,0,0,0	78	39
15951	27,23,14,23	1,0,0,0	16,16,21,22	0,0,0,0	78	39
15952	0,0,0,0	59,72,63,49	0,0,0,1	45,42,37,54	78	39
15953	89,115,81,76	0,0,0,0	89,70,88,73	0,1,0,0	78	39
15954	106,107,101,125	0,0,1,0	120,99,125,71	0,0,0,3	78	39
15955	0,6,1,0	0,1,1,2	0,0,1,0	3,2,3,2	78	39
15956	0,6,1,0	1,0,1,0	0,0,1,0	5,0,2,1	78	39
15957	0,6,1,0	2,2,1,1	0,2,1,0	0,0,3,2	78	39
15958	0,0,3,3	1,0,1,0	3,2,4,4	5,0,2,1	78	39
15959	0,0,0,0	2,2,1,1	1,3,2,2	0,0,3,2	78	39
15960	0,1,0,0	3,0,0,2	1,2,2,2	4,4,2,5	78	39
15963	4,0,5,2	2,2,1,1	7,1,5,3	0,0,3,2	78	39
15964	3,0,4,2	0,0,0,0	2,1,3,2	0,2,0,0	78	39
15965	3,0,7,5	0,0,0,0	4,2,5,4	0,1,0,0	78	39
15968	4,8,6,5	3,0,0,2	0,3,9,7	4,4,2,5	78	39
15969	2,6,5,4	0,1,0,0	0,4,6,5	0,0,0,0	78	39
15970	0,0,3,0	2,6,5,4	2,2,0,0	0,3,6,5	78	39
15971	7,6,8,9	0,1,0,3	13,12,9,17	2,0,2,1	78	39
15972	17,26,10,22	0,2,0,2	20,26,27,25	0,1,0,0	78	39
15974	2,2,1,2	36,24,14,19	0,3,3,0	16,24,17,26	78	39
15975	50,34,20,31	0,0,1,0	23,31,25,37	0,0,0,0	78	39
15976	2,0,0,1	32,19,14,17	0,0,0,0	15,20,18,24	78	39
15977	1,0,1,2	32,19,14,17	0,0,6,0	15,20,18,24	78	39
15978	34,20,11,16	0,0,1,0	15,16,19,28	0,0,0,0	67	39
15979	110,95,90,95	0,0,0,0	89,67,78,71	1,0,0,0	78	39
15980	130,94,108,89	0,0,0,0	106,87,90,96	1,0,0,0	78	39
15981	42,17,29,32	0,0,0,1	32,21,27,35	0,0,0,2	78	39
15982	63,51,53,43	0,0,0,1	60,48,43,56	0,0,0,2	78	39
15983	13,7,17,17	9,19,10,16	14,17,13,11	13,11,13,15	78	39
15984	12,11,11,12	47,28,40,27	19,22,14,18	47,39,32,45	78	39
15985	9,19,11,16	0,0,0,0	13,11,13,15	0,0,0,1	78	39
15986	18,25,18,29	47,28,40,27	23,16,27,23	47,39,32,45	78	39
15987	15,10,18,26	5,8,4,11	19,12,21,13	14,12,8,14	78	39
15988	11,19,10,16	0,0,0,0	14,11,13,15	0,0,0,1	78	39
15989	22,42,17,30	47,28,40,27	20,25,25,31	47,39,32,45	78	39
15990	19,27,17,27	5,8,4,11	16,21,19,21	14,12,8,14	78	39
15991	1,2,0,3	9,6,8,13	0,1,1,1	10,5,14,8	71	39
15992	1,1,0,0	13,23,7,14	0,1,0,0	7,14,12,16	71	39
15993	1,1,0,0	47,28,40,27	0,1,0,1	47,39,32,45	68	39
15994	1,1,1,0	9,6,8,13	0,1,0,0	10,5,14,8	68	39
15995	3,1,0,0	13,23,7,14	1,1,0,0	7,14,12,16	68	39
15996	178,262,235,205	3,6,1,2	168,151,165,196	3,2,2,4	78	39
15997	52,62,50,49	2,2,8,7	42,38,30,55	10,4,5,2	78	39
15998	38,72,54,46	3,6,1,2	42,26,38,50	3,2,2,4	78	39
15999	0,1,0,2	2,2,8,7	0,1,0,0	10,4,5,2	78	39
16000	95,141,99,121	2,2,8,7	121,121,74,110	10,4,5,2	78	39
