UniqueCount	AmbigCount
0	0
1838	248
0	232
0	1
11	32
8	32
1	1
0	0
0	0
0	3
0	3
0	1
0	1
0	82
0	52
0	107
0	74
0	53
0	52
0	52
0	78
0	79
5	107
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
208	166
2	168
3	23
42	90
2	277
68	277
0	0
29	1842
81	1995
1	1862
1	176
1	190
1	183
0	210
0	224
0	199
0	140
0	157
0	140
0	0
0	0
0	1413
0	1335
0	1297
0	1371
1	1332
0	1248
0	1297
0	1278
0	1272
0	1473
0	1429
0	1455
0	1288
1	1324
0	1321
0	1015
0	1015
0	1015
0	1013
0	30
0	30
0	30
2	30
5	0
2	0
45	0
0	1089
0	1573
0	1623
0	1552
0	1605
0	1696
0	1526
0	1576
0	1576
0	1615
0	1576
0	1576
1	0
0	244
0	244
0	244
0	242
0	244
0	244
0	247
0	247
0	245
0	247
0	247
0	247
0	246
0	245
0	245
0	249
0	247
0	248
0	245
0	245
0	245
0	243
0	243
0	243
0	245
0	245
0	235
0	244
0	244
0	0
1	1465
4	1488
11	1514
2	1601
1	1525
1	0
0	0
1	0
0	0
0	0
0	3
0	3
0	0
0	0
0	1
0	0
0	2
0	3
0	2
0	0
0	93
0	88
0	128
0	130
0	132
0	127
0	126
0	125
0	130
0	126
0	124
0	125
1	131
0	128
0	129
0	45
1	0
0	0
2	0
0	0
0	0
0	0
0	0
497	2
1	58
0	59
0	55
1	58
0	59
0	58
0	0
537	6
7	91
0	103
4	102
0	105
0	32
1475	18
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	129
0	129
0	0
1	129
4	15
0	15
106	0
0	0
0	0
0	0
0	1
0	0
0	5
0	5
0	5
0	0
4	622
249	765
18	765
0	200
0	201
0	782
0	817
0	758
0	793
2	646
1	723
0	686
0	822
0	692
0	722
0	763
0	787
0	778
0	794
0	725
0	760
0	754
0	770
0	813
0	829
1	790
0	725
0	760
1	755
0	808
128	1499
14	1499
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	152
0	157
0	42
0	161
0	155
0	0
0	119
0	62
0	75
0	70
0	69
0	64
0	44
0	57
0	32
0	26
0	220
1	200
0	209
0	181
0	53
0	34
0	77
0	62
0	72
0	53
0	66
9	0
0	0
0	0
0	0
0	0
0	0
0	0
0	262
0	243
0	106
0	249
0	272
0	259
0	237
0	249
0	258
0	242
0	1432
0	1398
0	1388
0	1427
3	1402
0	1406
0	1396
0	1435
0	1405
0	0
1	0
0	1632
0	1708
0	1697
0	1691
0	1631
0	1632
0	1696
0	1648
0	1584
0	1641
0	524
1	527
0	527
0	524
0	527
0	529
0	525
0	529
0	530
0	523
0	527
0	525
0	529
0	527
0	529
0	470
0	522
0	528
0	596
0	480
0	532
0	0
0	0
0	0
0	0
509	2
0	57
0	58
0	61
0	57
0	48
0	66
0	62
0	60
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	82
0	86
0	88
0	90
0	90
0	90
0	90
0	88
0	93
0	98
2	96
0	100
0	95
0	95
0	91
0	30
0	16
0	18
0	1
0	1
0	1
0	1
0	1
0	5
1	5
0	5
0	5
0	0
0	2
0	2
0	0
3	0
29	386
0	386
1	0
0	0
0	386
0	0
0	0
0	70
27	44
1	77
1	72
0	65
3	96
1	76
0	68
3	0
0	0
0	1
1	1
0	1
0	1
0	1
13	1
7391	38
158	4
3	1004
0	982
0	1005
0	1005
2	995
0	996
1	955
0	906
6	982
4	1005
0	1069
0	1020
0	0
0	0
0	0
34	0
5	700
0	1296
0	1384
24	7
10	625
84	681
0	606
2	59
0	21
1	85
2	86
0	1196
0	1260
1	1260
1	1272
0	1196
0	1196
8	1260
0	1206
2	1196
12	1277
0	1196
0	1197
9	1260
22	1262
143	592
0	0
7	359
91	357
1	324
0	0
7	0
0	0
0	46
48	57
0	50
1	45
0	0
0	0
0	0
0	0
0	0
0	0
12	2322
0	2125
0	2323
8	0
0	0
0	0
0	0
0	0
2	0
0	6
0	7
0	7
0	6
0	6
0	6
0	5
0	4
0	5
0	1
0	1
1	0
0	10
0	11
0	10
0	11
10	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	267
0	268
0	263
6	264
0	2
0	2
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	1
0	369
52	369
0	0
0	0
24	683
1	683
0	0
0	683
0	0
1	16
2	16
16	0
0	47
1	46
0	0
0	0
1	61
9	60
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	507
13	516
0	519
15	519
6	0
0	641
0	751
0	750
0	1002
0	1009
0	993
0	996
0	1001
0	922
0	821
0	823
0	824
0	826
0	819
0	822
0	817
0	814
0	802
0	830
0	816
0	823
0	807
0	818
0	807
0	806
0	822
0	817
0	908
0	911
1	919
0	921
0	909
3	906
0	914
0	926
0	929
0	913
0	922
0	922
0	921
0	927
0	915
0	934
0	920
0	942
0	918
0	906
3	903
0	920
1	917
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	46
0	46
0	0
0	0
0	0
0	0
0	0
0	0
14	833
22	810
3	719
0	1
0	1
0	0
421	0
6	476
1	1275
0	1156
19	1319
4	1200
0	0
114	0
0	874
0	901
0	893
0	898
0	797
0	824
0	816
0	831
0	823
1	887
0	811
0	881
0	912
0	825
0	855
0	896
0	886
0	889
0	805
0	880
1	813
0	887
2	754
0	0
0	0
0	3
0	16
1	16
5	250
0	250
0	244
0	244
0	244
0	238
2	250
0	0
1	707
2	896
1	665
0	854
0	0
0	0
0	1288
0	1201
0	1223
0	1248
0	1213
3	1091
1	1152
0	1286
3	0
0	0
0	0
10	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
17	2
0	0
0	0
0	0
0	0
0	0
0	7
2	7
0	6
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	2056
0	2008
6	1697
0	2032
0	2003
0	1707
0	1689
0	1712
1	1695
4	1686
0	2033
0	1998
5	1993
0	2019
1	1935
0	5215
6	5215
0	5286
0	4508
0	4668
0	4602
0	5446
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	292
4	292
11	292
3	292
377	189
117	248
0	0
0	0
0	0
7	0
0	0
3	0
0	0
0	0
0	0
0	0
4	128
0	166
0	207
0	193
0	197
0	190
0	187
0	176
0	160
1	124
0	118
0	278
0	0
0	90
0	90
0	89
8	89
0	89
17	0
0	0
2	571
1	571
5	579
0	543
0	598
151	0
0	433
0	469
0	441
0	388
1	862
1	388
8	444
40	444
0	436
0	286
3	0
96	1104
8	1070
1	0
115	42
0	5076
0	5181
0	5321
0	5242
0	5095
16	5265
0	5058
0	5173
0	5144
0	5303
0	5163
0	5274
0	5138
0	5243
0	5077
0	5262
0	5300
0	5071
2	0
0	0
1	5051
0	5040
0	5039
0	5041
0	5146
0	5146
0	5035
0	5226
0	5245
0	5305
0	5239
0	5220
0	5033
0	5037
0	0
0	0
0	0
13	5025
0	0
1	221
0	4970
0	212
0	5080
1	0
0	4706
131	10
97	0
0	0
0	0
0	0
411	2
11	543
31	543
0	0
0	6
0	1
0	6
0	6
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	1020
24	1020
0	1020
0	0
0	0
0	0
0	0
0	0
76	412
0	0
0	0
0	10
0	10
0	8
0	10
0	10
0	38
0	38
0	38
0	465
0	465
3	8334
10	8304
2	8110
65	8528
23	92
8	890
0	828
6	830
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1381	15
0	0
2	0
48	1532
3	1532
0	0
0	0
0	0
0	0
0	13
0	13
0	1
0	1
1	27
0	28
0	26
0	28
0	25
0	27
0	26
0	1149
0	1138
0	1218
0	1136
0	1205
0	1207
0	1251
0	1169
78	542
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	8
0	9
0	2
0	9
0	9
0	1086
0	1077
0	1095
0	1070
1	484
4	502
0	0
0	0
167	2
30	626
5	620
0	657
0	90
0	94
0	94
0	90
0	94
8	59
3	65
10	60
1	1673
0	1685
13	1727
1	1675
1	1675
9	1677
1	1682
11	1710
5	1722
3	1640
1	1725
0	1633
6	1721
0	1672
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
644	0
0	1516
0	1545
0	1453
3	1432
3	1519
1	1544
0	1476
0	1358
0	1510
0	1611
12	1480
4	284
1	1
1	3
0	1
0	1
0	1
0	20
0	20
0	23
0	23
0	0
0	1
0	1
3	13
0	13
0	13
0	13
0	10
1	2273
0	2208
0	2085
0	2020
4	2139
0	2072
0	0
0	6
0	6
0	6
0	6
0	6
0	6
4	6
2	6
0	6
0	1
0	1
0	0
1	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	594
0	614
0	569
0	600
0	620
0	640
0	572
0	550
114	640
0	1861
0	1929
0	1864
0	1861
0	1905
0	1932
0	1925
0	1930
0	0
0	1
0	1
0	0
0	299
0	282
0	367
1240	0
28	153
43	186
3	186
0	154
0	171
2	171
2	153
0	154
0	553
0	553
0	544
0	558
0	559
0	560
0	551
0	549
0	550
0	544
0	543
0	541
0	550
0	559
0	559
3	0
0	0
0	124
0	122
0	124
0	122
0	126
1	127
0	125
0	123
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	112
0	112
0	126
0	83
0	72
0	74
0	77
0	116
0	120
0	82
0	102
0	118
0	100
5	96
0	91
1	117
0	98
0	78
0	84
0	100
0	73
1	66
0	71
5	62
2	40
3	40
0	40
0	40
0	40
0	41
4	41
0	34
22	37
0	70
0	32
1	35
50	228
184	321
28	321
0	0
0	0
0	0
11	576
0	170
19	597
0	209
0	191
3	646
14	236
8	2100
135	2100
0	0
0	0
1	476
1	512
2	536
4	583
0	585
0	672
5	654
0	654
0	681
1	645
0	672
0	644
0	668
0	666
0	647
0	654
0	654
0	635
0	601
0	613
0	620
0	654
0	0
173	2705
0	2706
0	2738
3	2664
4	2542
2	2640
0	2559
0	11
0	11
0	11
0	19
0	18
0	19
0	11
0	11
0	0
1	2
0	2
4	2
0	0
3179	24
0	1108
0	1057
39	1151
2	1109
0	0
0	0
0	0
532	14
0	0
0	0
0	0
0	95
0	95
0	0
37	1208
35	1208
1003	1208
0	315
0	302
0	292
0	279
0	267
0	261
97	284
2	195
0	0
31	0
555	2
0	0
13	287
0	290
11	275
2	311
0	27
0	0
0	0
0	0
90	0
0	3
0	3
0	2
0	2
0	0
0	0
0	0
0	8167
0	7791
0	7398
0	7236
0	6968
0	7769
0	7910
0	7976
0	7887
0	8161
0	7741
0	7515
0	7633
0	7749
0	7504
0	7266
0	7573
0	7470
1	7739
0	7904
0	7975
0	7881
0	7697
0	7527
0	7513
0	7396
0	7531
0	7313
0	7509
0	7393
0	7179
0	7343
0	7133
0	7390
0	7201
0	7234
0	7137
0	7098
0	7364
0	7234
0	7105
0	6994
0	6893
0	7073
0	6861
8	7781
0	7512
0	7763
0	7472
0	7025
0	7351
2	0
0	2
0	2
0	2
0	5
0	5
0	4
0	4
0	3
0	2
0	2
0	2
0	2
0	0
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	25
0	26
0	26
0	26
0	26
0	26
1	4
0	4
0	4
0	4
0	4
0	3
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	3
0	7
0	5
0	0
9	0
0	0
0	0
111	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
1	254
0	262
1	239
0	248
0	244
1	250
0	242
5	248
1	241
0	249
0	249
14	237
1	231
23	221
7	221
0	530
0	754
1	751
0	750
0	531
1	530
5	528
0	527
0	699
0	528
0	527
0	583
0	510
0	661
0	692
1	663
3	286
0	716
0	731
1	579
1	703
0	0
0	0
0	0
0	0
0	0
1	0
0	0
84	0
0	13
2	15
0	12
5828	43
1124	36
0	0
16	0
2	0
10	276
22	106
2	230
0	0
10	179
2	0
8	212
4	217
0	217
0	217
0	217
8	966
10	960
0	952
0	952
2	916
0	952
1	952
1	960
0	960
3	0
5	0
826	4
27	94
0	94
0	94
0	0
0	0
0	0
1	1068
116	1068
10	0
2	0
69	0
0	346
1	359
0	346
8	366
0	291
0	269
0	273
1	1
0	0
0	1036
0	977
4	1134
0	1075
0	3
1	3
0	3
10	0
0	61
1	112
6	134
0	120
5	121
0	108
0	95
0	120
44	204
16	204
0	605
0	566
1	623
0	604
2	622
0	583
1	622
2	622
0	604
0	610
4	622
0	604
35	624
0	683
4	683
0	667
17	669
0	0
1	0
0	0
0	0
0	0
0	86
0	85
0	93
0	94
0	81
0	0
0	0
0	0
0	0
326	2
276	2
0	1
0	1
0	3
0	3
0	0
0	0
0	0
0	0
2	444
58	444
0	0
14	231
0	229
0	231
0	0
0	0
0	152
0	58
0	58
0	56
0	63
0	71
0	77
0	82
0	88
0	128
1	141
5	148
0	151
0	148
0	140
0	148
0	150
0	149
0	148
0	152
0	152
0	148
0	148
0	148
0	148
0	137
0	137
5	136
0	0
0	0
0	0
1	31
0	31
0	29
203	1959
0	1955
26	1952
0	1952
3	1953
0	1956
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	482
0	393
18	468
0	0
49	0
0	114
0	62
0	46
0	60
1	88
0	88
0	103
0	26
1	0
0	0
0	0
0	1651
0	1540
0	1738
0	1562
0	1589
0	1627
0	1553
0	1661
0	1576
0	1626
0	1515
0	1450
11	0
0	0
0	5
0	5
0	5
0	5
1	0
0	77
0	69
0	133
3	126
0	136
0	47
0	133
0	124
0	124
0	116
0	1868
0	2130
4	1304
6	1364
24	1604
146	1606
572	170
0	0
0	0
0	0
0	0
0	0
0	727
0	677
0	686
0	736
0	0
0	0
1	2
5	287
2	290
5	290
0	562
0	549
0	570
0	557
43	198
0	379
2	379
0	387
30	163
143	0
0	41
2	41
0	41
1	41
0	41
0	41
0	41
0	41
14	0
0	0
0	2
0	2
0	2
0	0
0	0
0	0
0	74
0	74
2	80
1	86
1	81
0	87
0	86
0	87
1	87
0	79
0	0
255	0
1	80
2	49
0	94
0	71
1	78
0	85
11	91
510	121
0	60
0	0
0	5
0	5
0	0
0	0
0	0
0	35
4	35
0	382
0	382
0	388
0	388
1	388
0	388
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
581	2
0	0
2688	36
0	0
0	0
0	808
0	801
0	639
0	831
0	821
0	653
0	821
0	811
0	809
0	799
0	631
0	633
0	0
0	0
0	0
0	0
510	6257
11	6716
0	6263
200	1576
0	1067
45	173
0	173
95	2691
155	2691
670	0
0	1310
185	1310
0	154
0	201
0	237
0	209
0	173
0	186
0	68
0	112
0	6
0	6
2	0
147	2
1	0
0	0
0	0
0	0
0	0
0	0
9	1
0	0
0	0
0	242
0	242
258	241
5	8
0	0
0	0
0	0
0	0
0	0
1	1
0	1
2	0
0	0
0	0
0	0
0	0
14	5790
61	5877
1	5757
2	5759
0	5756
3	5670
1	5571
4	5672
0	0
670	417
97	413
0	19
1	19
0	0
5	0
4	0
0	3
6	432
1	432
18	430
3	47
0	51
0	47
1	62
0	51
0	57
1	66
258	0
0	0
0	0
0	0
0	286
0	225
0	286
0	281
0	281
0	260
0	279
0	259
0	296
0	237
0	237
0	269
0	296
0	270
0	259
0	259
0	199
0	259
0	0
0	341
0	362
0	266
0	325
0	334
0	346
0	363
1	356
0	270
0	222
14	222
0	1
2	1
0	4
0	3
0	4
0	0
0	3
0	0
6	51
1	51
0	51
0	0
0	0
0	0
10	0
838	4975
0	4975
81	1018
22	1018
722	1034
8	138
3	175
7	108
1	109
0	117
0	110
6	114
3	19
0	11
0	21
0	20
0	26
0	22
0	27
0	85
240	255
0	255
0	426
2	457
0	450
0	421
0	424
0	428
0	465
0	0
0	150
0	3
0	0
0	8
0	8
0	8
0	5
0	0
0	730
0	731
0	736
0	403
0	331
0	193
0	195
0	201
225	0
13	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	232
2	236
0	227
1	0
2	0
0	0
0	225
0	219
0	229
1	229
1	221
0	218
1	29
0	20
0	223
0	236
0	210
0	0
0	0
0	25
0	25
0	21
0	20
0	20
0	19
0	21
0	26
0	23
0	23
0	23
0	18
0	0
0	1430
0	1420
0	1412
0	1401
0	1355
0	1359
0	1444
0	1452
0	1519
0	1484
0	1484
0	1296
0	1385
0	1350
204	605
5	605
0	3
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
45	269
8	269
3	269
0	261
0	269
0	5
0	25
0	1182
0	1207
2	348
1	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
278	0
0	12
0	27
0	24
0	24
0	24
0	23
0	25
0	24
0	23
0	16
4	28
0	20
0	29
0	27
0	28
0	20
0	24
0	19
0	27
0	14
0	23
0	23
0	19
0	0
0	0
0	0
0	0
0	13
0	15
0	8
0	17
0	12
0	15
0	16
0	16
0	8
0	0
0	0
0	6
1	0
1442	8
0	846
0	654
0	679
2	843
2	833
2	797
0	777
0	769
0	779
4	833
0	567
1	575
0	975
0	0
0	0
0	0
0	0
26	0
26	3488
69	3488
3236	40
1	415
0	509
11	447
0	454
0	486
0	489
0	483
0	486
0	493
0	425
0	458
0	422
0	273
0	236
0	234
0	270
0	21
0	22
0	26
0	25
0	22
0	21
0	500
0	500
0	380
20	323
1	323
11	323
0	296
1	291
0	296
0	295
0	294
0	295
0	290
0	291
0	274
0	295
0	297
0	294
0	295
0	292
0	296
0	291
0	290
0	290
0	270
0	272
0	270
0	283
0	296
0	294
0	268
1	1
0	786
0	786
0	786
0	786
0	784
5	93
0	781
0	789
0	784
0	783
0	785
0	785
0	783
0	780
0	780
0	347
0	785
0	783
0	785
11	196
16	200
0	200
0	4170
0	4273
0	4237
0	4270
0	4392
0	4310
0	4235
0	4229
0	4248
0	4231
0	4174
0	4134
0	3363
1	4256
0	4405
0	4319
0	4416
0	4372
0	4330
0	4290
0	4267
0	4255
0	4190
0	4169
0	4268
0	4220
0	4163
0	4115
0	4145
0	4109
0	4106
0	4187
3	109
91	387
0	1548
0	1644
0	1648
0	1635
9	1637
0	111
0	108
0	118
0	105
1	171
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
0	9
0	9
0	0
0	0
0	0
0	20
3	20
0	123
1	122
0	122
0	0
0	0
0	0
1	2
5	944
17	943
14	2319
66	2318
9	2292
3	2293
0	0
0	0
0	0
0	0
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	1402
0	1388
0	1400
0	1382
0	1400
0	1388
0	1382
1	1400
0	1382
1	1383
1	1404
2	1403
1	1403
0	1391
0	1385
0	1367
0	19
1	21
0	1024
0	850
0	1024
1	1033
0	1022
0	872
0	1046
8	1054
4	1030
23	1052
23	1050
2837	10
0	0
0	0
0	0
0	0
0	0
0	1083
0	1083
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	1086
0	1085
0	1084
0	1085
1	1021
0	1083
0	1084
0	1084
0	1084
0	1083
0	1083
0	0
0	0
0	0
0	0
23	899
6	899
13	899
0	0
0	0
0	0
0	1
0	1
0	160
49	160
4	0
0	0
0	4003
0	4102
0	3995
0	3995
1	4094
0	4094
67	300
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	3
0	0
0	3
0	3
0	0
0	0
0	0
0	2123
0	2126
0	2143
0	2044
0	2036
0	1653
0	1656
0	1998
0	1607
0	1953
0	2029
0	1940
0	2054
0	2077
7	2038
0	1967
0	1686
0	1934
0	2039
0	2033
0	1930
0	153
4	154
24	153
0	128
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
12	42
0	457
4	469
0	55
0	55
0	366
4	381
0	381
0	0
