IncLevel1	IncLevel2	IncLevelDifference
1.0,1.0,0.863,1.0	1.0,0.807,1.0,1.0	0.014
0.664,0.813,0.781,0.765	0.454,0.664,0.592,0.463	0.213
0.0,0.0,0.362,0.0	0.0,0.321,0.0,0.0	0.01
0.0,0.0,0.0,0.0	0.0,0.362,0.0,0.0	-0.09
0.0,0.0,0.0,0.0	0.0,0.422,0.0,0.0	-0.105
0.0,0.586,0.205,0.288	0.239,0.0,0.415,0.0	0.106
0.0,0.415,0.191,0.531	0.0,0.0,0.415,0.0	0.18
0.0,1.0,0.328,0.494	0.0,0.0,0.745,0.0	0.269
0.244,0.563,0.508,0.341	0.644,0.563,0.783,0.537	-0.218
0.181,1.0,0.674,0.463	0.721,0.546,0.805,0.436	-0.047
0.039,0.011,0.045,0.022	0.076,0.025,0.01,0.048	-0.011
0.507,0.459,0.443,0.437	0.433,0.427,0.423,0.463	0.025
0.626,0.53,0.518,0.651	0.516,0.521,0.48,0.501	0.077
0.305,0.339,0.34,0.319	0.388,0.495,0.406,0.482	-0.117
0.358,0.296,0.326,0.365	0.378,0.489,0.4,0.446	-0.092
0.0,0.05,0.0,0.0	0.0,0.0,0.0,0.038	0.003
0.025,0.145,0.075,0.059	0.124,0.109,0.019,0.203	-0.038
0.409,0.459,0.438,0.444	0.423,0.391,0.43,0.434	0.018
0.625,0.59,0.53,0.561	0.345,0.418,0.566,0.559	0.105
0.5,0.489,0.445,0.455	0.461,0.686,0.488,0.488	-0.059
0.582,0.633,0.776,0.534	0.546,0.678,0.592,0.582	0.032
0.28,0.0,0.0,0.0	0.0,0.0,0.538,0.28	-0.135
0.556,0.572,0.501,0.589	0.624,0.515,0.558,0.598	-0.019
0.462,0.466,0.546,0.496	0.462,0.415,0.471,0.467	0.039
0.487,0.521,0.144,0.689	0.723,0.487,0.29,0.487	-0.037
0.038,0.018,0.0,0.009	0.01,0.012,0.009,0.028	0.001
0.096,0.105,0.037,0.12	0.117,0.082,0.073,0.103	-0.004
0.278,0.31,0.306,0.237	0.242,0.289,0.341,0.268	-0.002
0.583,0.166,0.285,0.402	0.0,0.204,0.356,0.285	0.148
0.555,0.6,0.661,0.512	0.548,0.563,0.384,0.548	0.071
1.0,0.261,1.0,1.0	1.0,1.0,1.0,NA	-0.185
0.311,0.28,0.285,0.299	0.364,0.308,0.361,0.323	-0.045
0.778,0.808,0.801,0.883	0.779,0.817,0.876,0.75	0.012
0.45,0.384,0.418,0.417	0.395,0.357,0.466,0.465	-0.004
0.947,0.902,0.745,0.937	0.966,0.928,0.859,0.889	-0.028
0.351,0.269,0.312,0.304	0.355,0.296,0.428,0.29	-0.033
0.024,0.041,0.12,0.028	0.02,0.033,0.085,0.056	0.005
